orthogroup	D_carinulata	D_sublineata	A_obtectus	B_siliquastri	C_maculatus	C_chinensis
N0.HOG0008261	0	0	0	0	0	0
N0.HOG0008262	0	0	0	0	0	0
N0.HOG0008263	0	1	0	0	0	0
N0.HOG0008264	0	0	0	0	0	0
N0.HOG0008265	1	0	0	0	0	0
N0.HOG0008266	0	0	0	0	0	0
N0.HOG0008268	0	0	0	0	0	0
N0.HOG0008269	1	0	0	0	0	0
N0.HOG0008270	0	0	0	0	0	0
N0.HOG0008271	0	1	0	0	0	0
N0.HOG0008272	1	0	0	0	0	0
N0.HOG0008273	1	0	0	0	0	0
N0.HOG0008274	1	0	0	0	0	0
N0.HOG0008275	0	0	0	0	0	0
N0.HOG0008276	0	0	0	0	0	0
N0.HOG0008277	0	0	0	0	0	0
N0.HOG0008278	0	0	0	0	0	0
N0.HOG0008279	0	0	0	0	0	0
N0.HOG0008280	0	0	0	0	0	0
N0.HOG0008281	0	0	0	0	0	0
N0.HOG0008282	0	0	0	0	0	0
N0.HOG0008283	0	0	0	0	0	0
N0.HOG0008284	0	0	0	0	0	0
N0.HOG0008285	0	0	0	0	0	0
N0.HOG0008286	0	0	0	0	0	0
N0.HOG0008287	0	0	0	0	0	0
N0.HOG0008288	0	0	0	0	0	0
N0.HOG0008289	1	0	0	0	0	0
N0.HOG0008290	1	0	0	0	0	0
N0.HOG0008291	0	0	0	0	0	0
N0.HOG0008292	0	0	0	0	0	0
N0.HOG0008293	0	0	0	0	0	0
N0.HOG0008294	0	0	0	0	0	0
N0.HOG0008295	1	0	0	0	0	0
N0.HOG0008296	0	0	0	0	0	0
N0.HOG0008297	0	0	0	0	0	0
N0.HOG0008299	0	0	0	0	0	0
N0.HOG0008300	0	0	0	0	0	0
N0.HOG0008301	0	0	0	0	0	0
N0.HOG0008302	0	0	0	0	0	0
N0.HOG0008303	0	0	0	0	0	0
N0.HOG0008304	1	0	0	0	0	0
N0.HOG0008305	0	0	0	0	0	0
N0.HOG0008306	1	0	0	0	0	0
N0.HOG0008307	0	0	0	0	0	0
N0.HOG0008308	0	1	0	0	0	0
N0.HOG0008309	0	0	0	0	0	0
N0.HOG0008310	0	0	0	0	0	0
N0.HOG0008311	0	0	0	0	0	0
N0.HOG0008312	1	0	0	0	0	0
N0.HOG0008313	0	0	0	0	0	0
N0.HOG0008314	0	0	0	0	0	0
N0.HOG0008315	0	0	0	0	0	0
N0.HOG0008316	0	0	0	0	0	0
N0.HOG0008317	0	0	0	0	0	0
N0.HOG0008318	0	0	0	0	0	0
N0.HOG0008319	0	0	0	0	0	0
N0.HOG0008320	0	0	0	0	0	0
N0.HOG0008321	0	0	0	0	0	0
N0.HOG0008322	0	0	0	0	0	0
N0.HOG0008323	0	0	0	0	0	0
N0.HOG0008324	0	0	0	0	0	0
N0.HOG0008325	0	0	0	0	0	0
N0.HOG0008326	0	0	0	0	0	0
N0.HOG0008327	0	0	0	0	0	0
N0.HOG0008328	0	0	0	0	0	0
N0.HOG0008329	1	0	0	0	0	0
N0.HOG0008330	1	0	0	0	0	0
N0.HOG0008331	0	0	0	0	0	0
N0.HOG0008332	0	0	0	0	0	0
N0.HOG0008333	0	0	0	0	0	0
N0.HOG0008334	0	0	0	0	0	0
N0.HOG0008335	0	0	0	0	0	0
N0.HOG0008336	0	0	0	0	0	0
N0.HOG0008337	0	0	0	0	0	0
N0.HOG0008338	0	0	0	0	0	0
N0.HOG0008339	0	0	0	0	0	0
N0.HOG0008340	0	0	0	0	0	0
N0.HOG0008341	0	0	0	0	0	0
N0.HOG0008343	0	0	0	0	0	0
N0.HOG0008344	0	0	0	0	0	0
N0.HOG0008345	0	0	0	0	0	0
N0.HOG0008348	0	0	0	0	0	0
N0.HOG0008349	0	0	0	0	0	0
N0.HOG0008350	0	0	0	0	0	0
N0.HOG0008352	0	0	0	0	0	0
N0.HOG0008353	0	0	0	0	0	0
N0.HOG0008354	0	0	0	0	0	0
N0.HOG0008355	0	0	0	0	0	0
N0.HOG0008356	0	0	0	0	0	0
N0.HOG0008357	0	0	0	0	0	0
N0.HOG0008359	0	0	0	0	0	0
N0.HOG0008360	0	0	0	0	0	0
N0.HOG0008361	0	0	0	0	0	0
N0.HOG0008362	1	0	0	0	0	0
N0.HOG0008363	0	0	0	0	0	0
N0.HOG0008364	0	0	0	0	0	0
N0.HOG0008365	0	0	0	0	0	0
N0.HOG0008366	0	0	0	0	0	0
N0.HOG0008367	0	0	0	0	0	0
N0.HOG0008368	0	0	0	0	0	0
N0.HOG0008369	1	0	0	0	0	0
N0.HOG0008370	1	0	0	0	0	0
N0.HOG0008372	0	0	0	0	0	0
N0.HOG0008373	0	0	0	0	0	0
N0.HOG0008374	0	0	0	0	0	0
N0.HOG0008375	0	0	0	0	0	0
N0.HOG0008376	0	0	0	0	0	0
N0.HOG0008377	0	1	0	0	0	0
N0.HOG0008378	0	0	0	0	0	0
N0.HOG0008379	0	0	0	0	0	0
N0.HOG0008380	0	0	0	0	0	0
N0.HOG0008381	0	0	0	0	0	0
N0.HOG0008383	0	0	0	0	0	0
N0.HOG0008384	0	0	0	0	0	0
N0.HOG0008385	0	0	0	0	0	0
N0.HOG0008386	0	0	0	0	0	0
N0.HOG0008387	0	0	0	0	0	0
N0.HOG0008388	0	0	0	0	0	0
N0.HOG0008389	0	0	0	0	0	0
N0.HOG0008390	1	0	0	0	0	0
N0.HOG0008391	0	0	0	0	0	0
N0.HOG0008392	0	0	0	0	0	0
N0.HOG0008393	0	0	0	0	0	0
N0.HOG0008394	0	0	0	0	0	0
N0.HOG0008395	0	0	0	0	0	0
N0.HOG0008396	0	0	0	0	0	0
N0.HOG0008397	0	0	0	0	0	0
N0.HOG0008398	0	0	0	0	0	0
N0.HOG0008399	0	0	0	0	0	0
N0.HOG0008400	0	0	0	0	0	0
N0.HOG0008401	0	0	0	0	0	0
N0.HOG0008402	0	0	0	0	0	0
N0.HOG0008403	0	0	0	0	0	0
N0.HOG0008404	0	0	0	0	0	0
N0.HOG0008405	0	0	0	0	0	0
N0.HOG0008406	1	0	0	0	0	0
N0.HOG0008407	1	0	0	0	0	0
N0.HOG0008408	0	1	0	0	0	0
N0.HOG0008409	0	0	0	0	0	0
N0.HOG0008411	0	0	0	0	0	0
N0.HOG0008412	0	0	0	0	0	0
N0.HOG0008413	0	0	0	0	0	0
N0.HOG0008414	0	0	0	0	0	0
N0.HOG0008415	1	0	0	0	0	0
N0.HOG0008416	0	0	0	0	0	0
N0.HOG0008417	1	0	0	0	0	0
N0.HOG0008420	0	0	0	0	0	0
N0.HOG0008421	0	0	0	0	0	0
N0.HOG0008422	0	0	0	0	0	0
N0.HOG0008423	0	0	0	0	0	0
N0.HOG0008424	0	0	0	0	0	0
N0.HOG0008425	1	0	0	0	0	0
N0.HOG0008426	1	0	0	0	0	0
N0.HOG0008427	1	0	0	0	0	0
N0.HOG0008428	0	0	0	0	0	0
N0.HOG0008429	0	1	0	0	0	0
N0.HOG0008430	1	0	0	0	0	0
N0.HOG0008431	1	0	0	0	0	0
N0.HOG0008432	1	0	0	0	0	0
N0.HOG0008434	0	0	0	0	0	0
N0.HOG0008435	1	0	0	0	0	0
N0.HOG0008436	0	0	0	0	0	0
N0.HOG0008437	0	0	0	0	0	0
N0.HOG0008438	0	0	0	0	0	0
N0.HOG0008439	0	0	0	0	0	0
N0.HOG0008440	1	0	0	0	0	0
N0.HOG0008441	0	0	0	0	0	0
N0.HOG0008442	0	0	0	0	0	0
N0.HOG0008443	0	0	0	0	0	0
N0.HOG0008444	1	0	0	0	0	0
N0.HOG0008446	1	0	0	0	0	0
N0.HOG0008449	1	0	0	0	0	0
N0.HOG0008450	0	1	0	0	0	0
N0.HOG0008451	0	0	0	0	0	0
N0.HOG0008452	0	0	0	0	0	0
N0.HOG0008453	0	0	0	0	0	0
N0.HOG0008454	0	0	0	0	0	0
N0.HOG0008455	0	0	0	0	0	0
N0.HOG0008456	0	0	0	0	0	0
N0.HOG0008457	0	0	0	0	0	0
N0.HOG0008459	1	0	0	0	0	0
N0.HOG0008462	0	0	0	0	0	0
N0.HOG0008464	0	0	0	0	0	0
N0.HOG0008466	1	0	0	0	0	0
N0.HOG0008467	1	0	0	0	0	0
N0.HOG0008468	1	0	0	0	0	0
N0.HOG0008469	0	0	0	0	0	0
N0.HOG0008470	0	0	0	0	0	0
N0.HOG0008471	0	0	0	0	0	0
N0.HOG0008472	0	0	0	0	0	0
N0.HOG0008473	0	0	0	0	0	0
N0.HOG0008474	0	0	0	0	0	0
N0.HOG0008475	0	0	0	0	0	0
N0.HOG0008476	0	0	0	0	0	0
N0.HOG0008477	0	0	0	0	0	0
N0.HOG0008478	0	0	0	0	0	0
N0.HOG0008479	0	0	0	0	0	0
N0.HOG0008480	1	0	0	0	0	0
N0.HOG0008481	1	0	0	0	0	0
N0.HOG0008482	0	0	0	0	0	0
N0.HOG0008484	0	0	0	0	0	0
N0.HOG0008485	0	0	0	0	0	0
N0.HOG0008486	1	0	0	0	0	0
N0.HOG0008487	0	0	0	0	0	0
N0.HOG0008488	0	0	0	0	0	0
N0.HOG0008489	0	0	0	0	0	0
N0.HOG0008490	0	0	0	0	0	0
N0.HOG0008491	0	0	0	0	0	0
N0.HOG0008492	0	0	0	0	0	0
N0.HOG0008493	0	0	0	0	0	0
N0.HOG0008494	0	0	0	0	0	0
N0.HOG0008495	0	0	0	0	0	0
N0.HOG0008496	0	0	0	0	0	0
N0.HOG0008497	0	0	0	0	0	0
N0.HOG0008499	0	0	0	0	0	0
N0.HOG0008500	0	0	0	0	0	0
N0.HOG0008501	0	0	0	0	0	0
N0.HOG0008502	0	0	0	0	0	0
N0.HOG0008503	0	0	0	0	0	0
N0.HOG0008504	0	0	0	0	0	0
N0.HOG0008505	0	0	0	0	0	0
N0.HOG0008506	1	0	0	0	0	0
N0.HOG0008507	1	0	0	0	0	0
N0.HOG0008508	0	1	0	0	0	0
N0.HOG0008509	0	0	0	0	0	0
N0.HOG0008510	0	0	0	0	0	0
N0.HOG0008511	0	0	0	0	0	0
N0.HOG0008512	0	0	0	0	0	0
N0.HOG0008513	0	0	0	0	0	0
N0.HOG0008514	0	0	0	0	0	0
N0.HOG0008515	0	0	0	0	0	0
N0.HOG0008516	1	0	0	0	0	0
N0.HOG0008517	1	0	0	0	0	0
N0.HOG0008518	0	0	0	0	0	0
N0.HOG0008519	1	0	0	0	0	0
N0.HOG0008520	1	0	0	0	0	0
N0.HOG0008521	1	0	0	0	0	0
N0.HOG0008522	1	0	0	0	0	0
N0.HOG0008523	0	1	0	0	0	0
N0.HOG0008524	0	1	0	0	0	0
N0.HOG0008525	0	0	0	0	0	0
N0.HOG0008526	1	0	0	0	0	0
N0.HOG0008527	1	0	0	0	0	0
N0.HOG0008528	0	0	0	0	0	0
N0.HOG0008529	1	0	0	0	0	0
N0.HOG0008530	0	0	0	0	0	0
N0.HOG0008531	0	0	0	0	0	0
N0.HOG0008532	0	0	0	0	0	0
N0.HOG0008533	0	0	0	0	0	0
N0.HOG0008534	0	0	0	0	0	0
N0.HOG0008535	0	0	0	0	0	0
N0.HOG0008536	0	0	0	0	0	0
N0.HOG0008537	0	0	0	0	0	0
N0.HOG0008538	0	0	0	0	0	0
N0.HOG0008539	0	0	0	0	0	0
N0.HOG0008540	0	0	0	0	0	0
N0.HOG0008541	0	0	0	0	0	0
N0.HOG0008542	0	0	0	0	0	0
N0.HOG0008543	0	0	0	0	0	0
N0.HOG0008544	0	0	0	0	0	0
N0.HOG0008545	0	0	0	0	0	0
N0.HOG0008546	0	0	0	0	0	0
N0.HOG0008547	0	0	0	0	0	0
N0.HOG0008548	0	0	0	0	0	0
N0.HOG0008549	0	0	0	0	0	0
N0.HOG0008550	0	0	0	0	0	0
N0.HOG0008551	0	0	0	0	0	0
N0.HOG0008552	0	0	0	0	0	0
N0.HOG0008553	0	0	0	0	0	0
N0.HOG0008554	0	0	0	0	0	0
N0.HOG0008555	0	0	0	0	0	0
N0.HOG0008556	0	0	0	0	0	0
N0.HOG0008557	0	0	0	0	0	0
N0.HOG0008558	0	0	0	0	0	0
N0.HOG0008559	0	0	0	0	0	0
N0.HOG0008560	0	0	0	0	0	0
N0.HOG0008561	0	0	0	0	0	0
N0.HOG0008562	0	0	0	0	0	0
N0.HOG0008563	0	0	0	0	0	0
N0.HOG0008564	0	0	0	0	0	0
N0.HOG0008565	1	0	0	0	0	0
N0.HOG0008566	0	0	0	0	0	0
N0.HOG0008567	1	0	0	0	0	0
N0.HOG0008568	0	0	0	0	0	0
N0.HOG0008569	0	0	0	0	0	0
N0.HOG0008570	0	0	0	0	0	0
N0.HOG0008571	0	0	0	0	0	0
N0.HOG0008572	0	0	0	0	0	0
N0.HOG0008573	1	0	0	0	0	0
N0.HOG0008574	0	0	0	0	0	0
N0.HOG0008575	0	0	0	0	0	0
N0.HOG0008576	0	0	0	0	0	0
N0.HOG0008583	1	0	0	0	0	0
N0.HOG0008584	0	0	0	0	0	0
N0.HOG0008585	1	0	0	0	0	0
N0.HOG0008586	0	0	0	0	0	0
N0.HOG0008587	0	0	0	0	0	0
N0.HOG0008589	1	0	0	0	0	0
N0.HOG0008590	1	0	0	0	0	0
N0.HOG0008591	1	0	0	0	0	0
N0.HOG0008592	1	0	0	0	0	0
N0.HOG0008594	1	0	0	0	0	0
N0.HOG0008595	0	0	0	0	0	0
N0.HOG0008597	1	0	0	0	0	0
N0.HOG0008598	1	0	0	0	0	0
N0.HOG0008599	1	0	0	0	0	0
N0.HOG0008601	0	0	0	0	0	0
N0.HOG0008602	0	0	0	0	0	0
N0.HOG0008603	1	0	0	0	0	0
N0.HOG0008604	0	0	0	0	0	0
N0.HOG0008605	1	0	0	0	0	0
N0.HOG0008606	0	0	0	0	0	0
N0.HOG0008607	0	0	0	0	0	0
N0.HOG0008608	0	0	0	0	0	0
N0.HOG0008609	0	0	0	0	0	0
N0.HOG0008610	0	0	0	0	0	0
N0.HOG0008611	0	1	0	0	0	0
N0.HOG0008612	1	0	0	0	0	0
N0.HOG0008614	1	0	0	0	0	0
N0.HOG0008615	1	0	0	0	0	0
N0.HOG0008616	1	0	0	0	0	0
N0.HOG0008617	1	0	0	0	0	0
N0.HOG0008618	1	0	0	0	0	0
N0.HOG0008619	1	0	0	0	0	0
N0.HOG0008620	1	0	0	0	0	0
N0.HOG0008621	0	0	0	0	0	0
N0.HOG0008622	1	0	0	0	0	0
N0.HOG0008623	1	0	0	0	0	0
N0.HOG0008624	0	0	0	0	0	0
N0.HOG0008625	0	0	0	0	0	0
N0.HOG0008626	0	0	0	0	0	0
N0.HOG0008627	1	0	0	0	0	0
N0.HOG0008628	1	0	0	0	0	0
N0.HOG0008629	0	0	0	0	0	0
N0.HOG0008630	0	1	0	0	0	0
N0.HOG0008631	0	0	0	0	0	0
N0.HOG0008632	0	0	0	0	0	0
N0.HOG0008633	0	0	0	0	0	0
N0.HOG0008634	1	0	0	0	0	0
N0.HOG0008635	0	0	0	0	0	0
N0.HOG0008636	0	0	0	0	0	0
N0.HOG0008637	1	0	0	0	0	0
N0.HOG0008638	0	0	0	0	0	0
N0.HOG0008639	0	0	0	0	0	0
N0.HOG0008640	0	0	0	0	0	0
N0.HOG0008641	0	0	0	0	0	0
N0.HOG0008643	0	0	0	0	0	0
N0.HOG0008644	0	0	0	0	0	0
N0.HOG0008645	1	0	0	0	0	0
N0.HOG0008646	0	0	0	0	0	0
N0.HOG0008647	0	0	0	0	0	0
N0.HOG0008648	0	0	0	0	0	0
N0.HOG0008649	0	0	0	0	0	0
N0.HOG0008650	0	0	0	0	0	0
N0.HOG0008651	0	0	0	0	0	0
N0.HOG0008652	0	0	0	0	0	0
N0.HOG0008653	0	0	0	0	0	0
N0.HOG0008654	0	0	0	0	0	0
N0.HOG0008655	0	0	0	0	0	0
N0.HOG0008656	1	0	0	0	0	0
N0.HOG0008657	1	0	0	0	0	0
N0.HOG0008658	1	0	0	0	0	0
N0.HOG0008659	0	0	0	0	0	0
N0.HOG0008660	1	0	0	0	0	0
N0.HOG0008661	1	0	0	0	0	0
N0.HOG0008662	0	0	0	0	0	0
N0.HOG0008663	0	0	0	0	0	0
N0.HOG0008664	0	0	0	0	0	0
N0.HOG0008665	0	0	0	0	0	0
N0.HOG0008666	0	0	0	0	0	0
N0.HOG0008667	0	0	0	0	0	0
N0.HOG0008668	0	0	0	0	0	0
N0.HOG0008669	0	0	0	0	0	0
N0.HOG0008670	0	0	0	0	0	0
N0.HOG0008671	0	0	0	0	0	0
N0.HOG0008672	0	0	0	0	0	0
N0.HOG0008673	0	0	0	0	0	0
N0.HOG0008674	0	0	0	0	0	0
N0.HOG0008675	0	0	0	0	0	0
N0.HOG0008676	0	1	0	0	0	0
N0.HOG0008677	0	0	0	0	0	0
N0.HOG0008678	0	0	0	0	0	0
N0.HOG0008679	0	0	0	0	0	0
N0.HOG0008680	0	0	0	0	0	0
N0.HOG0008681	0	0	0	0	0	0
N0.HOG0008682	0	0	0	0	0	0
N0.HOG0008683	0	0	0	0	0	0
N0.HOG0008684	0	0	0	0	0	0
N0.HOG0008685	0	0	0	0	0	0
N0.HOG0008686	0	0	0	0	0	0
N0.HOG0008687	0	0	0	0	0	0
N0.HOG0008688	0	0	0	0	0	0
N0.HOG0008689	1	0	0	0	0	0
N0.HOG0008690	0	0	0	0	0	0
N0.HOG0008691	0	0	0	0	0	0
N0.HOG0008692	0	0	0	0	0	0
N0.HOG0008693	0	0	0	0	0	0
N0.HOG0008694	0	0	0	0	0	0
N0.HOG0008695	0	0	0	0	0	0
N0.HOG0008696	0	0	0	0	0	0
N0.HOG0008697	1	0	0	0	0	0
N0.HOG0008698	1	0	0	0	0	0
N0.HOG0008699	1	0	0	0	0	0
N0.HOG0008700	1	0	0	0	0	0
N0.HOG0008702	0	0	0	0	0	0
N0.HOG0008703	0	0	0	0	0	0
N0.HOG0008704	0	0	0	0	0	0
N0.HOG0008705	0	0	0	0	0	0
N0.HOG0008706	0	0	0	0	0	0
N0.HOG0008707	0	0	0	0	0	0
N0.HOG0008708	0	0	0	0	0	0
N0.HOG0008709	0	0	0	0	0	0
N0.HOG0008710	0	0	0	0	0	0
N0.HOG0008711	0	0	0	0	0	0
N0.HOG0008712	1	0	0	0	0	0
N0.HOG0008713	1	0	0	0	0	0
N0.HOG0008714	1	0	0	0	0	0
N0.HOG0008715	1	0	0	0	0	0
N0.HOG0008716	0	0	0	0	0	0
N0.HOG0008717	0	0	0	0	0	0
N0.HOG0008718	0	0	0	0	0	0
N0.HOG0008719	0	0	0	0	0	0
N0.HOG0008720	1	0	0	0	0	0
N0.HOG0008721	0	0	0	0	0	0
N0.HOG0008722	1	0	0	0	0	0
N0.HOG0008723	1	0	0	0	0	0
N0.HOG0008724	0	0	0	0	0	0
N0.HOG0008725	0	0	0	0	0	0
N0.HOG0008726	0	0	0	0	0	0
N0.HOG0008727	0	0	0	0	0	0
N0.HOG0008728	0	0	0	0	0	0
N0.HOG0008729	0	0	0	0	0	0
N0.HOG0008730	0	0	0	0	0	0
N0.HOG0008731	0	0	0	0	0	0
N0.HOG0008732	0	0	0	0	0	0
N0.HOG0008733	0	0	0	0	0	0
N0.HOG0008734	0	0	0	0	0	0
N0.HOG0008735	0	0	0	0	0	0
N0.HOG0008736	0	0	0	0	0	0
N0.HOG0008737	0	0	0	0	0	0
N0.HOG0008738	0	0	0	0	0	0
N0.HOG0008739	0	0	0	0	0	0
N0.HOG0008740	0	0	0	0	0	0
N0.HOG0008741	0	0	0	0	0	0
N0.HOG0008742	0	0	0	0	0	0
N0.HOG0008743	0	0	0	0	0	0
N0.HOG0008744	0	0	0	0	0	0
N0.HOG0008745	0	0	0	0	0	0
N0.HOG0008746	0	0	0	0	0	0
N0.HOG0008747	0	0	0	0	0	0
N0.HOG0008748	0	0	0	0	0	0
N0.HOG0008749	0	0	0	0	0	0
N0.HOG0008750	0	0	0	0	0	0
N0.HOG0008751	0	0	0	0	0	0
N0.HOG0008752	0	0	0	0	0	0
N0.HOG0008753	0	0	0	0	0	0
N0.HOG0008754	0	0	0	0	0	0
N0.HOG0008755	0	0	0	0	0	0
N0.HOG0008756	1	0	0	0	0	0
N0.HOG0008757	0	0	0	0	0	0
N0.HOG0008758	0	0	0	0	0	0
N0.HOG0008759	0	1	0	0	0	0
N0.HOG0008760	0	1	0	0	0	0
N0.HOG0008761	1	0	0	0	0	0
N0.HOG0008762	1	0	0	0	0	0
N0.HOG0008763	1	0	0	0	0	0
N0.HOG0008765	1	0	0	0	0	0
N0.HOG0008766	1	0	0	0	0	0
N0.HOG0008767	0	0	0	0	0	0
N0.HOG0008768	0	0	0	0	0	0
N0.HOG0008769	0	0	0	0	0	0
N0.HOG0008770	0	0	0	0	0	0
N0.HOG0008771	0	0	0	0	0	0
N0.HOG0008772	0	0	0	0	0	0
N0.HOG0008773	0	0	0	0	0	0
N0.HOG0008774	0	0	0	0	0	0
N0.HOG0008775	0	0	0	0	0	0
N0.HOG0008776	0	0	0	0	0	0
N0.HOG0008777	1	0	0	0	0	0
N0.HOG0008778	1	0	0	0	0	0
N0.HOG0008779	0	0	0	0	0	0
N0.HOG0008780	0	0	0	0	0	0
N0.HOG0008781	0	1	0	0	0	0
N0.HOG0008782	0	0	0	0	0	0
N0.HOG0008783	1	0	0	0	0	0
N0.HOG0008784	0	0	0	0	0	0
N0.HOG0008785	1	0	0	0	0	0
N0.HOG0008786	1	0	0	0	0	0
N0.HOG0008787	0	0	0	0	0	0
N0.HOG0008789	0	0	0	0	0	0
N0.HOG0008790	0	0	0	0	0	0
N0.HOG0008791	0	0	0	0	0	0
N0.HOG0008792	0	0	0	0	0	0
N0.HOG0008793	0	0	0	0	0	0
N0.HOG0008794	0	0	0	0	0	0
N0.HOG0008795	0	0	0	0	0	0
N0.HOG0008796	0	0	0	0	0	0
N0.HOG0008797	0	0	0	0	0	0
N0.HOG0008798	0	0	0	0	0	0
N0.HOG0008799	0	0	0	0	0	0
N0.HOG0008800	0	0	0	0	0	0
N0.HOG0008801	0	0	0	0	0	0
N0.HOG0008802	0	0	0	0	0	0
N0.HOG0008803	0	0	0	0	0	0
N0.HOG0008804	0	0	0	0	0	0
N0.HOG0008805	1	0	0	0	0	0
N0.HOG0008806	0	0	0	0	0	0
N0.HOG0008807	0	0	0	0	0	0
N0.HOG0008808	0	0	0	0	0	0
N0.HOG0008809	0	0	0	0	0	0
N0.HOG0008810	0	0	0	0	0	0
N0.HOG0008811	0	0	0	0	0	0
N0.HOG0008812	0	0	0	0	0	0
N0.HOG0008814	0	0	0	0	0	0
N0.HOG0008815	0	1	0	0	0	0
N0.HOG0008817	0	0	0	0	0	0
N0.HOG0008818	0	0	0	0	0	0
N0.HOG0008819	0	0	0	0	0	0
N0.HOG0008820	0	0	0	0	0	0
N0.HOG0008821	0	0	0	0	0	0
N0.HOG0008822	0	0	0	0	0	0
N0.HOG0008823	0	0	0	0	0	0
N0.HOG0008824	0	0	0	0	0	0
N0.HOG0008825	0	0	0	0	0	0
N0.HOG0008826	0	0	0	0	0	0
N0.HOG0008827	0	0	0	0	0	0
N0.HOG0008828	0	0	0	0	0	0
N0.HOG0008829	0	0	0	0	0	0
N0.HOG0008830	0	0	0	0	0	0
N0.HOG0008831	0	0	0	0	0	0
N0.HOG0008832	0	0	0	0	0	0
N0.HOG0008833	0	0	0	0	0	0
N0.HOG0008834	0	0	0	0	0	0
N0.HOG0008835	1	0	0	0	0	0
N0.HOG0008836	1	0	0	0	0	0
N0.HOG0008837	0	0	0	0	0	0
N0.HOG0008838	0	0	0	0	0	0
N0.HOG0008839	1	0	0	0	0	0
N0.HOG0008840	0	0	0	0	0	0
N0.HOG0008841	1	0	0	0	0	0
N0.HOG0008842	1	0	0	0	0	0
N0.HOG0008843	0	0	0	0	0	0
N0.HOG0008844	0	0	0	0	0	0
N0.HOG0008845	0	0	0	0	0	0
N0.HOG0008846	0	0	0	0	0	0
N0.HOG0008847	0	0	0	0	0	0
N0.HOG0008848	0	0	0	0	0	0
N0.HOG0008849	0	0	0	0	0	0
N0.HOG0008850	0	0	0	0	0	0
N0.HOG0008851	0	0	0	0	0	0
N0.HOG0008852	0	0	0	0	0	0
N0.HOG0008853	0	0	0	0	0	0
N0.HOG0008854	0	0	0	0	0	0
N0.HOG0008855	0	0	0	0	0	0
N0.HOG0008856	0	0	0	0	0	0
N0.HOG0008857	0	0	0	0	0	0
N0.HOG0008858	0	0	0	0	0	0
N0.HOG0008859	0	0	0	0	0	0
N0.HOG0008860	0	0	0	0	0	0
N0.HOG0008861	0	0	0	0	0	0
N0.HOG0008862	1	0	0	0	0	0
N0.HOG0008863	0	0	0	0	0	0
N0.HOG0008864	0	0	0	0	0	0
N0.HOG0008865	0	0	0	0	0	0
N0.HOG0008866	0	0	0	0	0	0
N0.HOG0008867	0	0	0	0	0	0
N0.HOG0008868	0	0	0	0	0	0
N0.HOG0008869	0	0	0	0	0	0
N0.HOG0008870	0	0	0	0	0	0
N0.HOG0008871	0	0	0	0	0	0
N0.HOG0008872	0	0	0	0	0	0
N0.HOG0008873	0	0	0	0	0	0
N0.HOG0008874	0	0	0	0	0	0
N0.HOG0008875	0	0	0	0	0	0
N0.HOG0008876	0	0	0	0	0	0
N0.HOG0008877	0	0	0	0	0	0
N0.HOG0008878	0	0	0	0	0	0
N0.HOG0008879	0	0	0	0	0	0
N0.HOG0008880	0	0	0	0	0	0
N0.HOG0008881	1	0	0	0	0	0
N0.HOG0008882	1	0	0	0	0	0
N0.HOG0008883	0	0	0	0	0	0
N0.HOG0008884	0	0	0	0	0	0
N0.HOG0008885	0	0	0	0	0	0
N0.HOG0008886	0	0	0	0	0	0
N0.HOG0008887	0	0	0	0	0	0
N0.HOG0008888	0	0	0	0	0	0
N0.HOG0008889	1	0	0	0	0	0
N0.HOG0008890	1	0	0	0	0	0
N0.HOG0008891	0	0	0	0	0	0
N0.HOG0008892	0	0	0	0	0	0
N0.HOG0008895	0	0	0	0	0	0
N0.HOG0008896	0	0	0	0	0	0
N0.HOG0008897	1	0	0	0	0	0
N0.HOG0008898	0	0	0	0	0	0
N0.HOG0008899	1	0	0	0	0	0
N0.HOG0008900	0	0	0	0	0	0
N0.HOG0008901	0	0	0	0	0	0
N0.HOG0008902	1	0	0	0	0	0
N0.HOG0008903	0	0	0	0	0	0
N0.HOG0008904	1	0	0	0	0	0
N0.HOG0008905	0	0	0	0	0	0
N0.HOG0008906	0	0	0	0	0	0
N0.HOG0008907	0	0	0	0	0	0
N0.HOG0008908	0	0	0	0	0	0
N0.HOG0008909	1	0	0	0	0	0
N0.HOG0008910	0	0	0	0	0	0
N0.HOG0008911	0	0	0	0	0	0
N0.HOG0008912	0	0	0	0	0	0
N0.HOG0008913	0	0	0	0	0	0
N0.HOG0008914	0	0	0	0	0	0
N0.HOG0008915	0	0	0	0	0	0
N0.HOG0008916	0	0	0	0	0	0
N0.HOG0008917	0	0	0	0	0	0
N0.HOG0008918	0	0	0	0	0	0
N0.HOG0008919	0	0	0	0	0	0
N0.HOG0008920	0	0	0	0	0	0
N0.HOG0008921	0	0	0	0	0	0
N0.HOG0008922	0	0	0	0	0	0
N0.HOG0008923	0	0	0	0	0	0
N0.HOG0008924	0	0	0	0	0	0
N0.HOG0008925	0	0	0	0	0	0
N0.HOG0008926	0	0	0	0	0	0
N0.HOG0008927	0	0	0	0	0	0
N0.HOG0008928	0	0	0	0	0	0
N0.HOG0008929	1	0	0	0	0	0
N0.HOG0008930	0	0	0	0	0	0
N0.HOG0008931	0	0	0	0	0	0
N0.HOG0008932	0	1	0	0	0	0
N0.HOG0008933	0	0	0	0	0	0
N0.HOG0008934	0	0	0	0	0	0
N0.HOG0008935	0	0	0	0	0	0
N0.HOG0008936	0	0	0	0	0	0
