g6.t1_1	rna-XM_044901007.1_1
g1064.t2_1	rna-XM_044905765.1_1
g1066.t1_1	rna-XM_044905970.1_1
g1067.t1_1	rna-XM_044905536.1_1
g1070.t2_1	rna-XM_044892460.1_1
g1071.t1_1	rna-XM_044905352.1_1
g1072.t1_1	rna-XM_044900709.1_1
g1073.t1_1	rna-XM_044900499.1_1
g1074.t1_1	rna-XM_044908289.1_1
g1075.t1_1	rna-XM_044898099.1_1
g1082.t1_1	rna-XM_044898419.1_1
g1084.t1_1	rna-XM_044910497.1_1
g1087.t1_1	rna-XM_044902667.1_1
g1088.t2_1	rna-XM_044904799.1_1
g1091.t1_1	rna-XM_044896889.1_1
g1093.t1_1	rna-XM_044898534.1_1
g1094.t1_1	rna-XM_044892886.1_1
g1095.t1_1	rna-XM_044892003.1_1
g1096.t1_1	rna-XM_044900590.1_1
g1098.t1_1	rna-XM_044898116.1_1
g1099.t1_1	rna-XM_044910259.1_1
g1100.t1_1	rna-XM_044908141.1_1
g1102.t1_1	rna-XM_044895530.1_1
g1103.t1_1	rna-XM_044910913.1_1
g1106.t2_1	rna-XM_044908130.1_1
g1108.t1_1	rna-XM_044902104.1_1
g1110.t1_1	rna-XM_044898223.1_1
g1111.t2_1	rna-XM_044898608.1_1
g1112.t1_1	rna-XM_044904377.1_1
g1113.t2_1	rna-XM_044896336.1_1
g1114.t1_1	rna-XM_044899047.1_1
g1115.t1_1	rna-XM_044903472.1_1
g1117.t1_1	rna-XM_044904150.1_1
g1118.t1_1	rna-XM_044899305.1_1
g1119.t1_1	rna-XM_044891162.1_1
g1121.t1_1	rna-XM_044908155.1_1
g1122.t2_1	rna-XM_044900574.1_1
g1123.t1_1	rna-XM_044896052.1_1
g1124.t1_1	rna-XM_044911087.1_1
g1126.t1_1	rna-XM_044902374.1_1
g1127.t1_1	rna-XM_044911207.1_1
g1130.t1_1	rna-XM_044898279.1_1
g1131.t1_1	rna-XM_044898791.1_1
g1132.t1_1	rna-XM_044901017.1_1
g1133.t1_1	rna-XM_044892569.1_1
g1134.t1_1	rna-XM_044904398.1_1
g1135.t1_1	rna-XM_044899707.1_1
g1136.t2_1	rna-XM_044911104.1_1
g1137.t1_1	rna-XM_044911115.1_1
g1140.t1_1	rna-XM_044911121.1_1
g1141.t1_1	rna-XM_044899328.1_1
g1142.t2_1	rna-XM_044892923.1_1
g1143.t3_1	rna-XM_044894465.1_1
g1145.t1_1	rna-XM_044888961.1_1
g1150.t1_1	rna-XM_044902182.1_1
g1152.t1_1	rna-XM_044902319.1_1
g1153.t1_1	rna-XM_044902168.1_1
g1154.t1_1	rna-XM_044902309.1_1
g1155.t1_1	rna-XM_044905820.1_1
g1157.t1_1	rna-XM_044897682.1_1
g1158.t1_1	rna-XM_044898276.1_1
g1159.t1_1	rna-XM_044897333.1_1
g1162.t3_1	rna-XM_044899509.1_1
g1163.t1_1	rna-XM_044899389.1_1
g1164.t2_1	rna-XM_044898046.1_1
g1167.t1_1	rna-XM_044897994.1_1
g1168.t1_1	rna-XM_044898946.1_1
g1169.t1_1	rna-XM_044899937.1_1
g1170.t1_1	rna-XM_044897890.1_1
g1171.t1_1	rna-XM_044899370.1_1
g1172.t1_1	rna-XM_044893164.1_1
g1173.t2_1	rna-XM_044897091.1_1
g1174.t20_1	rna-XM_044896876.1_1
g1175.t1_1	rna-XM_044894448.1_1
g1176.t1_1	rna-XM_044896920.1_1
g1177.t1_1	rna-XM_044895938.1_1
g1178.t1_1	rna-XM_044910688.1_1
g1179.t1_1	rna-XM_044901190.1_1
g1180.t1_1	rna-XM_044906087.1_1
g1181.t1_1	rna-XM_044905534.1_1
g1182.t2_1	rna-XM_044905029.1_1
g1183.t1_1	rna-XM_044906086.1_1
g1185.t1_1	rna-XM_044901307.1_1
g1187.t1_1	rna-XM_044903536.1_1
g1188.t1_1	rna-XM_044902705.1_1
g1189.t1_1	rna-XM_044906757.1_1
g1190.t1_1	rna-XM_044900543.1_1
g1194.t1_1	rna-XM_044900801.1_1
g1196.t1_1	rna-XM_044908074.1_1
g1201.t4_1	rna-XM_044900495.1_1
g1202.t1_1	rna-XM_044900708.1_1
g1203.t1_1	rna-XM_044900519.1_1
g1204.t1_1	rna-XM_044899752.1_1
g1206.t1_1	rna-XM_044899324.1_1
g1209.t1_1	rna-XM_044907890.1_1
g1212.t1_1	rna-XM_044901045.1_1
g1213.t1_1	rna-XM_044903349.1_1
g1214.t1_1	rna-XM_044905953.1_1
g1215.t1_1	rna-XM_044890560.1_1
g1216.t1_1	rna-XM_044890433.1_1
g1219.t1_1	rna-XM_044899935.1_1
g1220.t1_1	rna-XM_044897584.1_1
g1224.t1_1	rna-XM_044898613.1_1
g1226.t1_1	rna-XM_044898429.1_1
g1227.t2_1	rna-XM_044896416.1_1
g1228.t2_1	rna-XM_044897854.1_1
g1230.t1_1	rna-XM_044897510.1_1
g1231.t1_1	rna-XM_044898056.1_1
g1233.t1_1	rna-XM_044898058.1_1
g1234.t2_1	rna-XM_044899266.1_1
g1236.t1_1	rna-XM_044898912.1_1
g1237.t1_1	rna-XM_044896101.1_1
g1238.t1_1	rna-XM_044898918.1_1
g1239.t1_1	rna-XM_044898818.1_1
g1246.t1_1	rna-XM_044894362.1_1
g1247.t1_1	rna-XM_044902789.1_1
g1248.t1_1	rna-XM_044905940.1_1
g1249.t1_1	rna-XM_044894984.1_1
g1253.t1_1	rna-XM_044888997.1_1
g1255.t1_1	rna-XM_044896013.1_1
g1259.t1_1	rna-XM_044902975.1_1
g1260.t1_1	rna-XM_044904746.1_1
g1261.t1_1	rna-XM_044902692.1_1
g1262.t1_1	rna-XM_044903390.1_1
g1263.t1_1	rna-XM_044903501.1_1
g1264.t2_1	rna-XM_044903503.1_1
g1265.t1_1	rna-XM_044903256.1_1
g1266.t1_1	rna-XM_044903258.1_1
g1267.t1_1	rna-XM_044905050.1_1
g1268.t1_1	rna-XM_044889970.1_1
g1269.t1_1	rna-XM_044905885.1_1
g1270.t2_1	rna-XM_044910931.1_1
g1271.t1_1	rna-XM_044894502.1_1
g1272.t1_1	rna-XM_044892568.1_1
g1273.t1_1	rna-XM_044896135.1_1
g1274.t1_1	rna-XM_044899807.1_1
g1275.t1_1	rna-XM_044895166.1_1
g1276.t1_1	rna-XM_044899087.1_1
g1277.t1_1	rna-XM_044890502.1_1
g1279.t1_1	rna-XM_044898441.1_1
g1280.t1_1	rna-XM_044899247.1_1
g1282.t1_1	rna-XM_044899460.1_1
g1283.t1_1	rna-XM_044899356.1_1
g1284.t1_1	rna-XM_044898363.1_1
g1286.t1_1	rna-XM_044899309.1_1
g1287.t2_1	rna-XM_044899238.1_1
g1293.t1_1	rna-XM_044899240.1_1
g1294.t1_1	rna-XM_044899241.1_1
g1295.t1_1	rna-XM_044899587.1_1
g1296.t1_1	rna-XM_044898668.1_1
g1297.t1_1	rna-XM_044893193.1_1
g1298.t1_1	rna-XM_044898670.1_1
g1299.t1_1	rna-XM_044906999.1_1
g1300.t1_1	rna-XM_044899023.1_1
g1301.t1_1	rna-XM_044898823.1_1
g1302.t1_1	rna-XM_044897019.1_1
g1303.t1_1	rna-XM_044898666.1_1
g1306.t1_1	rna-XM_044897227.1_1
g1307.t1_1	rna-XM_044898950.1_1
g1308.t3_1	rna-XM_044904605.1_1
g1309.t1_1	rna-XM_044899468.1_1
g1310.t1_1	rna-XM_044899470.1_1
g1311.t1_1	rna-XM_044893001.1_1
g1313.t1_1	rna-XM_044898421.1_1
g1316.t1_1	rna-XM_044898066.1_1
g1318.t1_1	rna-XM_044899251.1_1
g1319.t1_1	rna-XM_044897592.1_1
g1321.t3_1	rna-XM_044897505.1_1
g1322.t1_1	rna-XM_044897594.1_1
g1323.t2_1	rna-XM_044898809.1_1
g1324.t1_1	rna-XM_044904095.1_1
g1325.t1_1	rna-XM_044904141.1_1
g1327.t1_1	rna-XM_044899634.1_1
g1328.t1_1	rna-XM_044899027.1_1
g1329.t1_1	rna-XM_044898545.1_1
g1330.t1_1	rna-XM_044897202.1_1
g1331.t1_1	rna-XM_044898142.1_1
g1337.t1_1	rna-XM_044898401.1_1
g1338.t2_1	rna-XM_044891541.1_1
g1339.t1_1	rna-XM_044897523.1_1
g1340.t1_1	rna-XM_044897524.1_1
g1341.t1_1	rna-XM_044897302.1_1
g1343.t1_1	rna-XM_044898430.1_1
g1344.t1_1	rna-XM_044898627.1_1
g1346.t1_1	rna-XM_044898634.1_1
g1347.t1_1	rna-XM_044899377.1_1
g1348.t1_1	rna-XM_044898934.1_1
g1349.t1_1	rna-XM_044898132.1_1
g1350.t1_1	rna-XM_044898126.1_1
g1354.t1_1	rna-XM_044898494.1_1
g1355.t1_1	rna-XM_044898589.1_1
g1357.t2_1	rna-XM_044903002.1_1
g1358.t1_1	rna-XM_044896480.1_1
g1359.t1_1	rna-XM_044895438.1_1
g1360.t1_1	rna-XM_044898880.1_1
g1361.t1_1	rna-XM_044891194.1_1
g1363.t2_1	rna-XM_044897244.1_1
g1364.t1_1	rna-XM_044904288.1_1
g1365.t1_1	rna-XM_044897368.1_1
g1366.t1_1	rna-XM_044899434.1_1
g1367.t1_1	rna-XM_044897299.1_1
g1368.t1_1	rna-XM_044909227.1_1
g1369.t1_1	rna-XM_044897215.1_1
g1370.t1_1	rna-XM_044897221.1_1
g1371.t1_1	rna-XM_044898641.1_1
g1372.t1_1	rna-XM_044903881.1_1
g1373.t1_1	rna-XM_044897279.1_1
g1375.t1_1	rna-XM_044897518.1_1
g1378.t2_1	rna-XM_044898045.1_1
g1379.t1_1	rna-XM_044899320.1_1
g1381.t1_1	rna-XM_044897281.1_1
g1382.t1_1	rna-XM_044898220.1_1
g1383.t1_1	rna-XM_044890256.1_1
g1384.t1_1	rna-XM_044895452.1_1
g1385.t2_1	rna-XM_044894692.1_1
g1386.t1_1	rna-XM_044903845.1_1
g3578.t1_1	rna-XM_044910210.1_1
g3579.t1_1	rna-XM_044895216.1_1
g3580.t1_1	rna-XM_044910072.1_1
g3581.t1_1	rna-XM_044900873.1_1
g3582.t1_1	rna-XM_044908577.1_1
g3585.t1_1	rna-XM_044901314.1_1
g3587.t1_1	rna-XM_044901412.1_1
g3590.t1_1	rna-XM_044900785.1_1
g3591.t1_1	rna-XM_044900110.1_1
g3592.t1_1	rna-XM_044892642.1_1
g3593.t2_1	rna-XM_044908715.1_1
g3594.t1_1	rna-XM_044902255.1_1
g3597.t1_1	rna-XM_044901290.1_1
g3598.t1_1	rna-XM_044902074.1_1
g3599.t1_1	rna-XM_044902073.1_1
g3600.t1_1	rna-XM_044900544.1_1
g3601.t1_1	rna-XM_044901948.1_1
g3603.t1_1	rna-XM_044900549.1_1
g3604.t2_1	rna-XM_044900410.1_1
g3605.t1_1	rna-XM_044900423.1_1
g3606.t1_1	rna-XM_044901779.1_1
g3607.t1_1	rna-XM_044901780.1_1
g3608.t1_1	rna-XM_044900898.1_1
g3609.t3_1	rna-XM_044905161.1_1
g3610.t1_1	rna-XM_044900897.1_1
g3611.t1_1	rna-XM_044905527.1_1
g3612.t1_1	rna-XM_044900908.1_1
g3613.t1_1	rna-XM_044900905.1_1
g3615.t1_1	rna-XM_044901977.1_1
g3618.t1_1	rna-XM_044902075.1_1
g3619.t1_1	rna-XM_044900547.1_1
g3620.t1_1	rna-XM_044901548.1_1
g3621.t1_1	rna-XM_044901553.1_1
g3622.t1_1	rna-XM_044901550.1_1
g3623.t1_1	rna-XM_044901549.1_1
g3624.t1_1	rna-XM_044888398.1_1
g3625.t1_1	rna-XM_044901356.1_1
g3626.t1_1	rna-XM_044911250.1_1
g3627.t1_1	rna-XM_044900244.1_1
g3629.t1_1	rna-XM_044898060.1_1
g3634.t1_1	rna-XM_044893715.1_1
g3635.t1_1	rna-XM_044910858.1_1
g3639.t1_1	rna-XM_044902980.1_1
g3640.t2_1	rna-XM_044902160.1_1
g3641.t1_1	rna-XM_044910761.1_1
g3642.t1_1	rna-XM_044889800.1_1
g3645.t1_1	rna-XM_044894395.1_1
g3646.t1_1	rna-XM_044900078.1_1
g3648.t1_1	rna-XM_044909041.1_1
g3649.t1_1	rna-XM_044910673.1_1
g3651.t1_1	rna-XM_044902155.1_1
g3652.t1_1	rna-XM_044900099.1_1
g3653.t1_1	rna-XM_044900100.1_1
g3655.t1_1	rna-XM_044900711.1_1
g3657.t2_1	rna-XM_044901458.1_1
g3659.t1_1	rna-XM_044905379.1_1
g3660.t1_1	rna-XM_044900465.1_1
g3661.t1_1	rna-XM_044905054.1_1
g3662.t2_1	rna-XM_044894829.1_1
g3663.t1_1	rna-XM_044903707.1_1
g3664.t1_1	rna-XM_044894311.1_1
g3665.t1_1	rna-XM_044905092.1_1
g3666.t1_1	rna-XM_044905465.1_1
g3668.t1_1	rna-XM_044905701.1_1
g3669.t3_1	rna-XM_044905403.1_1
g3673.t1_1	rna-XM_044905907.1_1
g3678.t1_1	rna-XM_044905902.1_1
g3681.t1_1	rna-XM_044905768.1_1
g3684.t1_1	rna-XM_044906306.1_1
g3689.t1_1	rna-XM_044892848.1_1
g3691.t1_1	rna-XM_044905955.1_1
g3692.t1_1	rna-XM_044898482.1_1
g3693.t1_1	rna-XM_044905331.1_1
g3694.t1_1	rna-XM_044906246.1_1
g3695.t1_1	rna-XM_044894466.1_1
g3696.t1_1	rna-XM_044894467.1_1
g3697.t1_1	rna-XM_044896538.1_1
g3699.t1_1	rna-XM_044894460.1_1
g3700.t1_1	rna-XM_044907873.1_1
g3701.t1_1	rna-XM_044906117.1_1
g3702.t1_1	rna-XM_044909279.1_1
g3703.t1_1	rna-XM_044899031.1_1
g3711.t1_1	rna-XM_044898476.1_1
g3712.t1_1	rna-XM_044907023.1_1
g3714.t1_1	rna-XM_044899246.1_1
g3715.t1_1	rna-XM_044891928.1_1
g3716.t1_1	rna-XM_044891896.1_1
g3717.t1_1	rna-XM_044900733.1_1
g3718.t1_1	rna-XM_044900102.1_1
g3719.t1_1	rna-XM_044902206.1_1
g3720.t1_1	rna-XM_044896078.1_1
g3721.t1_1	rna-XM_044899174.1_1
g3723.t1_1	rna-XM_044910050.1_1
g3731.t1_1	rna-XM_044894333.1_1
g3733.t1_1	rna-XM_044893527.1_1
g3734.t1_1	rna-XM_044903688.1_1
g3735.t1_1	rna-XM_044892513.1_1
g3736.t1_1	rna-XM_044908103.1_1
g3739.t1_1	rna-XM_044893465.1_1
g3740.t1_1	rna-XM_044904315.1_1
g3743.t1_1	rna-XM_044898407.1_1
g3746.t1_1	rna-XM_044901053.1_1
g3747.t1_1	rna-XM_044890306.1_1
g3748.t1_1	rna-XM_044894432.1_1
g3749.t1_1	rna-XM_044901589.1_1
g3750.t1_1	rna-XM_044900665.1_1
g3753.t2_1	rna-XM_044900542.1_1
g3755.t1_1	rna-XM_044900540.1_1
g3756.t1_1	rna-XM_044900869.1_1
g3758.t1_1	rna-XM_044900866.1_1
g3759.t2_1	rna-XM_044900252.1_1
g3760.t2_1	rna-XM_044909796.1_1
g3761.t1_1	rna-XM_044900586.1_1
g3762.t1_1	rna-XM_044905041.1_1
g3764.t1_1	rna-XM_044906048.1_1
g3765.t1_1	rna-XM_044910527.1_1
g3766.t1_1	rna-XM_044888372.1_1
g3767.t1_1	rna-XM_044888373.1_1
g3768.t2_1	rna-XM_044901335.1_1
g3772.t1_1	rna-XM_044891664.1_1
g3773.t2_1	rna-XM_044891660.1_1
g3776.t2_1	rna-XM_044888850.1_1
g3778.t1_1	rna-XM_044905455.1_1
g3779.t1_1	rna-XM_044896975.1_1
g3780.t1_1	rna-XM_044895497.1_1
g3781.t2_1	rna-XM_044899818.1_1
g3783.t1_1	rna-XM_044899821.1_1
g3785.t1_1	rna-XM_044897707.1_1
g3786.t2_1	rna-XM_044897348.1_1
g3790.t1_1	rna-XM_044899254.1_1
g3791.t1_1	rna-XM_044897471.1_1
g3793.t1_1	rna-XM_044889641.1_1
g3796.t1_1	rna-XM_044906626.1_1
g3798.t1_1	rna-XM_044892473.1_1
g3799.t1_1	rna-XM_044910821.1_1
g3801.t1_1	rna-XM_044896355.1_1
g3802.t1_1	rna-XM_044905950.1_1
g3807.t1_1	rna-XM_044896515.1_1
g3809.t3_1	rna-XM_044894426.1_1
g3813.t1_1	rna-XM_044905065.1_1
g3815.t1_1	rna-XM_044901522.1_1
g3816.t1_1	rna-XM_044905023.1_1
g3817.t1_1	rna-XM_044899917.1_1
g3818.t1_1	rna-XM_044910991.1_1
g3819.t1_1	rna-XM_044891399.1_1
g3820.t1_1	rna-XM_044889924.1_1
g3821.t1_1	rna-XM_044900727.1_1
g3823.t1_1	rna-XM_044888746.1_1
g3824.t1_1	rna-XM_044889636.1_1
g3825.t1_1	rna-XM_044889559.1_1
g3826.t1_1	rna-XM_044899233.1_1
g3828.t1_1	rna-XM_044899848.1_1
g3829.t3_1	rna-XM_044899850.1_1
g3830.t1_1	rna-XM_044899234.1_1
g3831.t1_1	rna-XM_044899858.1_1
g3832.t1_1	rna-XM_044899854.1_1
g3834.t2_1	rna-XM_044909480.1_1
g3836.t2_1	rna-XM_044901262.1_1
g3837.t1_1	rna-XM_044901261.1_1
g3838.t1_1	rna-XM_044906399.1_1
g3839.t1_1	rna-XM_044896545.1_1
g3840.t2_1	rna-XM_044896106.1_1
g3841.t1_1	rna-XM_044902806.1_1
g3842.t1_1	rna-XM_044902150.1_1
g3847.t1_1	rna-XM_044892582.1_1
g3850.t1_1	rna-XM_044892978.1_1
g3851.t1_1	rna-XM_044904276.1_1
g3852.t1_1	rna-XM_044888288.1_1
g3859.t1_1	rna-XM_044910499.1_1
g3860.t1_1	rna-XM_044902022.1_1
g3861.t1_1	rna-XM_044888541.1_1
g3867.t1_1	rna-XM_044906049.1_1
g3875.t1_1	rna-XM_044897690.1_1
g3877.t1_1	rna-XM_044894847.1_1
g3879.t1_1	rna-XM_044905261.1_1
g3886.t1_1	rna-XM_044908880.1_1
g3888.t1_1	rna-XM_044899506.1_1
g3891.t1_1	rna-XM_044907261.1_1
g3892.t1_1	rna-XM_044893845.1_1
g3897.t1_1	rna-XM_044911226.1_1
g3898.t1_1	rna-XM_044889542.1_1
g3899.t2_1	rna-XM_044907175.1_1
g3900.t1_1	rna-XM_044906429.1_1
g3902.t1_1	rna-XM_044899992.1_1
g3904.t1_1	rna-XM_044893745.1_1
g3912.t1_1	rna-XM_044907522.1_1
g3913.t1_1	rna-XM_044899393.1_1
g3930.t1_1	rna-XM_044894471.1_1
g3932.t1_1	rna-XM_044905140.1_1
g3935.t1_1	rna-XM_044894113.1_1
g3937.t1_1	rna-XM_044891978.1_1
g3940.t1_1	rna-XM_044892605.1_1
g3941.t1_1	rna-XM_044893208.1_1
g3942.t1_1	rna-XM_044909025.1_1
g3943.t1_1	rna-XM_044898192.1_1
g3944.t1_1	rna-XM_044898191.1_1
g3945.t1_1	rna-XM_044898195.1_1
g3946.t1_1	rna-XM_044898189.1_1
g3947.t1_1	rna-XM_044898225.1_1
g3948.t1_1	rna-XM_044899485.1_1
g3962.t1_1	rna-XM_044898092.1_1
g3968.t1_1	rna-XM_044897869.1_1
g3973.t2_1	rna-XM_044899724.1_1
g3984.t1_1	rna-XM_044898313.1_1
g3985.t1_1	rna-XM_044892614.1_1
g3986.t1_1	rna-XM_044897748.1_1
g3987.t1_1	rna-XM_044893398.1_1
g3989.t2_1	rna-XM_044909541.1_1
g3990.t1_1	rna-XM_044893390.1_1
g3991.t1_1	rna-XM_044892836.1_1
g3992.t1_1	rna-XM_044892544.1_1
g3997.t1_1	rna-XM_044901594.1_1
g4005.t1_1	rna-XM_044907754.1_1
g4006.t1_1	rna-XM_044893214.1_1
g4008.t1_1	rna-XM_044893532.1_1
g4010.t1_1	rna-XM_044909979.1_1
g4011.t1_1	rna-XM_044889474.1_1
g4012.t1_1	rna-XM_044901664.1_1
g4014.t1_1	rna-XM_044899283.1_1
g4015.t1_1	rna-XM_044907014.1_1
g4017.t1_1	rna-XM_044894202.1_1
g4019.t1_1	rna-XM_044902419.1_1
g4020.t1_1	rna-XM_044891678.1_1
g4021.t1_1	rna-XM_044896356.1_1
g4022.t2_1	rna-XM_044904582.1_1
g4023.t2_1	rna-XM_044893414.1_1
g4024.t1_1	rna-XM_044906753.1_1
g4026.t1_1	rna-XM_044899028.1_1
g4027.t2_1	rna-XM_044901832.1_1
g4029.t2_1	rna-XM_044903411.1_1
g4030.t1_1	rna-XM_044895524.1_1
g4031.t1_1	rna-XM_044906292.1_1
g4032.t1_1	rna-XM_044900385.1_1
g4033.t1_1	rna-XM_044908760.1_1
g4034.t2_1	rna-XM_044905525.1_1
g4035.t1_1	rna-XM_044905529.1_1
g4036.t1_1	rna-XM_044901378.1_1
g4037.t1_1	rna-XM_044900145.1_1
g4038.t1_1	rna-XM_044902070.1_1
g4039.t1_1	rna-XM_044906788.1_1
g4040.t1_1	rna-XM_044894544.1_1
g4041.t2_1	rna-XM_044907957.1_1
g4042.t1_1	rna-XM_044908683.1_1
g4048.t1_1	rna-XM_044905957.1_1
g4053.t1_1	rna-XM_044894968.1_1
g4054.t1_1	rna-XM_044896730.1_1
g4055.t1_1	rna-XM_044896738.1_1
g4056.t1_1	rna-XM_044896685.1_1
g4058.t2_1	rna-XM_044901760.1_1
g4060.t1_1	rna-XM_044905359.1_1
g4061.t1_1	rna-XM_044900461.1_1
g4062.t1_1	rna-XM_044906349.1_1
g4063.t1_1	rna-XM_044905792.1_1
g4065.t1_1	rna-XM_044894973.1_1
g4066.t1_1	rna-XM_044896020.1_1
g4070.t1_1	rna-XM_044895431.1_1
g4071.t1_1	rna-XM_044895541.1_1
g4072.t1_1	rna-XM_044894783.1_1
g4073.t2_1	rna-XM_044894811.1_1
g4074.t2_1	rna-XM_044894687.1_1
g4075.t2_1	rna-XM_044894456.1_1
g4076.t1_1	rna-XM_044889490.1_1
g4078.t2_1	rna-XM_044895378.1_1
g4079.t1_1	rna-XM_044894816.1_1
g4080.t1_1	rna-XM_044894817.1_1
g4081.t1_1	rna-XM_044909466.1_1
g4084.t2_1	rna-XM_044896145.1_1
g4085.t3_1	rna-XM_044896152.1_1
g4087.t1_1	rna-XM_044895042.1_1
g4088.t1_1	rna-XM_044895045.1_1
g4089.t1_1	rna-XM_044896638.1_1
g4092.t1_1	rna-XM_044895089.1_1
g4093.t1_1	rna-XM_044894875.1_1
g4094.t1_1	rna-XM_044894874.1_1
g4096.t1_1	rna-XM_044896153.1_1
g4097.t1_1	rna-XM_044896262.1_1
g4100.t1_1	rna-XM_044892620.1_1
g4103.t1_1	rna-XM_044902694.1_1
g4105.t1_1	rna-XM_044910780.1_1
g4106.t1_1	rna-XM_044896105.1_1
g4108.t1_1	rna-XM_044898637.1_1
g4109.t1_1	rna-XM_044901075.1_1
g4110.t1_1	rna-XM_044901380.1_1
g4111.t1_1	rna-XM_044895358.1_1
g4112.t1_1	rna-XM_044896900.1_1
g4113.t1_1	rna-XM_044895356.1_1
g4115.t1_1	rna-XM_044898941.1_1
g4116.t1_1	rna-XM_044896103.1_1
g4118.t1_1	rna-XM_044903873.1_1
g4124.t1_1	rna-XM_044899364.1_1
g4128.t1_1	rna-XM_044895523.1_1
g4130.t1_1	rna-XM_044894021.1_1
g4131.t1_1	rna-XM_044896911.1_1
g4132.t1_1	rna-XM_044899033.1_1
g4134.t1_1	rna-XM_044896435.1_1
g4135.t1_1	rna-XM_044897028.1_1
g4138.t1_1	rna-XM_044896547.1_1
g4139.t1_1	rna-XM_044898272.1_1
g4141.t1_1	rna-XM_044899501.1_1
g4142.t1_1	rna-XM_044896445.1_1
g4144.t1_1	rna-XM_044896780.1_1
g4146.t1_1	rna-XM_044896781.1_1
g4147.t1_1	rna-XM_044903734.1_1
g4148.t1_1	rna-XM_044901585.1_1
g4152.t1_1	rna-XM_044894488.1_1
g4154.t2_1	rna-XM_044894659.1_1
g4155.t1_1	rna-XM_044894458.1_1
g4157.t1_1	rna-XM_044893318.1_1
g4158.t1_1	rna-XM_044904621.1_1
g4161.t1_1	rna-XM_044900133.1_1
g4162.t3_1	rna-XM_044895437.1_1
g4163.t1_1	rna-XM_044896916.1_1
g4164.t1_1	rna-XM_044898850.1_1
g4166.t1_1	rna-XM_044904583.1_1
g4167.t1_1	rna-XM_044897173.1_1
g4169.t1_1	rna-XM_044901788.1_1
g4170.t1_1	rna-XM_044896776.1_1
g4171.t1_1	rna-XM_044899036.1_1
g4173.t1_1	rna-XM_044892746.1_1
g4174.t1_1	rna-XM_044905165.1_1
g4175.t1_1	rna-XM_044896200.1_1
g4177.t1_1	rna-XM_044909268.1_1
g4178.t1_1	rna-XM_044901025.1_1
g4179.t1_1	rna-XM_044907924.1_1
g4180.t2_1	rna-XM_044900473.1_1
g4181.t1_1	rna-XM_044911001.1_1
g4182.t1_1	rna-XM_044902602.1_1
g4183.t1_1	rna-XM_044902579.1_1
g4184.t1_1	rna-XM_044902593.1_1
g4186.t2_1	rna-XM_044908677.1_1
g4187.t1_1	rna-XM_044890051.1_1
g4189.t1_1	rna-XM_044895610.1_1
g4195.t1_1	rna-XM_044904545.1_1
g4196.t1_1	rna-XM_044904530.1_1
g4198.t1_1	rna-XM_044910149.1_1
g4199.t1_1	rna-XM_044900812.1_1
g4200.t1_1	rna-XM_044905476.1_1
g4204.t2_1	rna-XM_044905770.1_1
g4205.t1_1	rna-XM_044892159.1_1
g4206.t2_1	rna-XM_044900984.1_1
g4207.t1_1	rna-XM_044895055.1_1
g4208.t1_1	rna-XM_044905941.1_1
g4209.t1_1	rna-XM_044905757.1_1
g4211.t1_1	rna-XM_044896430.1_1
g4214.t1_1	rna-XM_044898085.1_1
g4216.t1_1	rna-XM_044900159.1_1
g4218.t1_1	rna-XM_044893395.1_1
g4221.t1_1	rna-XM_044893603.1_1
g4230.t1_1	rna-XM_044891905.1_1
g4232.t1_1	rna-XM_044895972.1_1
g4234.t1_1	rna-XM_044900682.1_1
g4235.t1_1	rna-XM_044889767.1_1
g4236.t2_1	rna-XM_044893181.1_1
g4239.t1_1	rna-XM_044889273.1_1
g4240.t1_1	rna-XM_044906123.1_1
g4243.t2_1	rna-XM_044906007.1_1
g4244.t1_1	rna-XM_044909111.1_1
g4246.t2_1	rna-XM_044889818.1_1
g4250.t1_1	rna-XM_044902635.1_1
g4251.t1_1	rna-XM_044895298.1_1
g4253.t1_1	rna-XM_044895759.1_1
g4258.t1_1	rna-XM_044908844.1_1
g4259.t2_1	rna-XM_044898452.1_1
g4260.t1_1	rna-XM_044898374.1_1
g4261.t1_1	rna-XM_044910886.1_1
g4262.t1_1	rna-XM_044909099.1_1
g4263.t1_1	rna-XM_044910851.1_1
g4264.t1_1	rna-XM_044907912.1_1
g4265.t1_1	rna-XM_044906199.1_1
g4267.t2_1	rna-XM_044906621.1_1
g4270.t1_1	rna-XM_044906561.1_1
g4271.t2_1	rna-XM_044901367.1_1
g4274.t1_1	rna-XM_044900634.1_1
g4278.t1_1	rna-XM_044900277.1_1
g4279.t7_1	rna-XM_044894842.1_1
g4286.t1_1	rna-XM_044901599.1_1
g4288.t1_1	rna-XM_044899842.1_1
g4289.t2_1	rna-XM_044890686.1_1
g4291.t1_1	rna-XM_044897770.1_1
g4293.t1_1	rna-XM_044893292.1_1
g4294.t1_1	rna-XM_044909137.1_1
g4295.t1_1	rna-XM_044888273.1_1
g4296.t1_1	rna-XM_044888930.1_1
g4297.t1_1	rna-XM_044904966.1_1
g4300.t1_1	rna-XM_044890601.1_1
g4301.t1_1	rna-XM_044890029.1_1
g4302.t2_1	rna-XM_044889929.1_1
g4303.t1_1	rna-XM_044902146.1_1
g4304.t1_1	rna-XM_044889661.1_1
g4305.t1_1	rna-XM_044890189.1_1
g4306.t1_1	rna-XM_044888950.1_1
g4307.t1_1	rna-XM_044889003.1_1
