g6.t1_1	BRAKERILHT00000001257_1
g890.t1_1	BRAKERILHT00000001636_1
g891.t2_1	BRAKERILHT00000000860_1
g893.t1_1	BRAKERILHT00000000404_1
g894.t1_1	BRAKERILHT00000002120_1
g895.t1_1	BRAKERILHT00000001606_1
g896.t1_1	BRAKERILHT00000002083_1
g897.t1_1	BRAKERILHT00000001602_1
g898.t1_1	BRAKERILHT00000015567_1
g900.t1_1	BRAKERILHT00000001868_1
g901.t1_1	BRAKERILHT00000001559_1
g902.t1_1	BRAKERILHT00000000428_1
g904.t1_1	BRAKERILHT00000002102_1
g907.t1_1	BRAKERILHT00000001743_1
g909.t1_1	BRAKERILHT00000000543_1
g911.t1_1	BRAKERILHT00000000445_1
g912.t1_1	BRAKERILHT00000000482_1
g913.t1_1	BRAKERILHT00000000947_1
g914.t1_1	BRAKERILHT00000001392_1
g915.t2_1	BRAKERILHT00000000479_1
g917.t1_1	BRAKERILHT00000000970_1
g918.t1_1	BRAKERILHT00000001439_1
g919.t1_1	BRAKERILHT00000000245_1
g920.t2_1	BRAKERILHT00000001660_1
g921.t1_1	BRAKERILHT00000000997_1
g922.t1_1	BRAKERILHT00000000933_1
g923.t1_1	BRAKERILHT00000001902_1
g924.t1_1	BRAKERILHT00000001158_1
g926.t1_1	BRAKERILHT00000001275_1
g927.t2_1	BRAKERILHT00000000692_1
g930.t2_1	BRAKERILHT00000000592_1
g931.t1_1	BRAKERILHT00000000816_1
g932.t1_1	BRAKERILHT00000001576_1
g934.t1_1	BRAKERILHT00000001823_1
g935.t2_1	BRAKERILHT00000000600_1
g936.t1_1	BRAKERILHT00000000825_1
g937.t1_1	BRAKERILHT00000002522_1
g938.t1_1	BRAKERILHT00000001360_1
g939.t1_1	BRAKERILHT00000000142_1
g940.t1_1	BRAKERILHT00000016185_1
g941.t1_1	BRAKERILHT00000001418_1
g944.t1_1	BRAKERILHT00000001740_1
g947.t1_1	BRAKERILHT00000000518_1
g948.t1_1	BRAKERILHT00000001103_1
g949.t1_1	BRAKERILHT00000001031_1
g951.t1_1	BRAKERILHT00000000442_1
g952.t3_1	BRAKERILHT00000002002_1
g954.t1_1	BRAKERILHT00000001595_1
g955.t2_1	BRAKERILHT00000000396_1
g957.t1_1	BRAKERILHT00000001454_1
g958.t1_1	BRAKERILHT00000000250_1
g960.t1_1	BRAKERILHT00000000900_1
g961.t1_1	BRAKERILHT00000001319_1
g962.t1_1	BRAKERILHT00000001825_1
g964.t1_1	BRAKERILHT00000000469_1
g965.t3_1	BRAKERILHT00000000663_1
g966.t1_1	BRAKERILHT00000001812_1
g967.t1_1	BRAKERILHT00000000613_1
g968.t1_1	BRAKERILHT00000000123_1
g971.t3_1	BRAKERILHT00000002104_1
g972.t1_1	BRAKERILHT00000001765_1
g973.t1_1	BRAKERILHT00000001189_1
g974.t1_1	BRAKERILHT00000000235_1
g975.t1_1	BRAKERILHT00000005609_1
g976.t1_1	BRAKERILHT00000000355_1
g979.t1_1	BRAKERILHT00000013378_1
g981.t1_1	BRAKERILHT00000001304_1
g982.t2_1	BRAKERILHT00000001925_1
g983.t1_1	BRAKERILHT00000001600_1
g984.t1_1	BRAKERILHT00000000946_1
g985.t1_1	BRAKERILHT00000001702_1
g986.t1_1	BRAKERILHT00000000082_1
g988.t1_1	BRAKERILHT00000001780_1
g990.t4_1	BRAKERILHT00000000678_1
g991.t1_1	BRAKERILHT00000000317_1
g992.t2_1	BRAKERILHT00000002155_1
g994.t1_1	BRAKERILHT00000001208_1
g995.t1_1	BRAKERILHT00000000902_1
g996.t1_1	BRAKERILHT00000012351_1
g997.t1_1	BRAKERILHT00000001894_1
g998.t2_1	BRAKERILHT00000001279_1
g999.t1_1	BRAKERILHT00000001913_1
g1000.t1_1	BRAKERILHT00000001328_1
g1001.t2_1	BRAKERILHT00000000747_1
g1002.t1_1	BRAKERILHT00000000102_1
g1004.t1_1	BRAKERILHT00000001673_1
g1005.t1_1	BRAKERILHT00000000968_1
g1006.t2_1	BRAKERILHT00000001904_1
g1007.t2_1	BRAKERILHT00000001417_1
g1008.t1_1	BRAKERILHT00000000812_1
g1009.t1_1	BRAKERILHT00000001203_1
g1010.t1_1	BRAKERILHT00000001745_1
g1011.t1_1	BRAKERILHT00000000166_1
g1012.t1_1	BRAKERILHT00000000716_1
g1013.t1_1	BRAKERILHT00000001139_1
g1015.t1_1	BRAKERILHT00000001649_1
g1016.t1_1	BRAKERILHT00000000528_1
g1017.t1_1	BRAKERILHT00000000995_1
g1018.t1_1	BRAKERILHT00000001456_1
g1020.t2_1	BRAKERILHT00000001939_1
g1021.t1_1	BRAKERILHT00000001444_1
g1022.t1_1	BRAKERILHT00000000254_1
g1023.t1_1	BRAKERILHT00000000485_1
g1024.t1_1	BRAKERILHT00000002036_1
g1025.t1_1	BRAKERILHT00000001445_1
g1027.t1_1	BRAKERILHT00000001562_1
g1028.t1_1	BRAKERILHT00000000944_1
g1031.t2_1	BRAKERILHT00000000521_1
g1033.t1_1	BRAKERILHT00000000928_1
g1034.t1_1	BRAKERILHT00000000185_1
g1035.t1_1	BRAKERILHT00000002065_1
g1037.t1_1	BRAKERILHT00000001604_1
g1038.t1_1	BRAKERILHT00000001159_1
g1039.t1_1	BRAKERILHT00000000437_1
g1040.t1_1	BRAKERILHT00000001618_1
g1041.t1_1	BRAKERILHT00000001001_1
g1042.t1_1	BRAKERILHT00000000389_1
g1043.t1_1	BRAKERILHT00000001990_1
g1044.t1_1	BRAKERILHT00000000715_1
g1045.t3_1	BRAKERILHT00000000080_1
g1046.t1_1	BRAKERILHT00000001682_1
g1047.t1_1	BRAKERILHT00000000227_1
g1048.t1_1	BRAKERILHT00000001793_1
g1049.t1_1	BRAKERILHT00000001741_1
g1050.t1_1	BRAKERILHT00000001059_1
g1051.t1_1	BRAKERILHT00000000450_1
g1052.t2_1	BRAKERILHT00000000055_1
g1053.t1_1	BRAKERILHT00000001767_1
g1054.t1_1	BRAKERILHT00000000724_1
g1056.t1_1	BRAKERILHT00000002116_1
g1057.t1_1	BRAKERILHT00000000974_1
g1060.t1_1	BRAKERILHT00000000559_1
g1061.t1_1	BRAKERILHT00000014637_1
g1062.t1_1	BRAKERILHT00000001246_1
g1063.t1_1	BRAKERILHT00000000259_1
g1064.t2_1	BRAKERILHT00000001663_1
g1065.t1_1	BRAKERILHT00000000293_1
g1066.t1_1	BRAKERILHT00000001266_1
g1067.t1_1	BRAKERILHT00000001498_1
g1068.t1_1	BRAKERILHT00000001999_1
g1070.t2_1	BRAKERILHT00000000202_1
g1071.t1_1	BRAKERILHT00000001909_1
g1072.t1_1	BRAKERILHT00000001532_1
g1073.t1_1	BRAKERILHT00000000962_1
g1074.t1_1	BRAKERILHT00000001687_1
g1075.t1_1	BRAKERILHT00000000700_1
g1082.t1_1	BRAKERILHT00000000383_1
g1084.t1_1	BRAKERILHT00000001176_1
g1087.t1_1	BRAKERILHT00000000982_1
g1091.t1_1	BRAKERILHT00000001358_1
g1092.t1_1	BRAKERILHT00000000265_1
g1093.t1_1	BRAKERILHT00000001974_1
g1094.t1_1	BRAKERILHT00000001508_1
g1095.t1_1	BRAKERILHT00000002066_1
g1097.t1_1	BRAKERILHT00000000517_1
g1098.t1_1	BRAKERILHT00000001117_1
g1099.t1_1	BRAKERILHT00000000297_1
g1100.t1_1	BRAKERILHT00000000890_1
g1101.t1_1	BRAKERILHT00000002100_1
g1102.t1_1	BRAKERILHT00000002041_1
g1103.t1_1	BRAKERILHT00000000474_1
g1106.t2_1	BRAKERILHT00000002020_1
g1108.t1_1	BRAKERILHT00000001060_1
g1109.t1_1	BRAKERILHT00000000114_1
g1110.t1_1	BRAKERILHT00000001204_1
g1111.t2_1	BRAKERILHT00000000751_1
g1112.t1_1	BRAKERILHT00000001935_1
g1113.t2_1	BRAKERILHT00000001584_1
g1114.t1_1	BRAKERILHT00000000981_1
g1115.t1_1	BRAKERILHT00000000546_1
g1116.t1_1	BRAKERILHT00000000207_1
g1117.t1_1	BRAKERILHT00000001477_1
g1118.t1_1	BRAKERILHT00000000858_1
g1119.t1_1	BRAKERILHT00000000723_1
g1120.t1_1	BRAKERILHT00000000153_1
g1121.t1_1	BRAKERILHT00000002012_1
g1122.t2_1	BRAKERILHT00000001676_1
g1123.t1_1	BRAKERILHT00000000476_1
g1124.t1_1	BRAKERILHT00000002047_1
g1126.t1_1	BRAKERILHT00000000834_1
g1127.t1_1	BRAKERILHT00000001173_1
g1130.t1_1	BRAKERILHT00000002138_1
g1131.t1_1	BRAKERILHT00000001898_1
g1133.t1_1	BRAKERILHT00000001438_1
g1134.t1_1	BRAKERILHT00000000739_1
g1135.t1_1	BRAKERILHT00000000248_1
g1136.t2_1	BRAKERILHT00000001441_1
g1137.t1_1	BRAKERILHT00000000203_1
g1139.t1_1	BRAKERILHT00000001260_1
g1140.t1_1	BRAKERILHT00000001895_1
g1141.t1_1	BRAKERILHT00000000066_1
g1142.t2_1	BRAKERILHT00000002119_1
g1143.t3_1	BRAKERILHT00000001965_1
g1144.t1_1	BRAKERILHT00000002682_1
g1145.t1_1	BRAKERILHT00000001364_1
g1146.t2_1	BRAKERILHT00000000740_1
g1147.t2_1	BRAKERILHT00000000157_1
g1149.t1_1	BRAKERILHT00000000967_1
g1150.t1_1	BRAKERILHT00000001553_1
g1151.t2_1	BRAKERILHT00000001138_1
g1152.t1_1	BRAKERILHT00000000667_1
g1153.t1_1	BRAKERILHT00000000415_1
g1154.t1_1	BRAKERILHT00000001774_1
g1155.t1_1	BRAKERILHT00000001427_1
g1158.t1_1	BRAKERILHT00000001143_1
g1159.t1_1	BRAKERILHT00000000163_1
g1162.t3_1	BRAKERILHT00000000866_1
g1163.t1_1	BRAKERILHT00000000438_1
g1164.t2_1	BRAKERILHT00000001723_1
g1168.t1_1	BRAKERILHT00000000973_1
g1169.t1_1	BRAKERILHT00000000038_1
g1170.t1_1	BRAKERILHT00000000509_1
g1171.t1_1	BRAKERILHT00000000961_1
g1172.t1_1	BRAKERILHT00000017375_1
g1173.t2_1	BRAKERILHT00000001635_1
g1174.t20_1	BRAKERILHT00000001118_1
g1175.t1_1	BRAKERILHT00000000394_1
g1176.t1_1	BRAKERILHT00000000036_1
g1177.t1_1	BRAKERILHT00000001582_1
g1178.t1_1	BRAKERILHT00000000094_1
g1179.t1_1	BRAKERILHT00000001893_1
g1181.t1_1	BRAKERILHT00000002075_1
g1182.t2_1	BRAKERILHT00000000534_1
g1183.t1_1	BRAKERILHT00000000850_1
g1186.t1_1	BRAKERILHT00000001426_1
g1187.t1_1	BRAKERILHT00000000008_1
g1188.t1_1	BRAKERILHT00000000748_1
g1189.t1_1	BRAKERILHT00000000977_1
g1191.t1_1	BRAKERILHT00000015681_1
g1192.t1_1	BRAKERILHT00000001711_1
g1194.t1_1	BRAKERILHT00000001398_1
g1196.t1_1	BRAKERILHT00000003308_1
g1198.t1_1	BRAKERILHT00000002168_1
g1201.t4_1	BRAKERILHT00000000212_1
g1202.t1_1	BRAKERILHT00000001715_1
g1203.t1_1	BRAKERILHT00000000018_1
g1204.t1_1	BRAKERILHT00000000237_1
g1205.t1_1	BRAKERILHT00000001429_1
g1206.t1_1	BRAKERILHT00000000807_1
g1207.t1_1	BRAKERILHT00000000805_1
g1208.t1_1	BRAKERILHT00000001478_1
g1209.t1_1	BRAKERILHT00000001932_1
g1211.t1_1	BRAKERILHT00000000493_1
g1212.t1_1	BRAKERILHT00000001093_1
g1213.t1_1	BRAKERILHT00000000093_1
g1215.t1_1	BRAKERILHT00000001716_1
g1217.t1_1	BRAKERILHT00000000943_1
g1219.t1_1	BRAKERILHT00000000115_1
g1220.t1_1	BRAKERILHT00000001548_1
g1221.t1_1	BRAKERILHT00000000718_1
g1222.t2_1	BRAKERILHT00000000090_1
g1223.t1_1	BRAKERILHT00000001975_1
g1224.t1_1	BRAKERILHT00000001232_1
g1225.t1_1	BRAKERILHT00000000042_1
g1226.t1_1	BRAKERILHT00000001718_1
g1227.t2_1	BRAKERILHT00000001270_1
g1228.t2_1	BRAKERILHT00000000893_1
g1230.t1_1	BRAKERILHT00000001105_1
g1231.t1_1	BRAKERILHT00000001881_1
g1233.t1_1	BRAKERILHT00000002033_1
g1234.t2_1	BRAKERILHT00000000486_1
g1236.t1_1	BRAKERILHT00000000307_1
g1237.t1_1	BRAKERILHT00000017553_1
g1238.t1_1	BRAKERILHT00000001574_1
g1239.t1_1	BRAKERILHT00000000028_1
g1240.t1_1	BRAKERILHT00000000455_1
g1242.t1_1	BRAKERILHT00000001235_1
g1244.t1_1	BRAKERILHT00000000048_1
g1245.t1_1	BRAKERILHT00000001054_1
g1246.t1_1	BRAKERILHT00000000924_1
g1247.t1_1	BRAKERILHT00000001578_1
g1248.t1_1	BRAKERILHT00000000976_1
g1249.t1_1	BRAKERILHT00000000249_1
g1255.t1_1	BRAKERILHT00000000696_1
g1256.t1_1	BRAKERILHT00000001475_1
g1257.t1_1	BRAKERILHT00000000771_1
g1259.t1_1	BRAKERILHT00000001973_1
g1260.t1_1	BRAKERILHT00000000198_1
g1261.t1_1	BRAKERILHT00000001931_1
g1262.t1_1	BRAKERILHT00000000280_1
g1265.t1_1	BRAKERILHT00000001642_1
g1266.t1_1	BRAKERILHT00000001135_1
g1267.t1_1	BRAKERILHT00000000713_1
g1268.t1_1	BRAKERILHT00000000224_1
g1269.t1_1	BRAKERILHT00000002127_1
g1270.t2_1	BRAKERILHT00000000435_1
g1271.t1_1	BRAKERILHT00000001664_1
g1272.t1_1	BRAKERILHT00000000190_1
g1273.t1_1	BRAKERILHT00000000467_1
g1274.t1_1	BRAKERILHT00000000827_1
g1275.t1_1	BRAKERILHT00000001563_1
g1276.t1_1	BRAKERILHT00000001333_1
g1277.t1_1	BRAKERILHT00000000604_1
g1278.t1_1	BRAKERILHT00000000802_1
g1279.t1_1	BRAKERILHT00000000299_1
g1280.t1_1	BRAKERILHT00000000840_1
g1281.t1_1	BRAKERILHT00000000693_1
g1282.t1_1	BRAKERILHT00000000972_1
g1283.t1_1	BRAKERILHT00000000489_1
g1284.t1_1	BRAKERILHT00000001546_1
g1286.t1_1	BRAKERILHT00000002114_1
g1287.t2_1	BRAKERILHT00000001490_1
g1288.t1_1	BRAKERILHT00000000661_1
g1291.t1_1	BRAKERILHT00000001220_1
g1292.t1_1	BRAKERILHT00000000266_1
g1293.t1_1	BRAKERILHT00000002130_1
g1294.t1_1	BRAKERILHT00000001749_1
g1295.t1_1	BRAKERILHT00000000101_1
g1296.t1_1	BRAKERILHT00000000602_1
g1297.t1_1	BRAKERILHT00000000456_1
g1298.t1_1	BRAKERILHT00000001399_1
g1299.t1_1	BRAKERILHT00000001942_1
g1300.t1_1	BRAKERILHT00000000289_1
g1301.t1_1	BRAKERILHT00000000643_1
g1302.t1_1	BRAKERILHT00000001754_1
g1303.t1_1	BRAKERILHT00000001766_1
g1306.t1_1	BRAKERILHT00000000210_1
g1307.t1_1	BRAKERILHT00000001598_1
g1308.t3_1	BRAKERILHT00000000015_1
g1309.t1_1	BRAKERILHT00000000214_1
g1310.t1_1	BRAKERILHT00000001469_1
g1311.t1_1	BRAKERILHT00000000955_1
g1313.t1_1	BRAKERILHT00000000359_1
g1315.t1_1	BRAKERILHT00000001792_1
g1316.t1_1	BRAKERILHT00000000589_1
g1317.t1_1	BRAKERILHT00000000814_1
g1318.t1_1	BRAKERILHT00000001570_1
g1319.t1_1	BRAKERILHT00000001274_1
g1321.t3_1	BRAKERILHT00000000936_1
g1322.t1_1	BRAKERILHT00000000357_1
g1323.t2_1	BRAKERILHT00000000582_1
g1324.t1_1	BRAKERILHT00000001593_1
g1325.t1_1	BRAKERILHT00000002072_1
g1326.t1_1	BRAKERILHT00000001409_1
g1327.t1_1	BRAKERILHT00000001386_1
g1328.t1_1	BRAKERILHT00000000160_1
g1329.t1_1	BRAKERILHT00000000760_1
g1330.t1_1	BRAKERILHT00000001089_1
g1331.t1_1	BRAKERILHT00000001694_1
g1332.t1_1	BRAKERILHT00000001643_1
g1333.t1_1	BRAKERILHT00000000434_1
g1335.t1_1	BRAKERILHT00000000011_1
g1336.t2_1	BRAKERILHT00000001695_1
g1337.t1_1	BRAKERILHT00000001550_1
g1338.t2_1	BRAKERILHT00000001066_1
g1339.t1_1	BRAKERILHT00000001453_1
g1340.t1_1	BRAKERILHT00000001937_1
g1341.t1_1	BRAKERILHT00000001278_1
g1343.t1_1	BRAKERILHT00000000021_1
g1344.t1_1	BRAKERILHT00000001505_1
g1347.t1_1	BRAKERILHT00000001028_1
g1349.t1_1	BRAKERILHT00000001077_1
g1350.t1_1	BRAKERILHT00000000007_1
g1351.t1_1	BRAKERILHT00000001736_1
g1352.t1_1	BRAKERILHT00000001273_1
g1353.t2_1	BRAKERILHT00000001875_1
g1354.t1_1	BRAKERILHT00000000891_1
g1355.t1_1	BRAKERILHT00000001583_1
g1356.t1_1	BRAKERILHT00000000069_1
g1357.t2_1	BRAKERILHT00000000414_1
g1358.t1_1	BRAKERILHT00000002122_1
g1360.t1_1	BRAKERILHT00000000836_1
g1361.t1_1	BRAKERILHT00000000314_1
g1362.t1_1	BRAKERILHT00000001729_1
g1363.t2_1	BRAKERILHT00000001843_1
g1365.t1_1	BRAKERILHT00000000896_1
g1366.t1_1	BRAKERILHT00000001905_1
g1367.t1_1	BRAKERILHT00000001256_1
g1368.t1_1	BRAKERILHT00000002000_1
g1369.t1_1	BRAKERILHT00000000379_1
g1370.t1_1	BRAKERILHT00000000847_1
g1371.t1_1	BRAKERILHT00000001617_1
g1372.t1_1	BRAKERILHT00000002093_1
g1373.t1_1	BRAKERILHT00000001336_1
g1374.t1_1	BRAKERILHT00000000096_1
g1375.t1_1	BRAKERILHT00000000758_1
g1376.t1_1	BRAKERILHT00000001290_1
g1377.t1_1	BRAKERILHT00000000161_1
g1378.t2_1	BRAKERILHT00000001133_1
g1379.t1_1	BRAKERILHT00000000548_1
g1380.t1_1	BRAKERILHT00000001334_1
g1381.t1_1	BRAKERILHT00000001757_1
g1382.t1_1	BRAKERILHT00000001286_1
g1383.t1_1	BRAKERILHT00000000579_1
g1384.t1_1	BRAKERILHT00000000087_1
g1385.t2_1	BRAKERILHT00000001281_1
g3576.t1_1	BRAKERILHT00000003094_1
g3579.t1_1	BRAKERILHT00000013885_1
g3581.t1_1	BRAKERILHT00000012600_1
g3584.t1_1	BRAKERILHT00000012966_1
g3585.t1_1	BRAKERILHT00000013197_1
g3590.t1_1	BRAKERILHT00000012581_1
g3591.t1_1	BRAKERILHT00000013719_1
g3593.t2_1	BRAKERILHT00000013797_1
g3594.t1_1	BRAKERILHT00000013069_1
g3595.t1_1	BRAKERILHT00000013604_1
g3598.t1_1	BRAKERILHT00000012542_1
g3599.t1_1	BRAKERILHT00000013455_1
g3600.t1_1	BRAKERILHT00000012467_1
g3601.t1_1	BRAKERILHT00000013362_1
g3603.t1_1	BRAKERILHT00000012992_1
g3604.t2_1	BRAKERILHT00000012587_1
g3605.t1_1	BRAKERILHT00000013093_1
g3606.t1_1	BRAKERILHT00000013714_1
g3607.t1_1	BRAKERILHT00000012507_1
g3608.t1_1	BRAKERILHT00000013231_1
g3609.t3_1	BRAKERILHT00000012750_1
g3610.t1_1	BRAKERILHT00000013970_1
g3611.t1_1	BRAKERILHT00000013611_1
g3612.t1_1	BRAKERILHT00000013908_1
g3613.t1_1	BRAKERILHT00000013352_1
g3614.t1_1	BRAKERILHT00000012983_1
g3615.t1_1	BRAKERILHT00000012372_1
g3616.t2_1	BRAKERILHT00000013174_1
g3618.t1_1	BRAKERILHT00000012552_1
g3619.t1_1	BRAKERILHT00000013928_1
g3620.t1_1	BRAKERILHT00000013657_1
g3621.t1_1	BRAKERILHT00000013371_1
g3622.t1_1	BRAKERILHT00000012927_1
g3623.t1_1	BRAKERILHT00000012666_1
g3624.t1_1	BRAKERILHT00000013535_1
g3625.t1_1	BRAKERILHT00000014005_1
g3626.t1_1	BRAKERILHT00000013404_1
g3627.t1_1	BRAKERILHT00000013154_1
g3628.t1_1	BRAKERILHT00000013278_1
g3629.t1_1	BRAKERILHT00000013799_1
g3632.t1_1	BRAKERILHT00000012514_1
g3635.t1_1	BRAKERILHT00000012916_1
g3639.t1_1	BRAKERILHT00000013498_1
g3640.t2_1	BRAKERILHT00000012763_1
g3641.t1_1	BRAKERILHT00000012524_1
g3642.t1_1	BRAKERILHT00000013185_1
g3645.t1_1	BRAKERILHT00000013649_1
g3646.t1_1	BRAKERILHT00000013916_1
g3648.t1_1	BRAKERILHT00000012642_1
g3649.t1_1	BRAKERILHT00000012917_1
g3650.t1_1	BRAKERILHT00000012924_1
g3651.t1_1	BRAKERILHT00000013288_1
g3652.t1_1	BRAKERILHT00000012804_1
g3653.t1_1	BRAKERILHT00000013563_1
g3654.t2_1	BRAKERILHT00000013722_1
g3655.t1_1	BRAKERILHT00000012412_1
g3656.t1_1	BRAKERILHT00000012652_1
g3657.t2_1	BRAKERILHT00000013033_1
g3658.t1_1	BRAKERILHT00000013028_1
g3660.t1_1	BRAKERILHT00000013947_1
g3661.t1_1	BRAKERILHT00000012417_1
g3663.t1_1	BRAKERILHT00000013203_1
g3664.t1_1	BRAKERILHT00000013546_1
g3665.t1_1	BRAKERILHT00000013896_1
g3666.t1_1	BRAKERILHT00000012528_1
g3668.t1_1	BRAKERILHT00000013336_1
g3669.t3_1	BRAKERILHT00000013815_1
g3673.t1_1	BRAKERILHT00000013471_1
g3678.t1_1	BRAKERILHT00000013429_1
g3681.t1_1	BRAKERILHT00000012408_1
g3684.t1_1	BRAKERILHT00000013918_1
g3688.t1_1	BRAKERILHT00000013527_1
g3689.t1_1	BRAKERILHT00000013065_1
g3691.t1_1	BRAKERILHT00000013416_1
g3692.t1_1	BRAKERILHT00000013002_1
g3693.t1_1	BRAKERILHT00000013586_1
g3694.t1_1	BRAKERILHT00000012828_1
g3695.t1_1	BRAKERILHT00000012430_1
g3696.t1_1	BRAKERILHT00000013754_1
g3697.t1_1	BRAKERILHT00000013537_1
g3699.t1_1	BRAKERILHT00000012386_1
g3700.t1_1	BRAKERILHT00000013487_1
g3701.t1_1	BRAKERILHT00000013963_1
g3704.t2_1	BRAKERILHT00000013009_1
g3705.t1_1	BRAKERILHT00000012569_1
g3707.t1_1	BRAKERILHT00000002137_1
g3711.t1_1	BRAKERILHT00000012730_1
g3712.t1_1	BRAKERILHT00000013847_1
g3713.t1_1	BRAKERILHT00000013479_1
g3714.t1_1	BRAKERILHT00000012735_1
g3715.t1_1	BRAKERILHT00000013854_1
g3717.t1_1	BRAKERILHT00000013519_1
g3718.t1_1	BRAKERILHT00000012915_1
g3719.t1_1	BRAKERILHT00000012740_1
g3720.t1_1	BRAKERILHT00000012771_1
g3722.t1_1	BRAKERILHT00000017642_1
g3723.t1_1	BRAKERILHT00000013930_1
g3724.t2_1	BRAKERILHT00000012635_1
g3725.t1_1	BRAKERILHT00000012449_1
g3726.t2_1	BRAKERILHT00000012988_1
g3727.t1_1	BRAKERILHT00000013841_1
g3728.t1_1	BRAKERILHT00000013363_1
g3731.t1_1	BRAKERILHT00000012839_1
g3733.t1_1	BRAKERILHT00000012439_1
g3734.t1_1	BRAKERILHT00000013878_1
g3735.t1_1	BRAKERILHT00000013513_1
g3736.t1_1	BRAKERILHT00000012472_1
g3738.t1_1	BRAKERILHT00000013046_1
g3739.t1_1	BRAKERILHT00000012548_1
g3740.t1_1	BRAKERILHT00000013860_1
g3741.t1_1	BRAKERILHT00000013617_1
g3742.t1_1	BRAKERILHT00000013275_1
g3743.t1_1	BRAKERILHT00000013128_1
g3744.t1_1	BRAKERILHT00000013605_1
g3745.t1_1	BRAKERILHT00000012398_1
g3746.t1_1	BRAKERILHT00000012827_1
g3747.t1_1	BRAKERILHT00000013964_1
g3748.t1_1	BRAKERILHT00000013382_1
g3749.t1_1	BRAKERILHT00000012653_1
g3750.t1_1	BRAKERILHT00000012805_1
g3753.t2_1	BRAKERILHT00000013047_1
g3754.t1_1	BRAKERILHT00000013606_1
g3755.t1_1	BRAKERILHT00000012654_1
g3756.t1_1	BRAKERILHT00000013025_1
g3757.t1_1	BRAKERILHT00000013591_1
g3758.t1_1	BRAKERILHT00000013171_1
g3759.t2_1	BRAKERILHT00000012506_1
g3761.t1_1	BRAKERILHT00000012906_1
g3762.t1_1	BRAKERILHT00000013183_1
g3763.t1_1	BRAKERILHT00000012698_1
g3764.t1_1	BRAKERILHT00000013913_1
g3765.t1_1	BRAKERILHT00000013443_1
g3766.t1_1	BRAKERILHT00000012949_1
g3767.t1_1	BRAKERILHT00000013334_1
g3768.t2_1	BRAKERILHT00000012856_1
g3769.t1_1	BRAKERILHT00000012355_1
g3770.t1_1	BRAKERILHT00000013358_1
g3772.t1_1	BRAKERILHT00000012565_1
g3773.t2_1	BRAKERILHT00000013531_1
g3776.t2_1	BRAKERILHT00000014008_1
g3777.t1_1	BRAKERILHT00000012894_1
g3778.t1_1	BRAKERILHT00000013356_1
g3779.t1_1	BRAKERILHT00000013826_1
g3780.t1_1	BRAKERILHT00000012627_1
g3781.t2_1	BRAKERILHT00000013056_1
g3783.t1_1	BRAKERILHT00000012508_1
g3784.t1_1	BRAKERILHT00000012912_1
g3785.t1_1	BRAKERILHT00000013272_1
g3786.t2_1	BRAKERILHT00000013437_1
g3789.t2_1	BRAKERILHT00000013425_1
g3790.t1_1	BRAKERILHT00000013876_1
g3791.t1_1	BRAKERILHT00000013703_1
g3792.t1_1	BRAKERILHT00000013186_1
g3793.t1_1	BRAKERILHT00000013235_1
g3796.t1_1	BRAKERILHT00000013881_1
g3798.t1_1	BRAKERILHT00000012651_1
g3799.t1_1	BRAKERILHT00000013439_1
g3800.t1_1	BRAKERILHT00000013116_1
g3801.t1_1	BRAKERILHT00000012733_1
g3802.t1_1	BRAKERILHT00000013292_1
g3804.t1_1	BRAKERILHT00000012522_1
g3805.t1_1	BRAKERILHT00000013857_1
g3807.t1_1	BRAKERILHT00000013158_1
g3809.t3_1	BRAKERILHT00000013254_1
g3810.t1_1	BRAKERILHT00000012487_1
g3812.t1_1	BRAKERILHT00000013906_1
g3813.t1_1	BRAKERILHT00000012691_1
g3814.t1_1	BRAKERILHT00000013179_1
g3815.t1_1	BRAKERILHT00000013502_1
g3816.t1_1	BRAKERILHT00000013140_1
g3817.t1_1	BRAKERILHT00000013279_1
g3818.t1_1	BRAKERILHT00000013996_1
g3819.t1_1	BRAKERILHT00000012686_1
g3820.t1_1	BRAKERILHT00000012434_1
g3821.t1_1	BRAKERILHT00000012859_1
g3823.t1_1	BRAKERILHT00000012447_1
g3824.t1_1	BRAKERILHT00000013753_1
g3827.t2_1	BRAKERILHT00000012511_1
g3828.t1_1	BRAKERILHT00000013907_1
g3829.t3_1	BRAKERILHT00000013281_1
g3830.t1_1	BRAKERILHT00000012897_1
g3831.t1_1	BRAKERILHT00000012760_1
g3832.t1_1	BRAKERILHT00000013237_1
g3834.t2_1	BRAKERILHT00000013491_1
g3835.t3_1	BRAKERILHT00000013145_1
g3836.t2_1	BRAKERILHT00000013543_1
g3837.t1_1	BRAKERILHT00000013633_1
g3838.t1_1	BRAKERILHT00000014017_1
g3839.t1_1	BRAKERILHT00000012589_1
g3840.t2_1	BRAKERILHT00000013312_1
g3841.t1_1	BRAKERILHT00000013765_1
g3842.t1_1	BRAKERILHT00000012373_1
g3847.t1_1	BRAKERILHT00000013403_1
g3850.t1_1	BRAKERILHT00000013934_1
g3851.t1_1	BRAKERILHT00000013282_1
g3859.t1_1	BRAKERILHT00000012888_1
g3860.t1_1	BRAKERILHT00000013335_1
g3861.t1_1	BRAKERILHT00000017607_1
g3867.t1_1	BRAKERILHT00000013515_1
g3874.t1_1	BRAKERILHT00000013503_1
