g8.t1_1	CALCHIM00000023384_1
g936.t1_1	CALCHIM00000025474_1
g937.t1_1	CALCHIM00000009354_1
g938.t1_1	CALCHIM00000025460_1
g939.t1_1	CALCHIM00000025456_1
g940.t1_1	CALCHIM00000025455_1
g941.t1_1	CALCHIM00000025453_1
g944.t1_1	CALCHIM00000040228_1
g945.t2_1	CALCHIM00000013815_1
g946.t1_1	CALCHIM00000021071_1
g947.t1_1	CALCHIM00000024004_1
g948.t1_1	CALCHIM00000025437_1
g949.t1_1	CALCHIM00000025436_1
g950.t2_1	CALCHIM00000025434_1
g951.t1_1	CALCHIM00000023995_1
g952.t3_1	CALCHIM00000023994_1
g954.t1_1	CALCHIM00000025431_1
g955.t2_1	CALCHIM00000025424_1
g957.t1_1	CALCHIM00000005579_1
g958.t1_1	CALCHIM00000025411_1
g960.t1_1	CALCHIM00000025407_1
g961.t1_1	CALCHIM00000025403_1
g962.t1_1	CALCHIM00000025401_1
g964.t1_1	CALCHIM00000025397_1
g965.t3_1	CALCHIM00000025390_1
g966.t1_1	CALCHIM00000025387_1
g967.t1_1	CALCHIM00000025384_1
g968.t1_1	CALCHIM00000025382_1
g969.t1_1	CALCHIM00000009900_1
g971.t3_1	CALCHIM00000036439_1
g972.t1_1	CALCHIM00000036440_1
g973.t1_1	CALCHIM00000036444_1
g974.t1_1	CALCHIM00000036445_1
g976.t1_1	CALCHIM00000018284_1
g979.t1_1	CALCHIM00000018276_1
g980.t1_1	CALCHIM00000003937_1
g982.t2_1	CALCHIM00000018266_1
g983.t1_1	CALCHIM00000018265_1
g984.t1_1	CALCHIM00000018264_1
g985.t1_1	CALCHIM00000018263_1
g986.t1_1	CALCHIM00000018245_1
g988.t1_1	CALCHIM00000018244_1
g989.t1_1	CALCHIM00000018242_1
g990.t4_1	CALCHIM00000018236_1
g991.t1_1	CALCHIM00000018234_1
g992.t2_1	CALCHIM00000018229_1
g993.t1_1	CALCHIM00000018230_1
g994.t1_1	CALCHIM00000018225_1
g995.t1_1	CALCHIM00000018223_1
g996.t1_1	CALCHIM00000018222_1
g997.t1_1	CALCHIM00000018219_1
g998.t2_1	CALCHIM00000018216_1
g999.t1_1	CALCHIM00000018215_1
g1000.t1_1	CALCHIM00000018214_1
g1001.t2_1	CALCHIM00000018212_1
g1002.t1_1	CALCHIM00000018211_1
g1003.t1_1	CALCHIM00000018210_1
g1004.t1_1	CALCHIM00000018209_1
g1005.t1_1	CALCHIM00000018207_1
g1006.t2_1	CALCHIM00000018206_1
g1007.t2_1	CALCHIM00000018199_1
g1008.t1_1	CALCHIM00000018193_1
g1009.t1_1	CALCHIM00000018192_1
g1010.t1_1	CALCHIM00000018187_1
g1011.t1_1	CALCHIM00000018185_1
g1012.t1_1	CALCHIM00000018184_1
g1013.t1_1	CALCHIM00000018183_1
g1014.t1_1	CALCHIM00000018180_1
g1015.t1_1	CALCHIM00000018179_1
g1016.t1_1	CALCHIM00000018177_1
g1017.t1_1	CALCHIM00000018174_1
g1018.t1_1	CALCHIM00000018173_1
g1019.t2_1	CALCHIM00000018172_1
g1020.t2_1	CALCHIM00000018171_1
g1021.t1_1	CALCHIM00000018164_1
g1022.t1_1	CALCHIM00000018162_1
g1023.t1_1	CALCHIM00000018160_1
g1027.t1_1	CALCHIM00000018157_1
g1028.t1_1	CALCHIM00000018156_1
g1029.t1_1	CALCHIM00000059305_1
g1030.t1_1	CALCHIM00000003691_1
g1031.t2_1	CALCHIM00000018382_1
g1032.t1_1	CALCHIM00000012554_1
g1033.t1_1	CALCHIM00000018138_1
g1034.t1_1	CALCHIM00000018135_1
g1035.t1_1	CALCHIM00000018134_1
g1036.t1_1	CALCHIM00000018133_1
g1037.t1_1	CALCHIM00000018132_1
g1038.t1_1	CALCHIM00000018131_1
g1039.t1_1	CALCHIM00000018130_1
g1040.t1_1	CALCHIM00000018129_1
g1041.t1_1	CALCHIM00000018127_1
g1042.t1_1	CALCHIM00000018128_1
g1044.t1_1	CALCHIM00000018126_1
g1045.t3_1	CALCHIM00000018125_1
g1046.t1_1	CALCHIM00000018124_1
g1047.t1_1	CALCHIM00000018123_1
g1048.t1_1	CALCHIM00000018121_1
g1049.t1_1	CALCHIM00000018120_1
g1050.t1_1	CALCHIM00000018115_1
g1051.t1_1	CALCHIM00000018113_1
g1052.t2_1	CALCHIM00000018112_1
g1053.t1_1	CALCHIM00000018110_1
g1054.t1_1	CALCHIM00000018109_1
g1056.t1_1	CALCHIM00000018105_1
g1057.t1_1	CALCHIM00000018103_1
g1060.t1_1	CALCHIM00000018101_1
g1061.t1_1	CALCHIM00000027803_1
g1062.t1_1	CALCHIM00000003326_1
g1063.t1_1	CALCHIM00000003332_1
g1064.t2_1	CALCHIM00000003335_1
g1065.t1_1	CALCHIM00000037605_1
g1066.t1_1	CALCHIM00000037608_1
g1067.t1_1	CALCHIM00000037609_1
g1068.t1_1	CALCHIM00000037621_1
g1070.t2_1	CALCHIM00000037626_1
g1071.t1_1	CALCHIM00000037644_1
g1072.t1_1	CALCHIM00000037645_1
g1073.t1_1	CALCHIM00000019454_1
g1074.t1_1	CALCHIM00000019455_1
g1082.t1_1	CALCHIM00000042146_1
g1084.t1_1	CALCHIM00000042148_1
g1087.t1_1	CALCHIM00000001954_1
g1088.t2_1	CALCHIM00000001947_1
g1091.t1_1	CALCHIM00000001961_1
g1092.t1_1	CALCHIM00000001971_1
g1093.t1_1	CALCHIM00000001980_1
g1094.t1_1	CALCHIM00000001981_1
g1095.t1_1	CALCHIM00000001986_1
g1096.t1_1	CALCHIM00000001987_1
g1097.t1_1	CALCHIM00000001988_1
g1098.t1_1	CALCHIM00000001989_1
g1099.t1_1	CALCHIM00000001990_1
g1100.t1_1	CALCHIM00000001991_1
g1101.t1_1	CALCHIM00000001994_1
g1102.t1_1	CALCHIM00000001995_1
g1103.t1_1	CALCHIM00000001998_1
g1106.t2_1	CALCHIM00000000368_1
g1108.t1_1	CALCHIM00000000372_1
g1109.t1_1	CALCHIM00000000375_1
g1110.t1_1	CALCHIM00000000377_1
g1111.t2_1	CALCHIM00000000378_1
g1112.t1_1	CALCHIM00000000384_1
g1113.t2_1	CALCHIM00000000385_1
g1114.t1_1	CALCHIM00000000386_1
g1115.t1_1	CALCHIM00000000389_1
g1116.t1_1	CALCHIM00000000393_1
g1117.t1_1	CALCHIM00000000398_1
g1118.t1_1	CALCHIM00000000399_1
g1119.t1_1	CALCHIM00000000406_1
g1120.t1_1	CALCHIM00000000400_1
g1121.t1_1	CALCHIM00000000409_1
g1122.t2_1	CALCHIM00000000410_1
g1123.t1_1	CALCHIM00000014319_1
g1124.t1_1	CALCHIM00000014315_1
g1126.t1_1	CALCHIM00000001088_1
g1127.t1_1	CALCHIM00000001096_1
g1130.t1_1	CALCHIM00000001098_1
g1131.t1_1	CALCHIM00000024435_1
g1132.t1_1	CALCHIM00000001108_1
g1133.t1_1	CALCHIM00000001110_1
g1134.t1_1	CALCHIM00000057980_1
g1135.t1_1	CALCHIM00000057977_1
g1136.t2_1	CALCHIM00000057975_1
g1139.t1_1	CALCHIM00000057971_1
g1140.t1_1	CALCHIM00000057972_1
g1141.t1_1	CALCHIM00000057970_1
g1142.t2_1	CALCHIM00000057968_1
g1143.t3_1	CALCHIM00000040965_1
g1144.t1_1	CALCHIM00000057961_1
g1145.t1_1	CALCHIM00000040961_1
g1146.t2_1	CALCHIM00000040963_1
g1147.t2_1	CALCHIM00000040958_1
g1149.t1_1	CALCHIM00000004188_1
g1150.t1_1	CALCHIM00000004186_1
g1151.t2_1	CALCHIM00000004185_1
g1152.t1_1	CALCHIM00000004184_1
g1153.t1_1	CALCHIM00000004181_1
g1154.t1_1	CALCHIM00000004177_1
g1155.t1_1	CALCHIM00000004172_1
g1157.t1_1	CALCHIM00000004167_1
g1158.t1_1	CALCHIM00000004166_1
g1159.t1_1	CALCHIM00000004164_1
g1162.t3_1	CALCHIM00000004159_1
g1163.t1_1	CALCHIM00000004157_1
g1164.t2_1	CALCHIM00000004155_1
g1167.t1_1	CALCHIM00000047208_1
g1168.t1_1	CALCHIM00000019679_1
g1169.t1_1	CALCHIM00000019678_1
g1170.t1_1	CALCHIM00000004151_1
g1171.t1_1	CALCHIM00000019676_1
g1173.t2_1	CALCHIM00000004144_1
g1174.t20_1	CALCHIM00000016115_1
g1175.t1_1	CALCHIM00000035637_1
g1176.t1_1	CALCHIM00000035632_1
g1177.t1_1	CALCHIM00000004552_1
g1178.t1_1	CALCHIM00000004551_1
g1179.t1_1	CALCHIM00000035619_1
g1180.t1_1	CALCHIM00000027801_1
g1181.t1_1	CALCHIM00000027799_1
g1182.t2_1	CALCHIM00000027797_1
g1183.t1_1	CALCHIM00000027794_1
g1185.t1_1	CALCHIM00000027793_1
g1186.t1_1	CALCHIM00000027791_1
g1189.t1_1	CALCHIM00000002870_1
g1190.t1_1	CALCHIM00000002871_1
g1191.t1_1	CALCHIM00000055380_1
g1192.t1_1	CALCHIM00000002872_1
g1194.t1_1	CALCHIM00000002873_1
g1196.t1_1	CALCHIM00000002876_1
g1200.t1_1	CALCHIM00000034230_1
g1201.t4_1	CALCHIM00000010211_1
g1202.t1_1	CALCHIM00000038524_1
g1203.t1_1	CALCHIM00000038525_1
g1204.t1_1	CALCHIM00000038538_1
g1205.t1_1	CALCHIM00000038541_1
g1206.t1_1	CALCHIM00000038547_1
g1207.t1_1	CALCHIM00000038555_1
g1208.t1_1	CALCHIM00000038561_1
g1209.t1_1	CALCHIM00000038563_1
g1210.t1_1	CALCHIM00000038564_1
g1211.t1_1	CALCHIM00000038566_1
g1212.t1_1	CALCHIM00000038578_1
g1213.t1_1	CALCHIM00000038576_1
g1214.t1_1	CALCHIM00000038574_1
g1215.t1_1	CALCHIM00000038584_1
g1216.t1_1	CALCHIM00000038583_1
g1217.t1_1	CALCHIM00000038585_1
g1218.t1_1	CALCHIM00000038586_1
g1219.t1_1	CALCHIM00000038591_1
g1220.t1_1	CALCHIM00000038593_1
g1221.t1_1	CALCHIM00000038596_1
g1222.t2_1	CALCHIM00000038597_1
g1223.t1_1	CALCHIM00000038598_1
g1224.t1_1	CALCHIM00000038601_1
g1225.t1_1	CALCHIM00000038606_1
g1226.t1_1	CALCHIM00000038608_1
g1227.t2_1	CALCHIM00000038610_1
g1228.t2_1	CALCHIM00000038611_1
g1230.t1_1	CALCHIM00000038613_1
g1231.t1_1	CALCHIM00000038636_1
g1232.t1_1	CALCHIM00000038639_1
g1233.t1_1	CALCHIM00000038655_1
g1234.t2_1	CALCHIM00000038657_1
g1236.t1_1	CALCHIM00000053348_1
g1238.t1_1	CALCHIM00000018942_1
g1239.t1_1	CALCHIM00000002024_1
g1240.t1_1	CALCHIM00000002022_1
g1242.t1_1	CALCHIM00000059032_1
g1245.t1_1	CALCHIM00000008289_1
g1246.t1_1	CALCHIM00000008290_1
g1247.t1_1	CALCHIM00000008292_1
g1248.t1_1	CALCHIM00000008294_1
g1249.t1_1	CALCHIM00000008296_1
g1250.t1_1	CALCHIM00000008297_1
g1253.t1_1	CALCHIM00000008302_1
g1255.t1_1	CALCHIM00000008312_1
g1256.t1_1	CALCHIM00000008310_1
g1258.t1_1	CALCHIM00000038930_1
g1257.t1_1	CALCHIM00000008313_1
g1259.t1_1	CALCHIM00000008315_1
g1260.t1_1	CALCHIM00000008317_1
g1261.t1_1	CALCHIM00000008318_1
g1262.t1_1	CALCHIM00000008327_1
g1263.t1_1	CALCHIM00000008329_1
g1264.t2_1	CALCHIM00000008330_1
g1265.t1_1	CALCHIM00000008331_1
g1266.t1_1	CALCHIM00000008332_1
g1267.t1_1	CALCHIM00000008333_1
g1268.t1_1	CALCHIM00000008334_1
g1269.t1_1	CALCHIM00000008345_1
g1270.t2_1	CALCHIM00000008344_1
g1271.t1_1	CALCHIM00000008343_1
g1272.t1_1	CALCHIM00000008354_1
g1273.t1_1	CALCHIM00000008353_1
g1274.t1_1	CALCHIM00000008350_1
g1275.t1_1	CALCHIM00000008347_1
g1276.t1_1	CALCHIM00000008356_1
g1277.t1_1	CALCHIM00000008363_1
g1278.t1_1	CALCHIM00000008371_1
g1279.t1_1	CALCHIM00000008383_1
g1280.t1_1	CALCHIM00000008384_1
g1281.t1_1	CALCHIM00000008385_1
g1282.t1_1	CALCHIM00000008389_1
g1283.t1_1	CALCHIM00000008390_1
g1284.t1_1	CALCHIM00000008392_1
g1285.t1_1	CALCHIM00000008394_1
g1286.t1_1	CALCHIM00000008395_1
g1287.t2_1	CALCHIM00000008397_1
g1288.t1_1	CALCHIM00000008398_1
g1290.t1_1	CALCHIM00000008401_1
g1291.t1_1	CALCHIM00000008402_1
g1292.t1_1	CALCHIM00000008407_1
g1293.t1_1	CALCHIM00000008408_1
g1294.t1_1	CALCHIM00000008411_1
g1295.t1_1	CALCHIM00000008417_1
g1296.t1_1	CALCHIM00000008418_1
g1297.t1_1	CALCHIM00000008420_1
g1298.t1_1	CALCHIM00000008421_1
g1299.t1_1	CALCHIM00000008424_1
g1300.t1_1	CALCHIM00000008431_1
g1301.t1_1	CALCHIM00000008438_1
g1302.t1_1	CALCHIM00000008441_1
g1303.t1_1	CALCHIM00000008442_1
g1306.t1_1	CALCHIM00000008451_1
g1307.t1_1	CALCHIM00000008452_1
g1308.t3_1	CALCHIM00000018959_1
g1309.t1_1	CALCHIM00000018964_1
g1310.t1_1	CALCHIM00000018969_1
g1311.t1_1	CALCHIM00000018978_1
g1313.t1_1	CALCHIM00000018986_1
g1315.t1_1	CALCHIM00000028145_1
g1316.t1_1	CALCHIM00000003088_1
g1317.t1_1	CALCHIM00000003087_1
g1318.t1_1	CALCHIM00000003085_1
g1319.t1_1	CALCHIM00000003083_1
g1320.t1_1	CALCHIM00000003080_1
g1321.t3_1	CALCHIM00000003072_1
g1322.t1_1	CALCHIM00000003059_1
g1323.t2_1	CALCHIM00000003053_1
g1324.t1_1	CALCHIM00000003050_1
g1325.t1_1	CALCHIM00000003049_1
g1326.t1_1	CALCHIM00000016079_1
g1327.t1_1	CALCHIM00000016062_1
g1328.t1_1	CALCHIM00000016059_1
g1329.t1_1	CALCHIM00000016057_1
g1330.t1_1	CALCHIM00000016056_1
g1331.t1_1	CALCHIM00000016050_1
g1332.t1_1	CALCHIM00000016048_1
g1334.t1_1	CALCHIM00000016045_1
g1335.t1_1	CALCHIM00000016044_1
g1336.t2_1	CALCHIM00000016043_1
g1338.t2_1	CALCHIM00000016042_1
g1339.t1_1	CALCHIM00000016039_1
g1340.t1_1	CALCHIM00000016041_1
g1341.t1_1	CALCHIM00000016037_1
g1343.t1_1	CALCHIM00000016036_1
g1344.t1_1	CALCHIM00000016033_1
g1346.t1_1	CALCHIM00000016032_1
g1347.t1_1	CALCHIM00000016031_1
g1348.t1_1	CALCHIM00000016030_1
g1349.t1_1	CALCHIM00000016029_1
g1350.t1_1	CALCHIM00000016027_1
g1351.t1_1	CALCHIM00000016024_1
g1352.t1_1	CALCHIM00000016021_1
g1353.t2_1	CALCHIM00000016019_1
g1355.t1_1	CALCHIM00000016017_1
g1356.t1_1	CALCHIM00000016008_1
g1358.t1_1	CALCHIM00000016002_1
g1360.t1_1	CALCHIM00000014848_1
g1361.t1_1	CALCHIM00000014845_1
g1362.t1_1	CALCHIM00000014844_1
g1363.t2_1	CALCHIM00000014808_1
g1365.t1_1	CALCHIM00000014788_1
g1366.t1_1	CALCHIM00000014784_1
g1367.t1_1	CALCHIM00000014780_1
g1368.t1_1	CALCHIM00000014760_1
g1369.t1_1	CALCHIM00000014756_1
g1370.t1_1	CALCHIM00000014746_1
g1371.t1_1	CALCHIM00000014736_1
g1372.t1_1	CALCHIM00000014734_1
g1373.t1_1	CALCHIM00000014731_1
g1374.t1_1	CALCHIM00000014730_1
g1375.t1_1	CALCHIM00000014724_1
g1377.t1_1	CALCHIM00000014729_1
g1378.t2_1	CALCHIM00000014717_1
g1379.t1_1	CALCHIM00000014714_1
g1380.t1_1	CALCHIM00000034192_1
g1381.t1_1	CALCHIM00000053863_1
g1382.t1_1	CALCHIM00000053868_1
g1383.t1_1	CALCHIM00000053871_1
g1384.t1_1	CALCHIM00000053876_1
g1385.t2_1	CALCHIM00000053879_1
g3578.t1_1	CALCHIM00000012950_1
g3579.t1_1	CALCHIM00000012949_1
g3581.t1_1	CALCHIM00000008646_1
g3584.t1_1	CALCHIM00000052479_1
g3585.t1_1	CALCHIM00000011957_1
g3587.t1_1	CALCHIM00000033473_1
g3590.t1_1	CALCHIM00000028687_1
g3591.t1_1	CALCHIM00000028683_1
g3592.t1_1	CALCHIM00000028678_1
g3593.t2_1	CALCHIM00000028676_1
g3594.t1_1	CALCHIM00000028670_1
g3595.t1_1	CALCHIM00000028669_1
g3597.t1_1	CALCHIM00000033751_1
g3598.t1_1	CALCHIM00000033748_1
g3599.t1_1	CALCHIM00000033736_1
g3600.t1_1	CALCHIM00000033730_1
g3601.t1_1	CALCHIM00000033720_1
g3603.t1_1	CALCHIM00000033717_1
g3604.t2_1	CALCHIM00000033760_1
g3605.t1_1	CALCHIM00000033771_1
g3606.t1_1	CALCHIM00000033772_1
g3607.t1_1	CALCHIM00000004929_1
g3608.t1_1	CALCHIM00000004939_1
g3609.t3_1	CALCHIM00000004942_1
g3610.t1_1	CALCHIM00000004945_1
g3611.t1_1	CALCHIM00000004950_1
g3612.t1_1	CALCHIM00000004954_1
g3613.t1_1	CALCHIM00000004955_1
g3614.t1_1	CALCHIM00000004956_1
g3615.t1_1	CALCHIM00000004961_1
g3618.t1_1	CALCHIM00000004971_1
g3619.t1_1	CALCHIM00000004972_1
g3620.t1_1	CALCHIM00000004975_1
g3622.t1_1	CALCHIM00000004987_1
g3623.t1_1	CALCHIM00000004989_1
g3624.t1_1	CALCHIM00000004992_1
g3625.t1_1	CALCHIM00000004991_1
g3626.t1_1	CALCHIM00000004993_1
g3627.t1_1	CALCHIM00000004997_1
g3628.t1_1	CALCHIM00000005002_1
g3632.t1_1	CALCHIM00000005004_1
g3635.t1_1	CALCHIM00000027414_1
g3639.t1_1	CALCHIM00000027415_1
g3640.t2_1	CALCHIM00000027418_1
g3641.t1_1	CALCHIM00000027425_1
g3642.t1_1	CALCHIM00000027441_1
g3643.t1_1	CALCHIM00000027440_1
g3644.t1_1	CALCHIM00000027439_1
g3645.t1_1	CALCHIM00000027437_1
g3646.t1_1	CALCHIM00000027434_1
g3647.t1_1	CALCHIM00000027433_1
g3648.t1_1	CALCHIM00000027430_1
g3649.t1_1	CALCHIM00000027427_1
g3650.t1_1	CALCHIM00000027444_1
g3651.t1_1	CALCHIM00000027449_1
g3652.t1_1	CALCHIM00000027451_1
g3653.t1_1	CALCHIM00000027454_1
g3654.t2_1	CALCHIM00000027456_1
g3655.t1_1	CALCHIM00000027459_1
g3657.t2_1	CALCHIM00000027460_1
g3658.t1_1	CALCHIM00000027464_1
g3659.t1_1	CALCHIM00000027465_1
g3660.t1_1	CALCHIM00000027466_1
g3661.t1_1	CALCHIM00000027468_1
g3662.t2_1	CALCHIM00000027472_1
g3664.t1_1	CALCHIM00000027473_1
g3665.t1_1	CALCHIM00000027476_1
g3668.t1_1	CALCHIM00000003526_1
g3669.t3_1	CALCHIM00000003537_1
g3673.t1_1	CALCHIM00000003561_1
g3674.t1_1	CALCHIM00000003568_1
g3678.t1_1	CALCHIM00000003578_1
g3679.t1_1	CALCHIM00000057249_1
g3681.t1_1	CALCHIM00000003585_1
g3682.t1_1	CALCHIM00000003590_1
g3684.t1_1	CALCHIM00000003596_1
g3688.t1_1	CALCHIM00000032474_1
g3689.t1_1	CALCHIM00000032478_1
g3691.t1_1	CALCHIM00000032490_1
g3692.t1_1	CALCHIM00000032492_1
g3693.t1_1	CALCHIM00000032501_1
g3694.t1_1	CALCHIM00000032502_1
g3695.t1_1	CALCHIM00000032504_1
g3696.t1_1	CALCHIM00000032506_1
g3697.t1_1	CALCHIM00000032512_1
g3698.t1_1	CALCHIM00000032514_1
g3699.t1_1	CALCHIM00000032515_1
g3700.t1_1	CALCHIM00000032523_1
g3701.t1_1	CALCHIM00000032524_1
g3702.t1_1	CALCHIM00000032525_1
g3704.t2_1	CALCHIM00000032528_1
g3707.t1_1	CALCHIM00000054976_1
g3709.t1_1	CALCHIM00000013890_1
g3711.t1_1	CALCHIM00000050019_1
g3712.t1_1	CALCHIM00000050013_1
g3714.t1_1	CALCHIM00000050006_1
g3715.t1_1	CALCHIM00000021817_1
g3717.t1_1	CALCHIM00000021824_1
g3719.t1_1	CALCHIM00000021825_1
g3720.t1_1	CALCHIM00000011460_1
g3721.t1_1	CALCHIM00000021830_1
g3723.t1_1	CALCHIM00000002790_1
g3724.t2_1	CALCHIM00000002789_1
g3725.t1_1	CALCHIM00000002788_1
g3726.t2_1	CALCHIM00000023621_1
g3727.t1_1	CALCHIM00000023624_1
g3732.t1_1	CALCHIM00000023627_1
g3733.t1_1	CALCHIM00000023631_1
g3734.t1_1	CALCHIM00000023633_1
g3735.t1_1	CALCHIM00000023635_1
g3736.t1_1	CALCHIM00000023636_1
g3738.t1_1	CALCHIM00000023640_1
g3739.t1_1	CALCHIM00000023647_1
g3740.t1_1	CALCHIM00000002259_1
g3741.t1_1	CALCHIM00000023649_1
g3742.t1_1	CALCHIM00000023650_1
g3743.t1_1	CALCHIM00000023654_1
g3744.t1_1	CALCHIM00000023662_1
g3745.t1_1	CALCHIM00000023658_1
g3746.t1_1	CALCHIM00000023660_1
g3747.t1_1	CALCHIM00000023661_1
g3748.t1_1	CALCHIM00000023664_1
g3749.t1_1	CALCHIM00000023666_1
g3750.t1_1	CALCHIM00000023668_1
g3751.t1_1	CALCHIM00000023669_1
g3752.t1_1	CALCHIM00000023670_1
g3753.t2_1	CALCHIM00000023673_1
g3755.t1_1	CALCHIM00000023674_1
g3756.t1_1	CALCHIM00000023676_1
g3757.t1_1	CALCHIM00000023679_1
g3758.t1_1	CALCHIM00000023683_1
g3759.t2_1	CALCHIM00000023686_1
g3761.t1_1	CALCHIM00000023687_1
g3762.t1_1	CALCHIM00000023688_1
g3763.t1_1	CALCHIM00000023689_1
g3764.t1_1	CALCHIM00000023690_1
g3765.t1_1	CALCHIM00000023691_1
g3766.t1_1	CALCHIM00000023692_1
g3767.t1_1	CALCHIM00000023699_1
g3768.t2_1	CALCHIM00000023701_1
g3769.t1_1	CALCHIM00000023703_1
g3770.t1_1	CALCHIM00000023706_1
g3772.t1_1	CALCHIM00000023711_1
g3773.t2_1	CALCHIM00000023712_1
g3774.t1_1	CALCHIM00000023713_1
g3775.t1_1	CALCHIM00000023715_1
g3776.t2_1	CALCHIM00000023717_1
g3777.t1_1	CALCHIM00000023720_1
g3778.t1_1	CALCHIM00000043927_1
g3779.t1_1	CALCHIM00000023729_1
g3780.t1_1	CALCHIM00000023731_1
g3781.t2_1	CALCHIM00000023733_1
g3782.t1_1	CALCHIM00000036765_1
g3783.t1_1	CALCHIM00000016240_1
g3784.t1_1	CALCHIM00000016244_1
g3785.t1_1	CALCHIM00000016246_1
g3786.t2_1	CALCHIM00000016250_1
g3789.t2_1	CALCHIM00000053125_1
g3790.t1_1	CALCHIM00000053126_1
g3792.t1_1	CALCHIM00000053128_1
g3793.t1_1	CALCHIM00000053130_1
g3794.t1_1	CALCHIM00000053133_1
g3795.t1_1	CALCHIM00000005501_1
g3796.t1_1	CALCHIM00000053134_1
g3798.t1_1	CALCHIM00000053137_1
g3799.t1_1	CALCHIM00000053138_1
g3800.t1_1	CALCHIM00000053141_1
g3801.t1_1	CALCHIM00000053143_1
g3802.t1_1	CALCHIM00000053144_1
g3805.t1_1	CALCHIM00000053149_1
g3807.t1_1	CALCHIM00000053151_1
g3809.t3_1	CALCHIM00000023756_1
g3810.t1_1	CALCHIM00000023748_1
g3812.t1_1	CALCHIM00000023746_1
g3813.t1_1	CALCHIM00000023738_1
g3815.t1_1	CALCHIM00000016238_1
g3816.t1_1	CALCHIM00000016230_1
g3818.t1_1	CALCHIM00000016237_1
g3820.t1_1	CALCHIM00000016226_1
g3821.t1_1	CALCHIM00000016222_1
g3822.t1_1	CALCHIM00000016221_1
g3823.t1_1	CALCHIM00000016220_1
g3824.t1_1	CALCHIM00000016218_1
g3825.t1_1	CALCHIM00000016216_1
g3826.t1_1	CALCHIM00000016215_1
g3827.t2_1	CALCHIM00000016214_1
g3828.t1_1	CALCHIM00000016211_1
g3829.t3_1	CALCHIM00000016208_1
g3830.t1_1	CALCHIM00000016202_1
g3831.t1_1	CALCHIM00000016204_1
g3834.t2_1	CALCHIM00000016201_1
g3835.t3_1	CALCHIM00000016197_1
g3836.t2_1	CALCHIM00000016195_1
g3837.t1_1	CALCHIM00000016194_1
g3838.t1_1	CALCHIM00000016192_1
g3839.t1_1	CALCHIM00000016190_1
g3840.t2_1	CALCHIM00000016188_1
g3841.t1_1	CALCHIM00000016180_1
g3842.t1_1	CALCHIM00000016179_1
g3847.t1_1	CALCHIM00000030027_1
g3850.t1_1	CALCHIM00000030023_1
g3851.t1_1	CALCHIM00000032589_1
g3854.t2_1	CALCHIM00000032577_1
g3859.t1_1	CALCHIM00000032575_1
g3860.t1_1	CALCHIM00000032569_1
g3864.t1_1	CALCHIM00000041373_1
g3865.t1_1	CALCHIM00000032564_1
g3867.t1_1	CALCHIM00000052625_1
g3875.t1_1	CALCHIM00000032538_1
g3876.t1_1	CALCHIM00000032532_1
g3877.t1_1	CALCHIM00000032531_1
g3880.t1_1	CALCHIM00000023289_1
g3881.t1_1	CALCHIM00000023290_1
g3885.t1_1	CALCHIM00000030032_1
g3886.t1_1	CALCHIM00000030031_1
g3888.t1_1	CALCHIM00000030025_1
g3891.t1_1	CALCHIM00000032585_1
g3896.t1_1	CALCHIM00000032567_1
g3897.t1_1	CALCHIM00000032565_1
g3899.t2_1	CALCHIM00000032561_1
g3900.t1_1	CALCHIM00000032553_1
g3902.t1_1	CALCHIM00000032542_1
g3907.t1_1	CALCHIM00000032530_1
g3912.t1_1	CALCHIM00000023297_1
g3913.t1_1	CALCHIM00000023301_1
g3915.t1_1	CALCHIM00000023304_1
g3916.t1_1	CALCHIM00000023305_1
g3917.t1_1	CALCHIM00000023309_1
g3918.t1_1	CALCHIM00000023311_1
g3919.t1_1	CALCHIM00000023318_1
g3920.t2_1	CALCHIM00000023330_1
g3924.t1_1	CALCHIM00000023344_1
g3926.t1_1	CALCHIM00000023345_1
g3927.t1_1	CALCHIM00000041042_1
g3930.t1_1	CALCHIM00000023348_1
g3931.t1_1	CALCHIM00000020136_1
g3932.t1_1	CALCHIM00000020130_1
g3935.t1_1	CALCHIM00000033604_1
g3936.t1_1	CALCHIM00000033602_1
g3937.t1_1	CALCHIM00000033601_1
g3938.t1_1	CALCHIM00000033599_1
g3940.t1_1	CALCHIM00000033598_1
g3941.t1_1	CALCHIM00000033597_1
g3942.t1_1	CALCHIM00000033595_1
g3944.t1_1	CALCHIM00000012888_1
g3946.t1_1	CALCHIM00000012891_1
g3947.t1_1	CALCHIM00000012895_1
g3950.t1_1	CALCHIM00000012898_1
g3955.t1_1	CALCHIM00000036020_1
g3960.t1_1	CALCHIM00000054622_1
g3961.t1_1	CALCHIM00000040634_1
g3964.t1_1	CALCHIM00000054626_1
g3967.t1_1	CALCHIM00000054630_1
g3968.t1_1	CALCHIM00000054632_1
g3969.t1_1	CALCHIM00000059069_1
g3970.t1_1	CALCHIM00000054624_1
g3973.t2_1	CALCHIM00000054627_1
g3978.t1_1	CALCHIM00000042055_1
g3984.t1_1	CALCHIM00000002248_1
g3985.t1_1	CALCHIM00000002266_1
g3986.t1_1	CALCHIM00000002270_1
g3987.t1_1	CALCHIM00000002272_1
g3988.t1_1	CALCHIM00000002294_1
g3989.t2_1	CALCHIM00000024452_1
g3990.t1_1	CALCHIM00000002298_1
