g6.t1_1	rna-XM_008203325.3_1
g1099.t1_1	rna-XM_015978222.2_1
g1100.t1_1	rna-XM_008193035.3_1
g1102.t1_1	rna-XM_968473.5_1
g1103.t1_1	rna-NM_001170729.1_1
g1106.t2_1	rna-XM_964638.4_1
g1108.t1_1	rna-XM_964776.4_1
g1110.t1_1	rna-XM_964566.4_1
g1111.t2_1	rna-XM_970278.5_1
g1113.t2_1	rna-XM_963935.5_1
g1114.t1_1	rna-XM_001812202.4_1
g1115.t1_1	rna-XM_964012.4_1
g1116.t1_1	rna-XM_008192642.3_1
g1117.t1_1	rna-XM_963863.4_1
g1118.t1_1	rna-XM_008192639.3_1
g1119.t1_1	rna-XM_964572.5_1
g1121.t1_1	rna-XM_001806834.4_1
g1122.t2_1	rna-XM_015985101.2_1
g1123.t1_1	rna-XM_008193033.3_1
g1124.t1_1	rna-XM_008200918.3_1
g1126.t1_1	rna-XM_967162.4_1
g1127.t1_1	rna-XM_965077.4_1
g1130.t1_1	rna-XM_961867.4_1
g1131.t1_1	rna-XM_015983268.2_1
g1132.t1_1	rna-XM_015984882.2_1
g1133.t1_1	rna-XM_967778.4_1
g1134.t1_1	rna-XM_967612.5_1
g1135.t1_1	rna-XM_966429.4_1
g1136.t2_1	rna-XM_064359771.1_1
g1140.t1_1	rna-NM_001293596.1_1
g1141.t1_1	rna-XM_966479.5_1
g1142.t2_1	rna-XM_015978718.2_1
g1143.t3_1	rna-XM_008199260.3_1
g1145.t1_1	rna-XM_064355937.1_1
g1150.t1_1	rna-XM_008199241.3_1
g1151.t2_1	rna-XM_961628.4_1
g1152.t1_1	rna-XM_961543.5_1
g1153.t1_1	rna-XM_064359941.1_1
g1154.t1_1	rna-XM_015978803.2_1
g1155.t1_1	rna-XM_015978492.2_1
g1157.t1_1	rna-XM_015977648.2_1
g1158.t1_1	rna-XM_008200073.3_1
g1159.t1_1	rna-XM_015983633.2_1
g1162.t3_1	rna-XM_064354790.1_1
g1163.t1_1	rna-XM_008199879.3_1
g1164.t2_1	rna-XM_008199882.3_1
g1167.t1_1	rna-XM_008200388.3_1
g1168.t1_1	rna-XM_008203507.3_1
g1169.t1_1	rna-XM_064354680.1_1
g1170.t1_1	rna-XM_008200199.3_1
g1171.t1_1	rna-XM_967814.5_1
g1172.t1_1	rna-XM_961887.4_1
g1173.t2_1	rna-XM_008202221.3_1
g1174.t20_1	rna-XM_008196153.3_1
g1175.t1_1	rna-XM_964813.5_1
g1176.t1_1	rna-XM_962079.4_1
g1177.t1_1	rna-XM_008195447.3_1
g1178.t1_1	rna-XM_963693.5_1
g1179.t1_1	rna-XM_015984597.2_1
g1180.t1_1	rna-XM_008192049.3_1
g1181.t1_1	rna-XM_966465.4_1
g1182.t2_1	rna-XM_008200407.3_1
g1183.t1_1	rna-XM_967063.5_1
g1185.t1_1	rna-XM_001814877.4_1
g1187.t1_1	rna-XM_015982699.2_1
g1188.t1_1	rna-XM_008198710.3_1
g1189.t1_1	rna-XM_064358346.1_1
g1190.t1_1	rna-XM_967015.5_1
g1194.t1_1	rna-XM_064357792.1_1
g1200.t1_1	rna-XM_015983221.2_1
g1201.t4_1	rna-XM_015978309.2_1
g1202.t1_1	rna-XM_964134.4_1
g1203.t1_1	rna-XM_964059.4_1
g1204.t1_1	rna-XM_008199577.3_1
g1206.t1_1	rna-XM_008200204.3_1
g1207.t1_1	rna-XM_008192335.3_1
g1208.t1_1	rna-XM_970776.4_1
g1209.t1_1	rna-XM_963161.4_1
g1210.t1_1	rna-XM_962946.4_1
g1211.t1_1	rna-XM_963023.4_1
g1212.t1_1	rna-XM_015977588.2_1
g1213.t1_1	rna-XM_008192417.3_1
g1214.t1_1	rna-XM_008192421.3_1
g1215.t1_1	rna-XM_963177.4_1
g1216.t1_1	rna-XM_008192425.3_1
g1217.t1_1	rna-XM_008192424.3_1
g1219.t1_1	rna-XM_015983628.2_1
g1220.t1_1	rna-XM_967151.4_1
g1221.t1_1	rna-NM_001170655.1_1
g1224.t1_1	rna-XM_967099.4_1
g1225.t1_1	rna-XM_008200196.3_1
g1226.t1_1	rna-XM_008199492.3_1
g1227.t2_1	rna-XM_962873.4_1
g1228.t2_1	rna-XM_965839.4_1
g1230.t1_1	rna-XM_008197605.3_1
g1231.t1_1	rna-XM_964635.4_1
g1233.t1_1	rna-XM_001809796.4_1
g1234.t2_1	rna-XM_064354792.1_1
g1236.t1_1	rna-XM_008200119.3_1
g1238.t1_1	rna-NM_001114320.1_1
g1239.t1_1	rna-XM_965053.5_1
g1245.t1_1	rna-XM_008201800.3_1
g1246.t1_1	rna-XM_963503.4_1
g1247.t1_1	rna-XM_064357054.1_1
g1248.t1_1	rna-XM_967326.4_1
g1249.t1_1	rna-XM_064358820.1_1
g1253.t1_1	rna-XM_015977593.2_1
g1255.t1_1	rna-XM_964700.5_1
g1256.t1_1	rna-XM_064357644.1_1
g1259.t1_1	rna-XM_008198846.3_1
g1260.t1_1	rna-XM_971182.5_1
g1261.t1_1	rna-XM_966190.5_1
g1262.t1_1	rna-XM_008196373.3_1
g1263.t1_1	rna-XM_008196393.3_1
g1264.t2_1	rna-XM_008196371.3_1
g1265.t1_1	rna-XM_965769.5_1
g1266.t1_1	rna-XM_001810359.4_1
g1267.t1_1	rna-XM_964589.5_1
g1268.t1_1	rna-XM_008194325.3_1
g1269.t1_1	rna-XM_008192426.3_1
g1270.t2_1	rna-XM_015977503.2_1
g1271.t1_1	rna-XM_008201447.3_1
g1272.t1_1	rna-XM_968228.4_1
g1273.t1_1	rna-XM_968856.5_1
g1274.t1_1	rna-XM_008199708.3_1
g1275.t1_1	rna-XM_964645.4_1
g1276.t1_1	rna-XM_968262.4_1
g1277.t1_1	rna-XM_962120.4_1
g1279.t1_1	rna-XM_015983801.2_1
g1280.t1_1	rna-XM_963899.5_1
g1282.t1_1	rna-XM_961924.4_1
g1283.t1_1	rna-XM_964122.4_1
g1284.t1_1	rna-XM_964191.4_1
g1285.t1_1	rna-XM_008196777.3_1
g1286.t1_1	rna-XM_064354789.1_1
g1287.t2_1	rna-XM_966949.4_1
g1294.t1_1	rna-XM_015983647.2_1
g1295.t1_1	rna-NM_001167837.1_1
g1296.t1_1	rna-XM_962104.4_1
g1297.t1_1	rna-XM_064358899.1_1
g1299.t1_1	rna-XM_008196716.3_1
g1300.t1_1	rna-XM_962443.4_1
g1301.t1_1	rna-XM_008200220.3_1
g1303.t1_1	rna-XM_064354900.1_1
g1306.t1_1	rna-XM_962672.4_1
g1307.t1_1	rna-XM_015983641.2_1
g1308.t3_1	rna-XM_968734.5_1
g1309.t1_1	rna-XM_064354729.1_1
g1310.t1_1	rna-XM_015983840.2_1
g1311.t1_1	rna-XM_964408.4_1
g1313.t1_1	rna-XM_015983684.2_1
g1316.t1_1	rna-XM_008200244.3_1
g1317.t1_1	rna-XM_964708.4_1
g1318.t1_1	rna-NM_001167841.1_1
g1319.t1_1	rna-XM_964493.4_1
g1321.t3_1	rna-XM_008199890.3_1
g1322.t1_1	rna-XM_008194720.3_1
g1323.t2_1	rna-XM_964351.5_1
g1324.t1_1	rna-XM_008198843.3_1
g1325.t1_1	rna-XM_008198842.2_1
g1326.t1_1	rna-XM_015977853.2_1
g1327.t1_1	rna-XM_015983238.2_1
g1328.t1_1	rna-XM_064360045.1_1
g1329.t1_1	rna-XM_008199636.3_1
g1330.t1_1	rna-XM_962466.5_1
g1331.t1_1	rna-XM_008199924.3_1
g1337.t1_1	rna-XM_008200042.3_1
g1338.t2_1	rna-XM_008195561.3_1
g1339.t1_1	rna-XM_008200011.3_1
g1340.t1_1	rna-XM_966673.5_1
g1341.t1_1	rna-XM_970708.4_1
g1343.t1_1	rna-XM_961255.4_1
g1344.t1_1	rna-XM_964042.5_1
g1347.t1_1	rna-XM_963895.5_1
g1348.t1_1	rna-XM_962372.4_1
g1349.t1_1	rna-XM_962280.4_1
g1350.t1_1	rna-XM_962200.4_1
g1351.t1_1	rna-XM_962117.4_1
g1352.t1_1	rna-XM_962001.4_1
g1353.t2_1	rna-XM_015983061.2_1
g1354.t1_1	rna-XM_015984740.2_1
g1355.t1_1	rna-XM_008202187.3_1
g1356.t1_1	rna-XM_961773.5_1
g1357.t2_1	rna-XM_015978536.2_1
g1358.t1_1	rna-XM_015980642.2_1
g1359.t1_1	rna-XM_008196011.3_1
g1360.t1_1	rna-XM_008199798.2_1
g1361.t1_1	rna-XM_008199803.3_1
g1363.t2_1	rna-XM_015983293.2_1
g1365.t1_1	rna-XM_008199532.3_1
g1367.t1_1	rna-XM_008199538.3_1
g1368.t1_1	rna-XM_015979921.2_1
g1369.t1_1	rna-XM_965523.5_1
g1370.t1_1	rna-XM_015983232.2_1
g1371.t1_1	rna-XM_008200016.3_1
g1372.t1_1	rna-XM_967456.5_1
g1373.t1_1	rna-XM_008199502.3_1
g1375.t1_1	rna-XM_015983784.2_1
g1378.t2_1	rna-XM_015983608.2_1
g1379.t1_1	rna-XM_964278.5_1
g1381.t1_1	rna-XM_064354759.1_1
g1382.t1_1	rna-XM_967597.5_1
g1383.t1_1	rna-XM_008195753.3_1
g1384.t1_1	rna-XM_008194817.3_1
g1385.t2_1	rna-XM_064356790.1_1
g3575.t1_1	rna-XM_008203188.2_1
g3578.t1_1	rna-XM_971259.4_1
g3579.t1_1	rna-XM_966914.4_1
g3580.t1_1	rna-XM_966863.4_1
g3581.t1_1	rna-XM_008203187.3_1
g3585.t1_1	rna-XM_969829.5_1
g3590.t1_1	rna-XM_064356414.1_1
g3591.t1_1	rna-XM_008203189.3_1
g3592.t1_1	rna-XM_963724.4_1
g3593.t2_1	rna-XM_964197.5_1
g3594.t1_1	rna-XM_008193212.3_1
g3595.t1_1	rna-XM_008193211.3_1
g3597.t1_1	rna-XM_008202127.3_1
g3598.t1_1	rna-XM_015984203.2_1
g3599.t1_1	rna-XM_008202123.3_1
g3600.t1_1	rna-XM_008202082.3_1
g3601.t1_1	rna-XM_967161.4_1
g3603.t1_1	rna-XM_008202107.3_1
g3604.t2_1	rna-XM_064358170.1_1
g3605.t1_1	rna-XM_970407.4_1
g3606.t1_1	rna-XM_966848.4_1
g3607.t1_1	rna-XM_008200423.3_1
g3608.t1_1	rna-XM_001809914.4_1
g3609.t3_1	rna-NM_001039412.1_1
g3610.t1_1	rna-XM_008202101.3_1
g3612.t1_1	rna-XM_008202106.3_1
g3613.t1_1	rna-XM_008200492.3_1
g3614.t1_1	rna-XM_008202113.3_1
g3615.t1_1	rna-XM_015984199.2_1
g3618.t1_1	rna-XM_008202122.3_1
g3619.t1_1	rna-XM_008202108.3_1
g3620.t1_1	rna-XM_008192241.3_1
g3621.t1_1	rna-XM_008203492.3_1
g3622.t1_1	rna-XM_001813426.4_1
g3623.t1_1	rna-XM_008203496.3_1
g3624.t1_1	rna-XM_008193056.3_1
g3625.t1_1	rna-XM_965407.4_1
g3626.t1_1	rna-XM_966045.4_1
g3629.t1_1	rna-XM_961306.4_1
g3632.t1_1	rna-XM_015977925.2_1
g3634.t1_1	rna-XM_008192679.3_1
g3635.t1_1	rna-XM_008192678.3_1
g3639.t1_1	rna-XM_008192677.3_1
g3640.t2_1	rna-XM_967426.4_1
g3641.t1_1	rna-XM_015978050.2_1
g3642.t1_1	rna-XM_064356280.1_1
g3643.t1_1	rna-XM_064357952.1_1
g3645.t1_1	rna-XM_008192669.3_1
g3646.t1_1	rna-XM_008192668.3_1
g3648.t1_1	rna-XM_064359468.1_1
g3649.t1_1	rna-XM_008192624.3_1
g3651.t1_1	rna-XM_961339.5_1
g3652.t1_1	rna-XM_064357954.1_1
g3653.t1_1	rna-XM_008200877.3_1
g3655.t1_1	rna-XM_962915.4_1
g3657.t2_1	rna-XM_064358003.1_1
g3659.t1_1	rna-XM_064357986.1_1
g3660.t1_1	rna-XM_064357947.1_1
g3661.t1_1	rna-XM_961846.4_1
g3662.t2_1	rna-XM_961554.4_1
g3663.t1_1	rna-XM_961405.4_1
g3664.t1_1	rna-XM_001812734.4_1
g3665.t1_1	rna-XM_969991.4_1
g3666.t1_1	rna-XM_008203230.2_1
g3668.t1_1	rna-XM_015983959.2_1
g3669.t3_1	rna-XM_008203021.3_1
g3673.t1_1	rna-XM_064355973.1_1
g3678.t1_1	rna-NM_001039416.1_1
g3681.t1_1	rna-XM_008203023.3_1
g3684.t1_1	rna-XM_008203016.3_1
g3689.t1_1	rna-XM_008200926.3_1
g3691.t1_1	rna-XM_064355975.1_1
g3692.t1_1	rna-XM_964715.4_1
g3693.t1_1	rna-XM_970375.5_1
g3694.t1_1	rna-XM_970372.4_1
g3695.t1_1	rna-XM_064357039.1_1
g3696.t1_1	rna-XM_008194874.3_1
g3697.t1_1	rna-XM_969057.4_1
g3699.t1_1	rna-XM_962969.4_1
g3700.t1_1	rna-XM_964416.4_1
g3701.t1_1	rna-XM_008201857.2_1
g3702.t1_1	rna-XM_064359858.1_1
g3703.t1_1	rna-XM_008202027.3_1
g3704.t2_1	rna-XM_008201310.3_1
g3705.t1_1	rna-XM_015977983.2_1
g3711.t1_1	rna-XM_966671.5_1
g3712.t1_1	rna-XM_001812379.4_1
g3714.t1_1	rna-XM_015983269.2_1
g3715.t1_1	rna-XM_965562.5_1
g3716.t1_1	rna-XM_008193570.3_1
g3717.t1_1	rna-XM_966230.4_1
g3719.t1_1	rna-XM_970002.4_1
g3720.t1_1	rna-XM_968504.4_1
g3721.t1_1	rna-XM_968869.4_1
g3722.t1_1	rna-XM_967414.5_1
g3723.t1_1	rna-XM_969229.5_1
g3726.t2_1	rna-XM_969253.4_1
g3731.t1_1	rna-XM_969279.5_1
g3733.t1_1	rna-NM_001114319.1_1
g3734.t1_1	rna-XM_968075.4_1
g3735.t1_1	rna-XM_008201997.3_1
g3736.t1_1	rna-XM_965340.4_1
g3738.t1_1	rna-XM_965410.4_1
g3739.t1_1	rna-XM_966755.5_1
g3740.t1_1	rna-XM_966636.4_1
g3742.t1_1	rna-XM_015977626.2_1
g3743.t1_1	rna-XM_965343.5_1
g3748.t1_1	rna-XM_008193958.3_1
g3749.t1_1	rna-XM_964145.5_1
g3750.t1_1	rna-XM_969955.5_1
g3755.t1_1	rna-XM_008202965.2_1
g3756.t1_1	rna-XM_008202969.3_1
g3758.t1_1	rna-XM_015984236.2_1
g3761.t1_1	rna-XM_969124.5_1
g3762.t1_1	rna-XM_064359113.1_1
g3763.t1_1	rna-XM_963098.4_1
g3764.t1_1	rna-XM_966623.5_1
g3765.t1_1	rna-XM_961252.5_1
g3766.t1_1	rna-XM_008197365.3_1
g3772.t1_1	rna-XM_064355356.1_1
g3773.t2_1	rna-XM_008198166.3_1
g3776.t2_1	rna-XM_064355352.1_1
g3778.t1_1	rna-XM_965533.4_1
g3779.t1_1	rna-XM_001812899.3_1
g3780.t1_1	rna-XM_968925.5_1
g3781.t2_1	rna-XM_008193292.3_1
g3783.t1_1	rna-XM_964057.4_1
g3785.t1_1	rna-XM_008200375.3_1
g3786.t2_1	rna-XM_064355056.1_1
g3790.t1_1	rna-NM_001319264.1_1
g3791.t1_1	rna-XM_064359989.1_1
g3793.t1_1	rna-XM_961951.4_1
g3795.t1_1	rna-XM_008199120.3_1
g3796.t1_1	rna-XM_008192433.3_1
g3798.t1_1	rna-XM_015978190.2_1
g3799.t1_1	rna-XM_015978323.2_1
g3800.t1_1	rna-XM_969740.4_1
g3801.t1_1	rna-XM_008200720.3_1
g3802.t1_1	rna-XM_008201653.3_1
g3804.t1_1	rna-XM_064358105.1_1
g3805.t1_1	rna-XM_008201652.3_1
g3807.t1_1	rna-XM_008195875.3_1
g3809.t3_1	rna-XM_008195873.3_1
g3812.t1_1	rna-XM_968446.1_1
g3813.t1_1	rna-XM_008201715.3_1
g3815.t1_1	rna-NM_001172371.1_1
g3816.t1_1	rna-XM_015985232.2_1
g3817.t1_1	rna-XM_064359875.1_1
g3819.t1_1	rna-XM_966987.4_1
g3820.t1_1	rna-XM_962979.4_1
g3821.t1_1	rna-XM_008201766.3_1
g3823.t1_1	rna-XM_967057.4_1
g3824.t1_1	rna-XM_968929.4_1
g3825.t1_1	rna-XM_968903.5_1
g3826.t1_1	rna-XM_064354894.1_1
g3827.t2_1	rna-XM_967126.4_1
g3828.t1_1	rna-XM_064355117.1_1
g3829.t3_1	rna-XM_064355119.1_1
g3830.t1_1	rna-XM_064355116.1_1
g3831.t1_1	rna-XM_015984581.2_1
g3832.t1_1	rna-XM_962027.5_1
g3834.t2_1	rna-XM_967638.5_1
g3835.t3_1	rna-XM_964263.4_1
g3836.t2_1	rna-XM_970148.4_1
g3837.t1_1	rna-XM_970156.4_1
g3838.t1_1	rna-XM_967226.4_1
g3839.t1_1	rna-XM_008195629.3_1
g3840.t2_1	rna-XM_964312.4_1
g3841.t1_1	rna-XM_966049.4_1
g3842.t1_1	rna-XM_008200665.3_1
g3845.t1_1	rna-XM_015980997.2_1
g3847.t1_1	rna-XM_008193818.3_1
g3850.t1_1	rna-XM_064359701.1_1
g3851.t1_1	rna-XM_008194178.3_1
g3859.t1_1	rna-XM_966809.4_1
g3860.t1_1	rna-XM_015978018.2_1
g3879.t1_1	rna-XM_965987.5_1
g3886.t1_1	rna-XM_064356910.1_1
g3888.t1_1	rna-XM_966236.4_1
g3891.t1_1	rna-XM_966583.4_1
g3897.t1_1	rna-XM_064355780.1_1
g3898.t1_1	rna-XM_064356357.1_1
g3899.t2_1	rna-XM_963486.4_1
g3900.t1_1	rna-XM_015984098.2_1
g3902.t1_1	rna-XM_015982468.2_1
g3903.t1_1	rna-XM_962613.4_1
g3904.t1_1	rna-XM_963477.4_1
g3905.t1_1	rna-NM_001168430.1_1
g3906.t1_1	rna-NM_001168434.1_1
g3912.t1_1	rna-XM_008192341.3_1
g3913.t1_1	rna-XM_015983551.2_1
g3918.t1_1	rna-XM_964954.4_1
g3930.t1_1	rna-XM_008194873.3_1
g3934.t1_1	rna-XM_064359690.1_1
g3935.t1_1	rna-XM_008194319.3_1
g3936.t1_1	rna-XM_008194600.3_1
g3937.t1_1	rna-XM_015979010.2_1
g3938.t1_1	rna-XM_965419.5_1
g3940.t1_1	rna-XM_001814267.4_1
g3941.t1_1	rna-XM_968870.4_1
g3942.t1_1	rna-XM_963546.5_1
g3943.t1_1	rna-XM_015983663.2_1
g3944.t1_1	rna-XM_064355143.1_1
g3945.t1_1	rna-XM_064354793.1_1
g3946.t1_1	rna-XM_064354685.1_1
g3947.t1_1	rna-XM_064355271.1_1
g3960.t1_1	rna-XM_967593.5_1
g3968.t1_1	rna-XM_008199404.3_1
g3973.t2_1	rna-XM_015983306.2_1
g3984.t1_1	rna-XM_015978167.2_1
g3985.t1_1	rna-XM_008193300.3_1
g3986.t1_1	rna-XM_967644.5_1
g3987.t1_1	rna-XM_008193348.3_1
g3988.t1_1	rna-XM_970505.5_1
g3989.t2_1	rna-XM_968028.4_1
g3990.t1_1	rna-XM_964748.5_1
g3991.t1_1	rna-XM_015979370.2_1
g3992.t1_1	rna-XM_968419.4_1
g3997.t1_1	rna-XM_966253.5_1
g4002.t1_1	rna-XM_008197423.3_1
g4005.t1_1	rna-XM_008196223.3_1
g4006.t1_1	rna-XM_015979084.2_1
g4008.t1_1	rna-XM_971027.4_1
g4009.t1_1	rna-XM_969301.5_1
g4010.t1_1	rna-XM_969098.4_1
g4011.t1_1	rna-NM_001170657.1_1
g4012.t1_1	rna-XM_965978.5_1
g4014.t1_1	rna-XM_965125.4_1
g4015.t1_1	rna-XM_001808909.4_1
g4017.t1_1	rna-XM_064359713.1_1
g4019.t1_1	rna-XM_962024.4_1
g4020.t1_1	rna-XM_008201846.3_1
g4021.t1_1	rna-XM_008201847.3_1
g4022.t2_1	rna-XM_008201854.3_1
g4023.t2_1	rna-XM_064356905.1_1
g4024.t1_1	rna-XM_015982720.2_1
g4026.t1_1	rna-XM_962669.4_1
g4027.t2_1	rna-XM_064359311.1_1
g4029.t2_1	rna-XM_064358811.1_1
g4030.t1_1	rna-XM_015977960.2_1
g4031.t1_1	rna-XM_008202875.3_1
g4032.t1_1	rna-XM_015985030.2_1
g4033.t1_1	rna-XM_064359592.1_1
g4034.t2_1	rna-XM_008200426.3_1
g4035.t1_1	rna-XM_963170.4_1
g4036.t1_1	rna-XM_064358079.1_1
g4037.t1_1	rna-XM_008200567.3_1
g4038.t1_1	rna-XM_008202102.3_1
g4039.t1_1	rna-XM_969340.4_1
g4040.t1_1	rna-XM_969262.4_1
g4041.t2_1	rna-XM_965161.4_1
g4042.t1_1	rna-XM_965000.4_1
g4045.t1_1	rna-XM_015984099.2_1
g4048.t1_1	rna-XM_015984129.2_1
g4049.t1_1	rna-XM_008200582.3_1
g4051.t1_1	rna-XM_008200583.3_1
g4053.t1_1	rna-XM_008196076.3_1
g4054.t1_1	rna-XM_015980513.2_1
g4056.t1_1	rna-XM_015980667.2_1
g4058.t2_1	rna-XM_966295.5_1
g4060.t1_1	rna-XM_961399.4_1
g4061.t1_1	rna-XM_008200585.3_1
g4062.t1_1	rna-XM_008200588.3_1
g4063.t1_1	rna-XM_962144.4_1
g4066.t1_1	rna-XM_008196077.3_1
g4070.t1_1	rna-XM_008196084.3_1
g4071.t1_1	rna-XM_966596.4_1
g4072.t1_1	rna-XM_008196042.3_1
g4073.t2_1	rna-XM_008195495.3_1
g4074.t2_1	rna-XM_064357110.1_1
g4075.t2_1	rna-XM_064357117.1_1
g4078.t2_1	rna-XM_008195488.3_1
g4079.t1_1	rna-XM_008195486.2_1
g4080.t1_1	rna-XM_008195485.3_1
g4084.t2_1	rna-XM_008195482.3_1
g4085.t3_1	rna-XM_967903.4_1
g4087.t1_1	rna-XM_001814799.4_1
g4088.t1_1	rna-XM_008195479.3_1
g4089.t1_1	rna-XM_967786.4_1
g4092.t1_1	rna-XM_008195477.3_1
g4093.t1_1	rna-XM_967697.4_1
g4094.t1_1	rna-XM_015980521.2_1
g4096.t1_1	rna-XM_015980577.2_1
g4097.t1_1	rna-XM_967617.4_1
g4099.t1_1	rna-XM_961371.5_1
g4100.t1_1	rna-XM_970335.4_1
g4103.t1_1	rna-XM_964546.5_1
g4106.t1_1	rna-XM_015980338.2_1
g4108.t1_1	rna-XM_966507.5_1
g4109.t1_1	rna-XM_968749.4_1
g4110.t1_1	rna-XM_963330.4_1
g4111.t1_1	rna-XM_967077.5_1
g4112.t1_1	rna-XM_967027.5_1
g4113.t1_1	rna-XM_969895.4_1
g4115.t1_1	rna-XM_008195204.3_1
g4116.t1_1	rna-XM_015980320.2_1
g4118.t1_1	rna-XM_968436.4_1
g4124.t1_1	rna-XM_064354659.1_1
g4128.t1_1	rna-XM_968635.4_1
g4130.t1_1	rna-XM_970411.4_1
g4134.t1_1	rna-XM_008192605.3_1
g4135.t1_1	rna-XM_964166.5_1
g4138.t1_1	rna-XM_962951.4_1
g4139.t1_1	rna-XM_008199123.3_1
g4141.t1_1	rna-XM_064354991.1_1
g4142.t1_1	rna-XM_969185.4_1
g4143.t1_1	rna-XM_969158.4_1
g4144.t1_1	rna-XM_968055.4_1
g4145.t1_1	rna-XM_064356776.1_1
g4146.t1_1	rna-XM_967972.5_1
g4147.t1_1	rna-XM_015979800.2_1
g4148.t1_1	rna-XM_008195087.3_1
g4152.t1_1	rna-XM_064356620.1_1
g4154.t2_1	rna-XM_015980329.2_1
g4155.t1_1	rna-XM_015980028.2_1
g4158.t1_1	rna-XM_008192745.3_1
g4161.t1_1	rna-XM_969635.4_1
g4162.t3_1	rna-XM_008196019.3_1
g4163.t1_1	rna-XM_964613.5_1
g4164.t1_1	rna-XM_064354688.1_1
g4166.t1_1	rna-XM_008192681.3_1
g4167.t1_1	rna-XM_967861.5_1
g4168.t1_1	rna-XM_008202029.3_1
g4169.t1_1	rna-XM_964225.5_1
g4170.t1_1	rna-XM_001810141.4_1
g4171.t1_1	rna-XM_967379.4_1
g4173.t1_1	rna-XM_015979038.2_1
g4174.t1_1	rna-XM_008202819.3_1
g4175.t1_1	rna-XM_064355736.1_1
g4177.t1_1	rna-XM_964738.5_1
g4178.t1_1	rna-XM_008192286.3_1
g4179.t1_1	rna-XM_970373.4_1
g4180.t2_1	rna-XM_008202882.3_1
g4181.t1_1	rna-XM_966860.5_1
g4182.t1_1	rna-XM_969051.4_1
g4183.t1_1	rna-XM_968528.5_1
g4184.t1_1	rna-XM_064359746.1_1
g4185.t1_1	rna-XM_064359745.1_1
g4186.t2_1	rna-XM_968559.4_1
g4187.t1_1	rna-XM_008192349.3_1
g4189.t1_1	rna-XM_008192354.3_1
g4192.t1_1	rna-XM_965986.4_1
g4196.t1_1	rna-XM_008198733.3_1
g4200.t1_1	rna-XM_064356055.1_1
g4204.t2_1	rna-XM_064357931.1_1
g4205.t1_1	rna-XM_969155.5_1
g4206.t2_1	rna-XM_008196216.3_1
g4207.t1_1	rna-XM_968539.5_1
g4208.t1_1	rna-XM_008203226.3_1
g4209.t1_1	rna-XM_970183.5_1
g4211.t1_1	rna-XM_015980319.2_1
g4214.t1_1	rna-XM_015983478.2_1
g4216.t1_1	rna-XM_064359666.1_1
g4218.t1_1	rna-XM_970545.4_1
g4221.t1_1	rna-XM_015979052.2_1
g4230.t1_1	rna-XM_001811698.4_1
g4232.t1_1	rna-XM_970046.5_1
g4234.t1_1	rna-XM_963382.4_1
g4235.t1_1	rna-XM_064357983.1_1
g4236.t2_1	rna-XM_015979372.2_1
g4240.t1_1	rna-XM_963245.4_1
g4242.t1_1	rna-XM_064355649.1_1
g4243.t2_1	rna-NM_001170621.1_1
g4244.t1_1	rna-XM_064359306.1_1
g4251.t1_1	rna-XM_969001.5_1
g4253.t1_1	rna-XM_008192360.3_1
g4255.t1_1	rna-XM_008192881.3_1
g4258.t1_1	rna-XM_064359451.1_1
g4259.t2_1	rna-XM_008199376.3_1
g4260.t1_1	rna-XM_008198814.3_1
g4261.t1_1	rna-XM_008192814.3_1
g4262.t1_1	rna-XM_968688.4_1
g4263.t1_1	rna-XM_015977950.2_1
g4264.t1_1	rna-XM_008198861.3_1
g4265.t1_1	rna-XM_961567.4_1
g4267.t2_1	rna-XM_968868.4_1
g4269.t1_1	rna-XM_008202686.3_1
g4270.t1_1	rna-XM_008202080.3_1
g4271.t2_1	rna-XM_064355979.1_1
g4272.t1_1	rna-XM_008193827.3_1
g4274.t1_1	rna-XM_968939.4_1
g4278.t1_1	rna-XM_064356487.1_1
g4279.t7_1	rna-XM_015980298.2_1
g4283.t1_1	rna-XM_008200864.3_1
g4284.t1_1	rna-XM_961836.4_1
g4286.t1_1	rna-XM_064357997.1_1
g4288.t1_1	rna-XM_064360055.1_1
g4291.t1_1	rna-XM_965111.5_1
g4293.t1_1	rna-XM_015979594.2_1
g4294.t1_1	rna-NM_001039435.1_1
g4300.t1_1	rna-XM_015982117.2_1
g4301.t1_1	rna-XM_968381.4_1
g4302.t2_1	rna-XM_963130.4_1
g4303.t1_1	rna-XM_965548.4_1
g4304.t1_1	rna-XM_968451.5_1
g4305.t1_1	rna-XM_968881.5_1
g4306.t1_1	rna-XM_008196901.2_1
g4307.t1_1	rna-XM_965647.4_1
g4308.t1_1	rna-XM_001812448.4_1
g4309.t1_1	rna-XM_965512.5_1
g4310.t1_1	rna-XM_008198175.3_1
g4311.t1_1	rna-XM_970498.4_1
g4312.t1_1	rna-XM_008197765.3_1
g4313.t1_1	rna-XM_008197532.3_1
g4314.t2_1	rna-XM_015981909.2_1
g4315.t1_1	rna-XM_008195418.3_1
g4316.t1_1	rna-XM_008198038.3_1
g4317.t1_1	rna-XM_008198032.3_1
g4318.t1_1	rna-XM_962343.3_1
g4325.t1_1	rna-XM_008197079.3_1
g4326.t1_1	rna-XM_965437.4_1
g4327.t2_1	rna-XM_963524.4_1
g4328.t1_1	rna-XM_962930.4_1
g4329.t2_1	rna-XM_967036.5_1
