ortholog_number	focal_transcript	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	chromosome	C_chinensis_dNdS	C_chinensis_dS	C_chinensis_dN	C_chinensis_positive_selection	B_siliquastri_dNdS	B_siliquastri_dS	B_siliquastri_dN	B_siliquastri_positive_selection	A_obtectus_dNdS	A_obtectus_dS	A_obtectus_dN	A_obtectus_positive_selection
4439	g13466.t2	1.37078301800374	6.76220488690167e-22	0.918777036225911	7.08674731207717e-08	5	0	0.1786302659449282	0.4249	0.0759	True	0.1408924205378973	0.6544	0.0922	False	0.2010784093462143	1.3353	0.2685	False
3129	g8920.t1	-1.50197104267918	4.95725583817227e-51	-0.466314273286946	2.95819353097322e-06	5	0	0.1937842778793418	0.4923	0.0954	False	0.1318666666666666	3.0	0.3956	False				
8	g1070.t2	0.578903673418554	9.28902003649958e-06	0.225993684040912	0.129968855403293	5	0	0.2826616175277252	0.3697	0.1045	True	0.1959233343474292	0.6574	0.1288	False	0.1718999467802022	0.9395	0.1615	False
8971	g3402.t2	1.76979215662585	1.74403772624427e-42	0.896025596396837	7.950109862729151e-09	5	0	0.0855234812580784	0.4642	0.0397	False	0.0873319488468685	0.9149	0.0799	False	0.0948993754337265	1.1528	0.1094	False
565	g3167.t1	0.75788977816068	0.0396159564768521	-0.432463201314212	0.324852605512146	5	0	0.0332784184514003	0.3035	0.0101	True	0.0160825367925959	0.6591	0.0106	False	0.0156538888204116	0.8113	0.0127	False
8132	g5173.t1	-2.06917807209329	0.0585392071954801	-2.43130082626732	0.0745904191153103	3	0	0.1449036719907788	0.6073	0.088	False	0.214416169487398	0.8213	0.1761	False	0.1270126621853994	1.2794	0.1625	False
5439	g6980.t1	-0.538383284354312	0.0010818936041497	-0.879422991407929	3.27610875612185e-07	5	0	0.0365920262151829	0.3662	0.0134	False	0.0191405754848523	0.7889	0.0151	False	0.0162192924215119	1.0543	0.0171	False
2129	g11314.t1	1.72921687946049	6.792530407394439e-33	0.206089351060794	0.22994059120177	5	0	0.0566129819424109	0.2049	0.0116	False	0.0115448048378229	0.7276	0.0084	False	0.030405049973698	0.9505	0.0289	False
8934	g14791.t3	0.365644743201622	0.028674312595192	-0.0339770465162152	0.882584718413199	5	0	0.0559957739038563	0.1893	0.0106	False	0.0766980825479363	0.3077	0.0236	False	0.0504013440358409	0.5357	0.027	False
8177	g5119.t1	-3.32748292094517	1.67795282744212e-41	-1.70332445253327	1.7210806991946999e-12	4	0	0.2784516832492844	0.7337	0.2043	True	0.2232991612301957	1.6095	0.3594	False	0.2420429706243002	1.8757	0.454	False
520	g136.t2	1.70729723925556	1.01502188165502e-42	0.791216097220578	3.5342413926448e-09	5	0	0.064430244941427	0.3756	0.0242	False	0.0502838605028386	0.9864	0.0496	False	0.0507003353718682	1.0138	0.0514	False
7859	g14013.t1	-0.257393260103122	0.0534418130301329	-0.131405125615148	0.430545637955065	5	0	0.0702764976958525	0.3472	0.0244	False	0.0902757619738751	0.689	0.0622	False	0.0742125538182642	0.8826	0.0655	False
275	g651.t2	0.682216437206861	1.41586634619549e-08	0.32488508437723	0.0169985393677405	5	0	0.1971260132645541	0.2714	0.0535	True	0.1053773438710677	0.6453	0.068	False	0.1185496703796317	0.8798	0.1043	False
8622	g2163.t1	-9.19365622745491	5.11427671961871e-07	-4.10893299475878	0.0162940909237394	4	0					0.4031085765403108	0.8943	0.3605	True				
2639	g8039.t2	-3.3758330740449	1.82555993608292e-30	-0.993812867890991	7.29463925966065e-05	5	0	0.0263754963131026	0.3526	0.0093	False	0.0306843891402714	0.7072	0.0217	False	0.0368812228298976	0.7131	0.0263	False
5329	g6910.t1	2.05305610209302	3.80013787143231e-63	-0.152915294480362	0.254443626323845	5	0	0.016798418972332	0.3036	0.0051	False	0.0462692382622248	1.0266	0.0475	False	0.0206805125939019	1.1315	0.0234	False
8667	g11076.t1	-1.86997948684002	1.12575574782631e-38	-0.0619559123071289	0.790895577669609	2	0	0.316270566727605	0.547	0.173	False	0.1921919868726924	1.4626	0.2811	False				
230	g1170.t1	0.0193770780885151	0.898953693929292	-0.858426287579952	2.9370381158427502e-09	5	0	0.1703900037864445	0.2641	0.045	False	0.1689990281827016	1.029	0.1739	False	0.0542864161139769	1.6284	0.0884	False
1998	g12153.t1	-0.84077314035777	0.0006969619383122	-0.599392735572827	0.0269460913675082	5	0	0.097173144876325	0.4528	0.044	False	0.0315978456014362	0.8355	0.0264	False	0.0485280999107939	1.121	0.0544	False
6859	g14372.t1	0.787019265491768	1.53283373459074e-25	0.0827548551647889	0.388470553530247	5	0					0.0203716140586523	0.8934	0.0182	False	0.0268647281921618	0.9492	0.0255	False
3639	g2619.t1	-0.455219128895422	0.0016139951576154	-0.0602582550812264	0.77800216314288	5	0	0.0111619919862621	0.3494	0.0039	False	0.0382546323968918	0.6692	0.0256	False	0.0294589637780834	0.8724	0.0257	False
4329	g13424.t1	3.9930799526992	7.393897955862881e-25	1.0979102163824	0.0219343982298482	5	0	0.2496404946793212	0.3477	0.0868	False	0.2538958570885595	0.7893	0.2004	False	0.1140309956979215	1.9293	0.22	False
6772	g3900.t1		1.0		1.0	5	0	0.0077057793345008	0.2855	0.0022	False	0.0170259508444322	0.7283	0.0124	False	0.0287822206029693	1.0979	0.0316	False
3114	g1808.t1	0.883166602567341	1.71367136721504e-10	0.23379585773936	0.22020444199861	4	0	0.1001283697047496	0.2337	0.0234	False	0.092571590586901	0.7054	0.0653	False	0.0507569613409029	1.4796	0.0751	False
3957	g2239.t1		1.0		1.0	5	0	0.0316949931097841	0.2177	0.0069	False	0.0188756110809342	0.7364	0.0139	False	0.0140853584814411	1.6542	0.0233	False
1262	g11954.t1	-0.23592901515827	0.122445254224939	-0.483703079216096	0.001768948510125	5	0	0.1963524396020843	0.4222	0.0829	False	0.0714886459209419	1.3079	0.0935	False	0.0120412844036697	1.0464	0.0126	False
4404	g13502.t1	-1.18486256896756	1.2198829454911899e-12	-0.696161138912734	4.61562161523215e-06	5	0	0.0192601650871293	0.3271	0.0063	False	0.0605362572560582	1.0853	0.0657	False	0.0557688791369537	1.0938	0.061	False
4896	g6882.t1	-0.945103243783731	2.2430768428687e-11	-0.69991570334689	3.2398333959085805e-09	5	0	0.0118712902218056	0.3201	0.0038	False	0.0193738924985233	0.8465	0.0164	False	0.0814378877047876	0.6287	0.0512	True
3151	g8890.t1	-0.466077156506242	0.005246453799392	-0.906790947070069	1.70621741155686e-07	5	0	0.096338028169014	0.355	0.0342	False	0.1090877558099202	0.5766	0.0629	False	0.0929061144536169	0.7147	0.0664	False
6737	g3669.t3	-1.15288614591354	6.632546729487249e-22	-0.322748382998381	0.711781188298646	5	0	0.083531086853346	0.4214	0.0352	True	0.0165975103734439	0.6748	0.0112	False	0.1979985704074338	0.5596	0.1108	True
4441	g13464.t1	-2.56216006600889	2.10008146355178e-08	-0.429737693093668	0.226030764865754	5	0	0.0944542922258799	0.3949	0.0373	False	0.1134827463536108	0.5622	0.0638	False	0.118464501926252	0.7268	0.0861	False
1227	g11008.t3	-0.0640240045660778	0.623925592062536	0.0736630167365009	0.639090914306321	4	0	0.0451589595375722	0.2768	0.0125	True	0.0317175344105326	0.6684	0.0212	False	0.0413172175629008	0.8108	0.0335	False
3912	g13030.t1	2.47373672343205	2.75814893845495e-40	0.588099129660223	0.0087336695401921	5	0	0.0678417026937146	0.3007	0.0204	False					0.0727486066295101	1.0227	0.0744	False
4090	g13296.t1	0.414055270562081	0.0017890138098803	0.0584126662052553	0.731290603459965	5	0					0.3221604016827249	0.7369	0.2374	True	0.3247886070315977	1.1235	0.3649	False
3580	g12664.t1	0.820361458326312	1.10945369423561e-08	0.193563240724874	0.240428040140337	4	0	0.0465724751439037	0.1911	0.0089	False	0.0485708145282613	0.4653	0.0226	False	0.0641502746765904	0.5643	0.0362	False
5896	g10043.t1	1.1069468335731	8.86510790612408e-12	0.652056836421626	0.0002767882290754	5	0	0.1872290106424911	0.2537	0.0475	False	0.1596456034770979	0.5982	0.0955	False	0.2054455445544554	0.7676	0.1577	False
8909	g1846.t1	0.78250746049175	1.1440607770715701e-14	-0.600318123124848	6.63695050662512e-10	5	0	0.02152133580705	0.2695	0.0058	False	0.0490930031672905	0.6946	0.0341	False	0.0484717921098693	0.7427	0.036	True
2114	g11295.t1	-10.062348360196	4.2024765187229e-17	-3.68592096232853	0.0002319908379691	4	0	0.0927326029933652	0.6481	0.0601	False	0.2128307939053729	1.247	0.2654	False	0.2131717240210205	1.1798	0.2515	False
7772	g13890.t1	-2.83669320165404	4.08498321961769e-05	-0.694708825429012	0.513015062168303	4	0	0.2984629502179399	0.4359	0.1301	False	0.152576145744378	1.0539	0.1608	False	0.2539043786528696	1.0437	0.265	False
5404	g6934.t1	-0.230194574391683	0.363295154222426	-0.890410072567194	0.0001164990520507	5	0	0.0249090400223901	0.3573	0.0089	False	0.0331100478468899	0.5225	0.0173	False	0.0492804778713005	0.7366	0.0363	False
2957	g8686.t1	-0.214913780366505	0.12770729815286	0.0546029470978528	0.792210925156477	5	0					0.1222246891651865	0.9008	0.1101	False	0.1250402576489533	1.242	0.1553	False
5090	g6194.t1	-0.657258762709007	1.16416148130881e-10	-0.446544654128601	1.21127721843744e-05	5	0	0.05440097799511	0.3272	0.0178	True	0.064214463840399	0.802	0.0515	False	0.0523826521506335	1.1206	0.0587	False
558	g72.t1	2.75225284888571	5.70585642957893e-88	1.13488184039094	3.0980405668486897e-13	5	0	0.2218004338394793	0.3688	0.0818	False	0.1934940383618455	0.7716	0.1493	False	0.2193677776716646	1.0471	0.2297	False
2580	g7966.t1	0.132041633733807	0.357301946863491	0.734052496869873	4.63813673016869e-07	5	0	0.0627561475409836	0.3904	0.0245	False	0.0700725420589597	0.6479	0.0454	False	0.0996293873991715	0.9174	0.0914	False
7737	g9612.t1	0.862126948066826	2.76064203498759e-10	0.166712499005045	0.334849776134832	5	0	0.0525963149078726	0.597	0.0314	False	0.0362072225373416	1.0578	0.0383	False	0.0347794385709077	1.3715	0.0477	False
2151	g5601.t1	2.70310755593902	1.6193463226373801e-09	-0.0812386434018767	0.900343256525858	5	0					0.0501637197118533	0.7635	0.0383	False	0.0342901175110768	1.0382	0.0356	False
2912	g8530.t2	-12.2030107921922	1.5138839622089e-06	-7.15338615776089	0.0031190965465348	2	0	0.221161657189277	0.4924	0.1089	False	0.329145728643216	0.7164	0.2358	False				
5441	g6982.t1	-1.51174670615694	5.47365380354632e-59	-0.291664328844408	0.004260026236905	5	0	0.0493175614194722	0.5495	0.0271	False	0.0572095738470519	0.8565	0.049	False	0.076532635419145	1.2609	0.0965	False
189	g805.t1	0.313301941108658	0.0297223818738619	0.339647136456778	0.0434447884903922	4	0					0.0298289805117327	0.7543	0.0225	False	0.0504533829342013	0.8602	0.0434	False
937	g261.t1	0.627264768255529	7.879528117290631e-09	-0.0649222521293709	0.669882426561387	4	0					0.1098712446351931	0.8155	0.0896	False	0.0684917967977861	1.0118	0.0693	False
8523	g14653.t2	-0.856573430474271	2.9836476019996303e-09	0.0592785885553348	0.761521206866789	5	0	0.0224865266679055	0.5381	0.0121	False	0.0542210820895522	0.8576	0.0465	False	0.029738044187564	1.0727	0.0319	False
174	g820.t1	0.264421434940813	0.0200680706532635	-0.484629995339897	1.98686898120836e-05	5	0	0.0074175287917235	0.5123	0.0038	False	0.0152007547961002	0.9539	0.0145	False	0.0152945619335347	1.5888	0.0243	False
972	g224.t1	0.301773231250575	0.0145813620722418	-0.161698025906182	0.257371630128422	5	0	0.0352822580645161	0.2976	0.0105	False	0.0397484276729559	0.795	0.0316	False	0.04916783127938	0.7871	0.0387	False
131	g884.t1	1.27277567787212	2.06907470761356e-27	0.544857753400589	1.79906322956195e-05	4	0					0.3075067832378655	1.3268	0.408	True	0.2186645841468176	1.7927	0.392	False
8566	g2104.t1	1.09956446720837	8.73968077462413e-18	0.489474021249292	0.0007112337663485	5	0	0.3195390256678889	0.3818	0.122	False	0.2219133996489175	0.6836	0.1517	False	0.2104418530009629	0.9347	0.1967	False
5028	g3218.t1	-0.132680119796175	0.382960125362472	-0.788242898679329	2.37612130636589e-07	5	0	0.0671834625322997	0.2709	0.0182	False	0.0770766159987716	0.6513	0.0502	False	0.0722992351816443	0.8368	0.0605	False
2538	g7942.t1	0.340955670809476	0.0046766874644217	-0.498727789739736	4.84796573328833e-05	5	0	0.0372585096596136	0.2174	0.0081	True	0.0577440665524834	0.4087	0.0236	False	0.0164256382788787	0.5601	0.0092	False
4028	g13187.t1	0.915498735947828	3.2733721832707603e-09	-0.0837704123800467	0.692543318341341	5	0	0.1648998822143698	0.3396	0.056	False	0.1099918322896814	0.7346	0.0808	False	0.0917693445046821	1.0145	0.0931	False
3538	g2695.t1	0.913213933494057	3.34613566973189e-19	-0.115782916883684	0.398360985484692	4	0					0.0755960225230621	0.8347	0.0631	False				
1163	g11583.t1	0.344552153166505	0.0065655109752422	0.304738042866653	0.0282929029425683	5	0	0.0	0.3447	0.0	False	0.0061475409836065	0.8784	0.0054	False	0.0185055048020613	0.8538	0.0158	False
4705	g6032.t1	-2.36341304179272	2.90292054331232e-29	-0.461572828742335	0.0358005905996261	3	0					0.4257967593089387	0.9319	0.3968	True	0.3062960862166761	1.9393	0.594	False
1920	g7700.t2	0.178165922650232	0.0765472722580301	-0.0915153473554372	0.429251071862807	5	0	0.0201228553272611	0.4721	0.0095	False	0.1059420289855072	0.69	0.0731	True	0.040411373260738	0.8265	0.0334	False
6473	g9735.t1	-0.827925771047659	2.4889291655002903e-20	-0.292078621091274	0.0051964446077577	5	0	0.0630731380004473	0.4471	0.0282	False	0.0765832106038291	0.679	0.052	False	0.0714126311091274	0.8962	0.064	False
3215	g8982.t1	-0.614107737914716	3.17163824702704e-08	-0.0968018494566233	0.570147016058796	5	0	0.0	0.2867	0.0	False	0.0031893302406494	0.6898	0.0022	False	0.0	0.915	0.0	False
3681	g2597.t1	-1.21123999162972	2.65412259093347e-12	-0.0454127067682599	0.830853944053748	4	0					0.224971450323563	0.7881	0.1773	False	0.1861582498466571	0.9782	0.1821	False
4391	g13518.t2		1.0		1.0	5	0	0.0068134171907756	0.1908	0.0013	False	0.0166035011730734	0.5541	0.0092	False	0.0167357347784507	0.6274	0.0105	False
4740	g5868.t1	0.189637517775631	0.0332826780248362	-0.173170700236903	0.0833880660288123	5	0	0.142928411075081	0.4009	0.0573	True	0.0097108329736728	0.9268	0.009	False	0.0544952285283777	1.1946	0.0651	True
1126	g11838.t5	-0.614878480507721	4.86640413329669e-05	-0.280747240273352	0.0969547501063757	5	0	0.0184864240323512	0.1731	0.0032	False	0.2417414132574928	0.4571	0.1105	True	0.2660825455383906	0.4337	0.1154	True
3250	g9080.t1		1.0		1.0	5	0	0.0311824080749819	0.5548	0.0173	False	0.0442379697684093	0.7211	0.0319	False	0.0274591588460201	0.8631	0.0237	False
6436	g9719.t1	0.806597745499076	1.2609505416350899e-13	-0.0751031597677724	0.589135230437095	5	0	0.0458477508650519	0.8092	0.0371	False	0.0739422041897822	1.2077	0.0893	False	0.0452116289012398	1.8712	0.0846	False
1965	g12226.t1	1.0595420575497	7.33121536634095e-26	-0.332296309537328	0.0025865759011811	5	0	0.1470588235294117	0.4488	0.066	True	0.1582547605842114	0.5409	0.0856	False	0.0983018668916781	0.9481	0.0932	False
5705	g10688.t1	-1.21569556137938	0.009675480040527	-1.50864907659438	0.0070413096995776	4	0					0.3160158265955616	0.5813	0.1837	False	0.1814941545480467	1.4028	0.2546	False
2215	g11430.t1	1.35800507433437	2.2612166685010996e-12	-0.895589229160593	2.70553080194098e-06	4	0	0.0432521215439364	0.3653	0.0158	False	0.0431485634946064	0.9363	0.0404	False	0.0302550064832156	1.3882	0.042	False
7473	g4204.t2	0.736580590039508	5.42595175176937e-10	0.0304433227546803	0.852137317077142	5	0	0.0436375749500333	0.3002	0.0131	False	0.0685106382978723	0.705	0.0483	False	0.0362000642604691	0.9337	0.0338	False
288	g907.t1	-1.57220496564067	3.51212226858669e-05	-0.67369308607407	0.136167516509315	4	0	0.0350385423966363	0.4281	0.015	False	0.0522360925948369	0.8251	0.0431	False	0.0503590821509896	1.1418	0.0575	False
5740	g10468.t1	1.79923131128945	6.913300697869681e-25	0.644628462392927	0.0008747142227891	5	0	0.0021151586368977	0.4255	0.0009	False	0.0097560975609756	0.8405	0.0082	False	0.0086829720951812	1.5087	0.0131	False
7436	g4844.t1	0.928847833388113	5.27053184728155e-17	-0.476519249103545	0.0001094202718209	5	0	0.0583839327417094	0.4282	0.025	False	0.0879430719656283	0.7448	0.0655	False	0.0655497382198952	0.955	0.0626	False
2250	g12293.t1	1.25652767285262	2.36907266265669e-23	0.388466390897871	0.0144161725786571	5	0	0.118041118041118	0.4329	0.0511	False	0.1455404901107103	0.8039	0.117	False	0.129117758424839	1.0564	0.1364	False
2681	g8088.t1	-1.81844759441374	1.5882289475591601e-31	-0.392833332715076	0.0191846157847451	5	0	0.0549262662962171	0.4679	0.0257	False	0.0677906976744186	0.86	0.0583	False	0.0449343912114739	1.3108	0.0589	False
659	g644.t2	0.559466726279383	2.2841870302219998e-14	0.168793153679998	0.0562023379457176	5	0	0.0819380121125757	0.5614	0.046	False	0.1054232133806386	0.7892	0.0832	False	0.0787768852034205	1.1577	0.0912	False
5391	g7141.t1	4.45528016159684	1.08768403464422e-38	3.32201509898029	1.7089533504801902e-15	5	0	0.120814880425155	0.5645	0.0682	True	0.0833514926999346	0.9178	0.0765	False	0.086130409307776	1.1947	0.1029	False
4170	g5054.t1	-4.00915361647565	1.30761479872702e-07	-0.475308340571711	0.603694706872833	5	0	0.0697095435684647	0.6025	0.042	False	0.0320783711102573	1.0412	0.0334	False	0.032728202505753	1.9555	0.064	False
1716	g11235.t1	-1.51089320654367	2.23829217191751e-05	-0.835324490236688	0.0071274367926277	5	0	0.0389426481000708	0.4237	0.0165	False	0.0486178337097988	0.9297	0.0452	False	0.0478075200499948	0.9601	0.0459	False
3460	g4902.t1	-2.26890367585322	9.9619543447619e-60	-1.0771465527877	1.15048630165407e-16	5	0					0.0503429355281207	0.729	0.0367	False	0.0619995894066926	0.9742	0.0604	False
6206	g9712.t1	0.0444808481610544	0.874561347903998	-0.0434214720348061	0.910799675673595	5	0	0.0176620266427181	0.6681	0.0118	False	0.0217590662776156	1.1995	0.0261	False	0.0085666666666666	3.0	0.0257	False
4933	g7013.t1	-0.949984778531647	4.53033154457397e-06	-1.22560845215495	1.9802495432803e-08	5	0					0.1848771266540642	1.058	0.1956	False	0.1526958208713927	1.2371	0.1889	False
6692	g3950.t1	-0.414449474877231	0.0902800439363885	-0.525920617293923	0.0556670545703283	3	0	0.4822750292169848	0.2567	0.1238	False	0.2921937116010119	0.5534	0.1617	False	0.2362221511565931	0.9381	0.2216	False
1382	g11686.t1	-0.533934277835151	9.79736963999893e-05	-0.297450771631545	0.0455846559482826	4	0	0.0603174603174603	0.2205	0.0133	False	0.0625380401704199	0.6572	0.0411	False	0.0464174094223868	0.8639	0.0401	False
1753	g11326.t1	2.01639497941409	0.0571389570459369	1.58996847001845	0.21848892117669	4	0	0.0218423551756885	0.3159	0.0069	False	0.0170017982671244	0.6117	0.0104	False	0.0254286714102414	0.8573	0.0218	False
4135	g13583.t1	3.59088306913575	3.20587500236369e-26	2.3290038607029	1.4874342939458098e-11	5	0	0.0196235482579094	0.4994	0.0098	False	0.0312463013374363	0.8449	0.0264	False	0.034937257380157	1.1077	0.0387	False
4976	g5861.t1	0.0955101444208559	0.426015143731932	-0.655274841590221	1.87041843760146e-08	5	0	0.0111317254174397	0.3773	0.0042	False	0.0222825033908157	0.5161	0.0115	False	0.0653234889250406	0.7991	0.0522	True
6243	g10065.t1	0.85361916826877	4.32271397576865e-28	0.118151683916161	0.233595562045232	5	0	0.0108544391873086	0.3593	0.0039	False	0.0170102349718898	0.6937	0.0118	False	0.0241448692152917	0.8449	0.0204	False
3425	g12869.t1	-0.636397688945677	0.0002294633621116	-0.333841782806696	0.109651220585338	4	0	0.2164846077457795	0.3021	0.0654	False	0.2657700322030688	0.5279	0.1403	False	0.2161802452704629	1.0519	0.2274	False
5170	g6404.t1	-5.93964676968142	5.31398790241902e-76	-1.42240176363042	5.999956739391e-07	3	0	0.11500904159132	0.2765	0.0318	False	0.1019146390107698	0.5014	0.0511	False	0.1687509416905228	0.6637	0.112	False
5933	g10225.t1		1.0		1.0	4	0					0.0779298931848954	0.6647	0.0518	False				
7206	g4087.t1	1.55019576152873	8.509625776095161e-21	1.60117120552007	3.6133831262704705e-15	5	0	0.1339876740470212	0.4381	0.0587	False	0.1225727005778156	1.0557	0.1294	False	0.0949449125081011	1.543	0.1465	False
2460	g14324.t1		1.0		1.0	3	0					0.1358344827586207	1.8125	0.2462	False	0.1235080104678623	1.5667	0.1935	False
5135	g6257.t2	0.323817102355006	0.0007011763637088	-0.140207002170662	0.222857449920475	5	0	0.0180261378999549	0.4438	0.008	False	0.0442232581579942	0.7937	0.0351	False	0.0359264760490159	1.0772	0.0387	False
2425	g7175.t1	1.06901588609325	2.07171956482265e-29	0.389553280549484	0.0004455097060301	5	0	0.0663636363636363	0.44	0.0292	False	0.0698425514735567	0.7431	0.0519	False	0.043364722639867	1.2637	0.0548	False
