Cmac_transcript_ID	conservation_rank	abdomen_sex_bias_category	head_thorax_sex_bias_category
g8557.t2	5	-1	-1
g3161.t1	4	1	0
g5149.t1	5	-1	0
g6021.t1	3	-1	0
g10771.t1	5	-1	-1
g2168.t1	3	-1	0
g8255.t1	5	1	0
g4562.t1	5	-1	-1
g8046.t1	5	-1	-1
g7095.t1	5	1	1
g14018.t1	4	1	1
g7997.t2	5	1	1
g4686.t1	5	1	0
g13959.t1	5	1	0
g7154.t1	3	1	0
g2627.t1	5	0	0
g10770.t1	5	0	-1
g14376.t1	5	1	0
g13451.t1	5	1	0
g12369.t1	5	1	-1
g5929.t1	5	1	1
g7886.t1	4	0	-1
g10853.t1	5	1	1
g12692.t1	5	1	1
g5639.t1	4	-1	-1
g2750.t1	5	1	0
g3629.t1	4	-1	0
g11648.t1	4	-1	-1
g13459.t1	5	-1	-1
g13033.t1	5	1	1
g3711.t1	5	1	0
g8883.t1	5	1	1
g12676.t1	5	1	1
g13289.t1	5	0	0
g13073.t1	5	-1	0
g13503.t1	4	0	0
g11957.t1	5	-1	-1
g1809.t1	5	0	0
g3877.t1	5	-1	-1
g6877.t1	5	1	0
g7977.t1	5	-1	0
g9557.t1	4	-1	-1
g6202.t1	5	0	0
g8535.t1	5	-1	0
g6989.t1	5	1	0
g5605.t1	5	1	0
g7485.t1	5	-1	0
g12567.t1	5	1	-1
g6933.t1	5	1	1
g8615.t1	5	1	0
g13893.t1	4	1	1
g11294.t1	5	-1	0
g206.t2	3	0	0
g4696.t3	3	1	-1
g4189.t1	5	0	0
g14745.t2	5	-1	0
g939.t1	5	1	0
g13657.t1	4	-1	0
g2158.t2	5	1	1
g9752.t1	4	-1	-1
g11626.t1	5	0	-1
g12392.t1	5	1	0
g10847.t1	5	1	0
g13513.t1	4	1	0
g2665.t1	5	1	0
g9725.t1	3	-1	0
g9073.t1	5	-1	-1
g12223.t1	5	-1	-1
g11872.t1	5	1	0
g5878.t1	4	1	0
g9281.t1	5	0	-1
g8979.t1	4	-1	-1
g9736.t1	5	-1	0
g6027.t1	5	1	1
g11584.t2	3	0	0
g8269.t1	4	1	0
g4806.t1	5	-1	-1
g10440.t1	5	-1	0
g7144.t1	5	0	0
g14229.t1	4	1	-1
g8094.t1	4	1	0
g4234.t1	5	1	0
g11426.t1	5	-1	0
g10685.t1	5	0	1
g858.t1	4	1	0
g2098.t1	5	-1	0
g13911.t1	3	-1	-1
g221.t1	5	-1	-1
g4466.t1	5	1	1
g14654.t1	5	-1	-1
g821.t1	5	0	0
g274.t1	3	-1	-1
g10609.t1	5	1	0
g9899.t1	5	-1	0
g11342.t1	5	-1	0
g12005.t1	5	-1	-1
g3831.t1	5	-1	0
g6754.t1	3	1	1
g5485.t2	5	-1	0
g1044.t1	5	0	0
g1120.t1	3	-1	0
g1282.t1	5	0	0
g681.t1	5	1	1
g2325.t1	4	0	0
g9425.t1	3	-1	0
g1207.t1	4	1	1
g7410.t1	5	0	-1
g9845.t1	5	1	0
g29.t1	5	0	-1
g11689.t1	5	-1	-1
g2253.t1	4	1	0
g5855.t1	3	-1	0
g12865.t1	5	1	0
g10064.t1	5	1	-1
g13588.t1	4	-1	-1
g11328.t3	4	-1	0
g10068.t1	5	-1	0
g4891.t2	3	-1	0
g7012.t1	5	-1	1
g11230.t1	5	1	0
g13213.t1	5	-1	-1
g4318.t1	5	1	0
g7169.t1	2	-1	-1
g10920.t1	4	-1	0
g6254.t1	4	-1	0
g318.t1	5	-1	0
g7328.t1	5	0	0
g10226.t1	4	-1	-1
g9249.t1	5	1	0
g4080.t1	5	0	0
g6413.t1	4	1	1
g5240.t1	5	0	-1
g2195.t1	4	0	0
g9639.t1	4	-1	-1
g927.t2	5	0	-1
g2278.t1	5	-1	-1
g6067.t1	3	0	0
g371.t3	5	1	0
g4368.t1	3	0	0
g14527.t1	5	-1	-1
g6823.t1	2	0	0
g1265.t1	5	1	1
g5101.t1	5	0	-1
g12816.t2	5	-1	0
g14709.t3	3	1	1
g11680.t1	5	1	-1
g4260.t1	4	0	-1
g3758.t1	5	0	0
g5078.t1	3	-1	-1
g11183.t1	5	-1	0
g4941.t1	3	1	1
g10176.t1	5	-1	0
g9969.t1	5	-1	-1
g18.t1	5	1	-1
g11718.t2	5	0	0
g13394.t1	4	-1	-1
g3801.t1	5	0	0
g10567.t1	5	0	0
g12746.t1	5	1	1
g12274.t1	3	-1	0
g5337.t2	5	-1	0
g6486.t2	5	-1	-1
g14071.t2	5	1	1
g4753.t1	3	0	0
g8146.t1	5	-1	-1
g3331.t1	5	1	0
g14124.t1	5	0	1
g6543.t1	4	-1	-1
g8423.t1	5	-1	-1
g4544.t1	5	1	1
g1031.t2	4	0	0
g7788.t1	5	1	1
g2071.t1	5	-1	0
g14383.t1	5	0	-1
g10632.t1	5	-1	-1
g2482.t1	4	-1	-1
g5274.t1	3	-1	-1
g876.t2	5	1	0
g310.t3	5	-1	0
g3431.t1	5	1	1
g4489.t1	5	-1	-1
g458.t1	5	1	-1
g6726.t1	5	0	1
g13138.t1	5	-1	-1
g9922.t2	3	1	0
g5678.t1	5	1	0
g3738.t1	5	1	1
g13753.t1	5	-1	-1
g10263.t1	3	-1	-1
g9056.t1	5	-1	-1
g11853.t1	5	1	0
g5895.t1	5	0	0
g7676.t1	5	1	0
g10533.t1	4	-1	0
g9014.t1	5	-1	-1
g10201.t1	4	-1	0
g9260.t1	5	1	0
g5788.t1	5	1	0
g11814.t1	2	-1	1
g12507.t1	2	-1	-1
g4433.t2	5	-1	0
g10867.t1	5	-1	0
g14047.t1	5	0	0
g4826.t1	4	1	0
g12313.t1	3	0	0
g10495.t1	5	-1	1
g2359.t2	4	-1	0
g4668.t2	4	1	0
g13815.t1	4	0	0
g14732.t1	5	1	0
g1164.t2	5	-1	-1
g662.t1	5	1	0
g4722.t2	5	-1	-1
g954.t1	4	1	1
g2144.t1	5	1	-1
g12368.t1	3	-1	-1
g10722.t1	5	1	-1
g13050.t1	5	-1	-1
g11633.t1	4	-1	0
g5022.t1	5	1	1
g8409.t1	2	0	0
g9024.t1	5	1	0
g13479.t1	5	1	0
g11925.t1	5	1	0
g13119.t1	4	-1	-1
g8909.t1	4	0	0
g3697.t1	5	-1	0
g10397.t1	5	1	1
g11803.t1	4	-1	-1
g6814.t1	2	0	0
g8563.t1	3	-1	0
g5574.t1	4	1	0
g7503.t1	5	1	0
g4385.t1	5	-1	-1
g2489.t1	5	0	0
g7812.t1	4	1	1
g6964.t1	4	-1	-1
g9594.t1	3	1	0
g9280.t1	4	1	0
g5057.t1	4	-1	0
g11451.t1	5	1	1
g4262.t1	5	-1	0
g12630.t1	5	1	1
g10156.t1	5	1	1
g3764.t1	5	1	1
g11373.t1	5	1	1
g13365.t1	5	0	0
g10015.t1	5	0	0
g4922.t1	5	0	1
g3092.t1	5	1	0
g7608.t1	5	0	0
g3323.t1	5	1	0
g2448.t1	4	0	0
g14088.t3	5	1	-1
g6465.t2	5	0	0
g4849.t2	4	-1	-1
g8122.t1	5	-1	-1
g9128.t1	5	1	-1
g10663.t1	5	-1	-1
g6616.t1	3	0	0
g202.t1	2	0	0
g8171.t1	5	-1	-1
g4786.t1	5	-1	0
g3547.t1	5	-1	0
g1858.t1	5	1	-1
g587.t1	5	1	0
g13697.t1	5	-1	1
g8810.t1	4	-1	0
g9335.t2	5	0	0
g13826.t1	3	-1	0
g1240.t1	3	-1	-1
g3388.t1	5	1	-1
g11878.t1	5	-1	-1
g9953.t1	3	-1	0
g14795.t1	5	1	1
g3044.t1	5	-1	0
g13005.t2	5	-1	-1
g12907.t1	3	-1	-1
g10284.t1	5	1	1
g5837.t1	5	1	1
g14671.t2	5	1	0
g13261.t1	4	-1	-1
g11069.t1	5	1	-1
g5952.t3	5	1	0
g7718.t1	5	1	0
g6900.t1	5	0	-1
g10219.t1	5	1	0
g12852.t1	5	0	0
g11542.t1	2	0	0
g13564.t1	5	-1	-1
g10250.t1	3	1	0
g4308.t1	5	0	0
g9111.t1	5	-1	0
g6232.t1	3	-1	0
g9536.t1	4	-1	-1
g8782.t2	5	-1	-1
g14636.t1	5	-1	0
g7194.t1	5	0	0
g4113.t1	5	-1	-1
g10102.t1	5	1	0
g6385.t1	2	1	1
g6367.t1	5	-1	0
g11266.t1	5	1	-1
g466.t1	5	1	-1
g2389.t1	4	0	-1
g1012.t1	4	0	-1
g1092.t1	3	-1	-1
g4166.t1	5	1	0
g708.t1	5	1	1
g2424.t1	5	1	0
g1181.t1	5	1	0
g9766.t1	5	1	0
g12450.t1	5	1	-1
g11494.t1	4	1	0
g10402.t1	5	0	0
g5851.t1	5	1	-1
g404.t1	5	-1	-1
g5108.t1	4	1	1
g4107.t1	5	1	0
g12550.t1	5	1	-1
g14628.t1	3	1	1
g3067.t1	4	0	0
g14404.t1	5	0	0
g10886.t1	4	1	1
g8218.t1	5	-1	0
g5376.t1	5	1	0
g2328.t2	5	1	1
g10803.t1	5	1	1
g4340.t1	5	1	0
g9205.t1	4	-1	-1
g11031.t1	5	0	0
g6557.t1	4	-1	-1
g501.t1	5	1	0
g6091.t1	5	-1	0
g10955.t2	5	1	-1
g9846.t1	5	0	1
g8365.t2	4	-1	-1
g12765.t1	5	-1	-1
g13413.t2	4	1	0
g6127.t2	5	-1	0
g13645.t1	4	-1	-1
g8287.t1	4	-1	-1
g9806.t1	5	1	0
g12251.t1	3	-1	0
g10022.t1	2	0	0
g11717.t1	5	1	0
g4777.t1	3	1	1
g1300.t1	5	0	0
g14718.t1	4	-1	-1
g1139.t1	5	-1	0
g3319.t1	5	1	0
g1351.t1	5	-1	0
g2449.t1	5	-1	0
g10908.t1	5	1	1
g12130.t1	4	-1	0
g3467.t1	4	-1	-1
g5451.t2	5	0	0
g8828.t1	5	-1	0
g5278.t1	5	-1	-1
g6435.t1	2	-1	0
g9048.t1	5	-1	0
g3509.t2	3	-1	-1
g11394.t1	4	1	0
g13190.t1	4	0	0
g6325.t2	5	-1	-1
g3917.t1	3	0	0
g7736.t1	4	1	0
g3065.t1	3	-1	-1
g11663.t1	5	-1	0
g9462.t1	4	-1	0
g14710.t2	3	1	1
g5969.t1	4	1	-1
g8340.t1	5	1	1
g10372.t1	5	1	0
g6156.t1	3	-1	-1
g11883.t1	5	0	0
g12819.t1	5	-1	-1
g13231.t1	4	-1	0
g4873.t1	3	-1	0
g2247.t1	4	-1	0
g8065.t1	4	1	0
g13996.t1	5	-1	1
g7110.t1	5	1	0
g9664.t1	5	1	0
g4187.t1	5	1	1
g8025.t1	5	-1	-1
g4720.t1	5	1	0
g6902.t1	3	-1	-1
g13930.t2	3	-1	0
g2645.t2	4	0	0
g10747.t1	4	-1	-1
g13540.t2	4	-1	-1
g5640.t1	3	1	1
g14611.t1	4	0	0
g12169.t1	5	1	1
g10720.t1	4	0	0
g12655.t1	5	-1	-1
g3590.t1	5	1	1
g3210.t1	5	1	1
g13432.t1	5	1	1
g11604.t1	5	0	-1
g9753.t1	5	1	0
g6874.t1	5	-1	-1
g13072.t4	5	-1	-1
g7018.t1	3	0	0
g11923.t2	5	1	-1
g203.t1	5	0	0
g8676.t1	4	0	0
g2128.t2	5	0	-1
g5169.t1	5	1	0
g11749.t1	2	0	0
g1835.t1	5	-1	1
g12571.t1	5	-1	0
g7486.t2	5	1	0
g765.t1	5	-1	0
g111.t1	4	-1	-1
g9562.t1	3	0	0
g3386.t2	4	1	0
g6648.t1	3	0	0
g10610.t1	3	-1	-1
g4533.t1	3	0	0
g2775.t1	4	0	-1
g275.t1	5	0	-1
g6118.t1	5	-1	-1
g7759.t1	3	1	1
g4487.t1	4	1	0
g10577.t1	4	-1	0
g13914.t1	4	-1	-1
g14786.t1	4	-1	0
g13317.t1	3	-1	-1
g5613.t1	2	-1	0
g12600.t1	5	0	0
g10341.t1	4	-1	-1
g6752.t1	4	-1	0
g3828.t1	5	-1	-1
g11965.t1	5	0	0
g11341.t1	5	-1	0
g13201.t1	4	1	0
g6858.t1	5	1	0
g9920.t2	3	-1	0
g2708.t1	5	0	0
g11818.t1	5	-1	0
g9728.t1	5	1	0
g480.t2	5	1	0
g14296.t1	2	-1	-1
g2214.t1	5	1	0
g14230.t1	5	1	0
g988.t1	5	0	-1
g894.t1	5	0	0
g4456.t1	5	0	0
g13652.t1	5	1	0
g9811.t1	5	-1	-1
g689.t1	5	1	0
g2375.t1	5	0	-1
g14549.t2	4	-1	0
g1202.t1	5	1	0
g13736.t1	5	1	0
g1025.t1	2	-1	0
g1287.t2	5	0	0
g1102.t1	5	1	-1
g4351.t1	5	0	-1
g6396.t1	5	-1	0
g10120.t1	5	1	0
g4099.t1	4	1	1
g9032.t1	5	0	0
g399.t1	4	1	1
g6249.t1	4	-1	0
g7187.t1	5	1	1
g4311.t1	5	-1	-1
g10259.t2	4	1	1
g3459.t1	3	1	0
g1761.t1	5	1	0
g5039.t1	2	-1	-1
g11240.t1	5	1	1
g4885.t1	4	1	1
g9690.t1	5	0	-1
g7036.t1	3	-1	-1
g3933.t1	2	-1	0
g11694.t1	5	-1	-1
g11535.t1	5	0	0
g13596.t1	4	-1	-1
g5847.t1	4	-1	0
g10056.t1	5	1	1
g12884.t1	5	1	-1
g14716.t1	5	1	0
g5965.t1	5	0	-1
g3055.t1	5	0	0
g10775.t1	5	1	-1
g2334.t1	4	0	0
g11890.t1	4	-1	-1
g290.t1	2	0	0
g8823.t1	5	0	0
g14581.t1	5	-1	-1
g2941.t1	5	1	1
g1259.t1	4	-1	0
g14535.t1	4	0	0
g10741.t2	5	-1	0
g3502.t3	5	1	0
g560.t1	4	-1	0
g2294.t1	5	-1	0
g14509.t1	3	0	0
g4773.t1	4	-1	0
g8430.t1	5	-1	-1
g14141.t1	5	1	0
g6526.t2	3	1	0
g3315.t2	5	-1	-1
g14180.t1	5	-1	-1
g8163.t1	4	1	-1
g4840.t1	4	1	0
g6477.t1	3	0	-1
g14078.t1	5	-1	0
g12753.t1	5	1	1
g10028.t1	5	1	0
g13378.t1	5	-1	-1
g11711.t2	5	1	1
g3778.t1	5	0	0
g12065.t1	5	1	1
g10168.t1	5	-1	0
g4928.t1	5	0	0
g3867.t1	4	0	0
g11380.t1	4	-1	-1
g5071.t1	5	0	-1
g149.t2	4	-1	0
g9988.t1	3	-1	-1
g5144.t1	5	1	1
g12576.t1	4	-1	0
g11287.t1	5	-1	0
g9578.t1	4	1	0
g6944.t1	5	0	0
g8670.t1	3	-1	0
g2132.t10	5	-1	-1
g12457.t1	4	0	0
g7982.t1	5	-1	-1
g14420.t1	4	0	0
g5586.t1	5	0	0
g8513.t1	5	0	-1
g6830.t1	5	-1	-1
g3850.t1	5	-1	0
g7823.t1	5	1	0
g13068.t1	5	1	1
g13714.t1	4	0	0
g13490.t1	5	-1	1
g6869.t1	4	-1	-1
g8900.t1	4	0	0
g3913.t1	5	1	0
g5033.t1	5	1	1
g10999.t1	5	1	1
g13012.t1	5	1	1
g13304.t1	5	0	-1
g12681.t1	5	-1	-1
g10753.t1	5	1	1
g12356.t1	5	-1	-1
g4576.t1	5	1	0
g7.t1	5	0	0
g2187.t1	4	1	1
g9661.t3	4	1	0
g1179.t1	5	0	0
g2209.t1	5	0	0
g10702.t1	5	1	0
g11422.t1	3	-1	-1
g4863.t1	3	-1	0
g14303.t1	5	1	0
g10452.t1	5	1	0
g4444.t2	5	1	1
g12302.t1	4	1	1
g8104.t2	4	0	0
g7130.t1	5	0	0
g11594.t1	4	1	1
g5798.t1	5	1	1
g11154.t1	4	-1	-1
g9860.t1	5	0	-1
g8973.t1	4	-1	0
g12644.t1	5	-1	0
g13528.t1	2	0	0
g5883.t1	4	1	0
g11829.t1	5	-1	-1
g9089.t1	5	1	0
g9732.t1	5	0	-1
g12178.t1	5	0	1
g5692.t1	5	0	-1
g12201.t1	2	-1	-1
g6863.t1	3	1	1
g279.t1	5	1	1
g2049.t1	4	1	1
g870.t1	4	-1	0
g4523.t2	5	-1	0
g238.t1	3	-1	-1
g730.t1	4	-1	-1
g2114.t2	5	1	1
g12581.t1	5	0	-1
g14243.t1	5	-1	-1
g723.t1	5	1	0
g4440.t1	5	-1	0
g71.t1	5	-1	-1
g14310.t1	5	-1	-1
g10268.t1	5	1	1
g11857.t1	5	-1	-1
g13132.t1	2	-1	0
g2720.t1	5	0	0
g9883.t1	4	0	0
g6737.t2	5	1	0
g13160.t1	5	-1	-1
g11739.t1	5	1	1
g4981.t1	5	1	1
g9100.t2	5	0	-1
g5731.t1	4	-1	-1
g9925.t1	5	-1	-1
g2675.t1	5	-1	-1
g5682.t1	5	1	0
g13207.t1	5	1	-1
g10630.t1	5	0	0
g4370.t1	4	-1	-1
g7769.t1	5	1	0
g3269.t2	4	1	1
g2477.t2	5	0	0
g7793.t1	5	1	0
g2083.t1	5	-1	-1
g7921.t1	4	1	1
g4495.t1	5	0	-1
g10411.t1	5	1	0
g7599.t1	4	1	1
g6779.t1	5	1	1
g12043.t1	2	0	0
g314.t1	5	1	0
g7499.t1	5	-1	-1
g2487.t1	5	1	0
g14395.t1	3	-1	0
g14345.t1	5	-1	-1
g7806.t1	4	0	0
g7573.t1	5	0	0
g13880.t2	5	1	1
g84.t1	5	0	0
g11639.t2	4	-1	-1
g3987.t1	5	1	1
g13123.t1	5	1	0
g12411.t1	4	-1	-1
g5620.t1	5	0	-1
g3622.t1	4	1	1
g12707.t1	3	0	0
g10471.t1	5	-1	0
g3723.t1	5	-1	0
g12363.t1	5	-1	-1
g13438.t1	4	-1	-1
g10726.t1	5	-1	-1
g2634.t1	5	-1	0
g7867.t1	3	0	0
g5941.t1	5	-1	-1
g9654.t1	5	1	1
g13734.t1	5	1	0
g13981.t1	5	-1	0
g2528.t1	4	1	0
g4680.t1	5	1	0
g8013.t1	4	-1	0
g8260.t2	5	-1	0
g10405.t1	5	-1	0
g7081.t1	4	1	0
g14032.t1	5	1	1
g8054.t1	5	-1	-1
g4726.t1	5	0	0
g12831.t1	5	0	-1
g11873.t2	5	-1	1
g9435.t1	5	-1	-1
g9957.t1	5	1	0
g8385.t1	4	0	0
g6148.t1	5	1	0
g11014.t1	5	1	1
g3048.t2	2	-1	-1
g7748.t1	5	1	1
g3071.t1	3	0	0
g10321.t1	5	-1	-1
g11135.t1	5	-1	0
g14799.t1	5	1	0
g6296.t1	5	-1	0
g8494.t1	5	-1	-1
g11204.t2	5	-1	-1
g5313.t1	2	0	0
g4637.t1	5	-1	0
g9523.t1	5	1	1
g8816.t1	4	1	-1
g6333.t1	5	1	-1
g7540.t1	5	1	-1
g12113.t1	4	-1	-1
g2442.t1	5	0	0
g3328.t1	5	1	1
g1382.t1	5	1	0
g3134.t1	5	1	0
g4793.t1	5	1	0
g1335.t1	4	-1	-1
g14770.t1	5	-1	-1
g11378.t1	5	1	1
g10011.t1	4	1	0
g4587.t1	4	0	0
g8641.t1	2	0	0
g9771.t4	5	-1	0
g8278.t1	4	-1	-1
g12462.t2	5	1	0
g5709.t1	5	0	0
g12249.t1	4	1	1
g10083.t4	5	-1	1
g8324.t1	4	-1	0
g9813.t1	5	-1	1
g7677.t1	5	1	0
g6996.t1	5	-1	0
g3141.t1	5	1	0
g9190.t1	5	-1	-1
g4173.t1	5	1	-1
g10646.t1	4	-1	-1
g2298.t1	5	-1	-1
g4355.t1	4	1	1
g9162.t1	5	1	0
g10811.t1	5	0	0
g2435.t1	4	1	0
g4062.t1	4	-1	-1
g8511.t1	5	0	0
g5271.t2	5	1	-1
g356.t1	3	-1	-1
g10254.t1	5	0	0
g9530.t1	5	1	1
g596.t1	4	1	1
g470.t1	5	-1	-1
g1872.t1	5	1	-1
g4130.t1	5	1	0
g9741.t1	2	0	0
g5842.t1	5	1	-1
g14667.t2	5	0	0
g13010.t2	5	-1	0
g10209.t1	4	1	0
g11536.t1	5	-1	0
g3645.t1	5	1	0
g12437.t1	4	0	0
g12388.t1	5	1	1
g12648.t1	5	0	0
g10707.t1	5	0	0
g9747.t1	5	0	0
g5873.t2	4	-1	-1
g1144.t1	3	-1	-1
g13546.t1	5	-1	0
g3603.t1	5	1	1
g10757.t1	5	1	0
g2591.t1	5	1	1
g12161.t1	5	1	0
g11047.t1	5	-1	-1
g6916.t1	5	0	-1
g13947.t1	4	-1	0
g4702.t1	5	0	-1
g8031.t1	5	0	0
g2186.t1	2	-1	-1
g14001.t1	5	1	1
g7128.t1	5	1	0
g8082.t1	5	1	0
g4573.t2	5	-1	-1
g780.t1	5	0	-1
g8538.t1	5	0	0
g14475.t1	5	0	0
g81.t1	5	-1	0
g9552.t1	4	0	0
g2133.t1	3	-1	-1
g211.t2	5	-1	-1
g13898.t2	5	-1	0
g1854.t1	5	1	1
g5476.t1	5	-1	0
g531.t1	4	-1	-1
g13037.t1	5	1	1
g13713.t1	5	1	0
g3704.t2	5	-1	0
g1196.t1	4	-1	-1
g3836.t2	5	0	-1
g6711.t2	5	1	0
g2700.t1	5	1	0
g9902.t1	5	1	1
g13180.t1	2	-1	-1
g11350.t1	5	0	0
g12202.t1	5	1	0
g12622.t1	5	-1	0
g6759.t1	5	0	-1
g7667.t1	5	1	0
g13326.t1	5	-1	-1
g4471.t1	5	1	0
g7948.t1	4	1	0
g10836.t1	5	1	0
g3224.t3	5	0	0
g216.t1	5	1	0
g13907.t1	3	1	1
g10604.t1	5	1	-1
g7960.t1	5	-1	-1
g4526.t1	3	-1	0
g5745.t2	4	1	0
g2046.t1	4	0	-1
g13721.t1	5	1	-1
g982.t2	2	-1	0
g914.t1	5	0	-1
g14333.t1	4	0	1
g14272.t1	5	-1	0
g2532.t1	4	0	0
g2203.t1	5	-1	-1
g9740.t3	4	0	0
g11590.t1	4	1	0
g14621.t1	4	1	0
g7544.t1	5	1	0
g321.t1	5	-1	0
g4314.t2	5	1	0
g5232.t1	4	1	1
g422.t1	5	0	0
g10230.t1	4	-1	-1
g10060.t1	5	1	1
g10949.t1	4	-1	0
g11693.t1	5	-1	-1
g3970.t1	3	0	0
g7008.t1	4	1	0
g13407.t1	5	1	1
g12787.t2	5	-1	0
g9788.t1	5	-1	-1
g8294.t1	5	-1	-1
g12265.t1	3	-1	-1
g13653.t1	5	0	0
g5772.t1	4	1	1
g9550.t1	4	0	0
g7896.t1	5	1	0
g9841.t1	5	1	0
g5992.t1	2	-1	0
g35.t1	5	1	1
g9184.t1	5	1	1
g4150.t1	4	-1	-1
g10791.t1	5	-1	-1
g6566.t1	4	0	0
g13594.t1	3	0	0
g8469.t1	5	1	1
g9421.t1	5	-1	-1
g8236.t1	5	-1	-1
g10879.t1	4	-1	-1
g4841.t1	5	-1	0
g9382.t1	4	1	1
g3310.t2	5	0	0
g1358.t1	5	-1	0
g1131.t1	5	-1	-1
g1317.t1	5	0	0
g3351.t1	5	1	0
g9964.t1	5	1	0
g146.t1	5	-1	-1
g7689.t1	5	0	-1
g10172.t1	5	1	0
g11893.t1	4	0	0
g6176.t1	4	1	0
g12811.t2	5	1	0
g10350.t1	5	1	0
g8346.t1	5	-1	0
g7650.t1	3	1	1
g13224.t1	5	1	0
g7970.t1	5	0	1
g11099.t1	3	-1	0
g9501.t1	5	0	-1
g11676.t1	5	1	0
g8208.t1	5	1	0
g4270.t1	5	-1	-1
g6114.t1	5	0	-1
g9139.t1	5	1	1
g5386.t1	5	-1	0
g6424.t1	4	1	0
g8485.t1	5	1	1
g6307.t1	5	0	1
g11402.t1	5	-1	0
g3528.t1	3	-1	0
g10905.t1	5	0	-1
g6856.t1	4	-1	-1
g8848.t1	5	1	0
g7522.t1	5	1	1
g12149.t1	5	0	-1
g365.t2	5	0	-1
g10679.t1	3	-1	0
g14769.t1	4	-1	-1
g9236.t1	4	-1	-1
g4796.t1	4	-1	-1
g8406.t1	5	1	1
g6506.t1	5	1	1
g14834.t1	5	-1	0
g8127.t2	5	1	0
g4039.t1	5	1	0
g14115.t1	5	1	0
g6449.t1	5	0	0
g12836.t1	5	-1	0
g10008.t1	5	-1	0
g4615.t1	5	1	1
g13360.t1	5	1	0
g11730.t1	4	1	0
g5834.t1	5	0	0
g7829.t1	5	0	-1
g10144.t4	5	-1	0
g4958.t2	4	-1	0
g7683.t1	5	1	1
g13241.t1	4	1	1
g3792.t1	4	-1	-1
g14685.t1	5	0	0
g2228.t1	5	-1	-1
g10318.t2	4	-1	-1
g4235.t1	5	-1	0
g11015.t1	5	0	-1
g10053.t1	5	1	1
g3213.t1	2	-1	-1
g7365.t1	5	0	0
g13854.t1	5	0	0
g645.t1	5	-1	-1
g14515.t1	5	1	1
g4633.t1	4	0	0
g8854.t1	5	-1	0
g9257.t2	5	1	0
g5381.t1	5	0	0
g10972.t1	5	1	0
g6376.t1	4	1	1
g4339.t1	4	0	0
g7210.t1	5	1	0
g12264.t1	4	0	0
g11260.t1	4	0	0
g5104.t1	2	0	0
g6280.t1	5	0	0
g6211.t1	5	1	-1
g10232.t1	5	-1	0
g9103.t1	5	1	1
g4619.t1	5	0	0
g327.t2	3	0	1
g8796.t1	4	-1	0
g7723.t2	5	-1	-1
g6069.t1	2	-1	0
g13571.t2	5	-1	-1
g9007.t1	3	-1	-1
g6890.t1	3	-1	-1
g4906.t1	5	1	1
g10206.t1	5	-1	-1
g12963.t1	5	1	0
g11062.t1	5	0	0
g13280.t1	4	-1	0
g10301.t1	4	0	0
g12892.t1	4	-1	-1
g7006.t2	5	-1	0
g3146.t1	4	-1	-1
g9833.t1	5	1	1
g10085.t1	5	1	0
g3290.t1	4	-1	-1
g4063.t1	5	-1	-1
g1050.t1	5	-1	0
g2394.t1	5	1	1
g5365.t1	5	1	0
g2310.t1	4	1	1
g1007.t2	4	-1	0
g1225.t1	5	-1	0
g5453.t1	4	1	1
g11782.t1	5	0	0
g9887.t2	5	0	0
g363.t1	5	1	1
g14645.t1	4	0	0
g800.t1	5	1	0
g515.t1	4	-1	-1
g10597.t1	5	1	0
g2340.t1	5	1	1
g252.t1	5	1	0
g1155.t1	5	0	-1
g2084.t1	5	-1	0
g5124.t1	3	1	1
g4457.t1	3	-1	-1
g10508.t2	5	1	0
g11178.t1	5	1	-1
g9815.t1	5	-1	-1
g4653.t1	5	0	0
g10523.t1	5	1	1
g4406.t1	5	1	1
g12515.t1	4	0	0
g14266.t1	5	-1	-1
g14053.t1	5	-1	0
g10561.t1	5	1	0
g5651.t1	5	-1	0
g11574.t2	3	-1	-1
g5778.t1	5	0	0
g2265.t1	3	0	0
g8990.t1	4	-1	0
g7704.t1	5	0	0
g1971.t1	4	0	0
g5917.t1	4	-1	-1
g11858.t1	5	0	-1
g12211.t2	4	1	1
g9065.t1	3	-1	-1
g10409.t1	5	1	0
g10470.t1	5	1	-1
g5646.t1	5	1	1
g667.t1	5	-1	0
g432.t1	5	0	-1
g2173.t1	5	1	0
g4682.t1	5	1	0
g2342.t1	3	1	0
g9657.t1	5	1	-1
g755.t1	4	-1	0
g4400.t1	4	-1	0
g11307.t1	5	-1	-1
g9603.t1	3	-1	-1
g14004.t1	4	1	-1
g6972.t1	4	-1	-1
g5155.t1	5	-1	-1
g3498.t1	5	1	0
g5571.t1	5	-1	0
g6798.t1	5	0	1
g8543.t2	5	1	0
g1075.t1	5	-1	-1
g3689.t1	5	-1	-1
g8926.t1	5	0	0
g11942.t1	5	0	0
g13474.t1	3	1	1
g11115.t1	4	0	0
g11796.t1	3	-1	-1
g10376.t1	4	-1	-1
g8873.t1	5	1	1
g2263.t1	2	0	0
g13043.t1	5	1	0
g4999.t2	4	0	0
g13706.t1	2	1	1
g11455.t1	3	0	0
g5706.t1	4	0	0
g7837.t1	5	-1	-1
g1052.t2	5	1	0
g2396.t2	5	-1	-1
g2393.t1	5	1	1
g1009.t1	5	0	0
g10642.t1	5	1	0
g1223.t1	3	-1	0
g9229.t1	5	1	0
g6374.t3	5	-1	-1
