g7.t1_1	rna-NM_132816.4_1
g1330.t1_1	rna-NM_164434.3_1
g1339.t1_1	rna-NM_001298289.1_1
g1340.t1_1	rna-NM_141512.3_1
g1343.t1_1	rna-NM_169744.3_1
g1344.t1_1	rna-NM_001015188.4_1
g1347.t1_1	rna-NM_001316528.1_1
g1348.t1_1	rna-NM_136607.2_1
g1349.t1_1	rna-NM_139590.4_1
g1350.t1_1	rna-NM_136755.4_1
g1351.t1_1	rna-NM_001169653.2_1
g1355.t1_1	rna-NM_169113.3_1
g1358.t1_1	rna-NM_132544.2_1
g1361.t1_1	rna-NM_137508.4_1
g1363.t2_1	rna-NM_078601.4_1
g1364.t1_1	rna-NM_134668.2_1
g1366.t1_1	rna-NM_133011.3_1
g1367.t1_1	rna-NM_141324.3_1
g1368.t1_1	rna-NM_001273296.2_1
g1369.t1_1	rna-NM_137458.3_1
g1370.t1_1	rna-NM_176220.2_1
g1371.t1_1	rna-NM_137084.3_1
g1372.t1_1	rna-NM_137491.4_1
g1373.t1_1	rna-NM_132687.2_1
g1375.t1_1	rna-NM_168575.4_1
g1379.t1_1	rna-NM_133096.3_1
g1382.t1_1	rna-NM_134620.4_1
g1383.t1_1	rna-NM_142466.3_1
g1384.t1_1	rna-NM_001298100.1_1
g1385.t2_1	rna-NM_001260081.2_1
g1386.t1_1	rna-NM_168749.2_1
g3571.t1_1	rna-NM_142007.3_1
g3579.t1_1	rna-NM_001297821.1_1
g3580.t1_1	rna-NM_001363927.1_1
g3581.t1_1	rna-NM_135102.3_1
g3585.t1_1	rna-NM_001299003.1_1
g3590.t1_1	rna-NM_079223.2_1
g3591.t1_1	rna-NM_001169428.3_1
g3592.t1_1	rna-NM_134901.2_1
g3593.t2_1	rna-NM_001259772.1_1
g3594.t1_1	rna-NM_135889.4_1
g3595.t1_1	rna-NM_165354.2_1
g3598.t1_1	rna-NM_001103560.3_1
g3599.t1_1	rna-NM_057638.4_1
g3600.t1_1	rna-NM_001258581.2_1
g3601.t1_1	rna-NM_140263.1_1
g3603.t1_1	rna-NM_057324.6_1
g3604.t2_1	rna-NM_001272392.2_1
g3605.t1_1	rna-NM_131942.3_1
g3608.t1_1	rna-NM_001104079.4_1
g3609.t3_1	rna-NM_078636.5_1
g3610.t1_1	rna-NM_134517.3_1
g3611.t1_1	rna-NM_001298859.1_1
g3612.t1_1	rna-NM_001274223.2_1
g3613.t1_1	rna-NM_136046.3_1
g3616.t2_1	rna-NM_001273755.1_1
g3618.t1_1	rna-NM_136821.3_1
g3619.t1_1	rna-NM_140196.4_1
g3620.t1_1	rna-NM_132321.4_1
g3621.t1_1	rna-NM_080109.4_1
g3623.t1_1	rna-NM_137153.4_1
g3624.t1_1	rna-NM_132292.4_1
g3625.t1_1	rna-NM_136896.2_1
g3626.t1_1	rna-NM_001298426.1_1
g3634.t1_1	rna-NM_139621.3_1
g3635.t1_1	rna-NM_057269.3_1
g3639.t1_1	rna-NM_001038984.3_1
g3640.t2_1	rna-NM_001297916.1_1
g3642.t1_1	rna-NM_164876.4_1
g3644.t1_1	rna-NM_001274947.1_1
g3645.t1_1	rna-NM_001103532.3_1
g3646.t1_1	rna-NM_001272707.1_1
g3650.t1_1	rna-NM_001144435.2_1
g3651.t1_1	rna-NM_132598.4_1
g3652.t1_1	rna-NM_079225.3_1
g3653.t1_1	rna-NM_134532.4_1
g3655.t1_1	rna-NM_139632.3_1
g3657.t2_1	rna-NM_079616.4_1
g3659.t1_1	rna-NM_001300002.1_1
g3660.t1_1	rna-NM_134544.3_1
g3661.t1_1	rna-NM_142258.4_1
g3662.t2_1	rna-NM_140304.7_1
g3663.t1_1	rna-NM_130731.3_1
g3664.t1_1	rna-NM_001297930.1_1
g3665.t1_1	rna-NM_135396.3_1
g3666.t1_1	rna-NM_141712.4_1
g3668.t1_1	rna-NM_001316543.1_1
g3669.t3_1	rna-NM_169733.5_1
g3678.t1_1	rna-NM_206448.1_1
g3681.t1_1	rna-NM_001382008.1_1
g3684.t1_1	rna-NM_057853.3_1
g3689.t1_1	rna-NM_134601.3_1
g3692.t1_1	rna-NM_132873.3_1
g3693.t1_1	rna-NM_079795.3_1
g3694.t1_1	rna-NM_001276069.1_1
g3695.t1_1	rna-NM_139982.5_1
g3696.t1_1	rna-NM_168283.4_1
g3697.t1_1	rna-NM_001272969.1_1
g3699.t1_1	rna-NM_001259805.2_1
g3700.t1_1	rna-NM_001043132.3_1
g3703.t1_1	rna-NM_143059.1_1
g3704.t2_1	rna-NM_001259583.1_1
g3711.t1_1	rna-NM_142460.3_1
g3714.t1_1	rna-NM_001382101.1_1
g3715.t1_1	rna-NM_140995.4_1
g3716.t1_1	rna-NM_143453.2_1
g3719.t1_1	rna-NM_143446.3_1
g3720.t1_1	rna-NM_135087.3_1
g3721.t1_1	rna-NM_136766.2_1
g3722.t1_1	rna-NM_001300600.1_1
g3723.t1_1	rna-NM_078837.4_1
g3733.t1_1	rna-NM_132493.3_1
g3734.t1_1	rna-NM_134511.2_1
g3735.t1_1	rna-NM_001382046.1_1
g3736.t1_1	rna-NM_136611.4_1
g3738.t1_1	rna-NM_140236.4_1
g3739.t1_1	rna-NM_132315.1_1
g3740.t1_1	rna-NM_137650.3_1
g3742.t1_1	rna-NM_001169211.2_1
g3743.t1_1	rna-NM_001297796.1_1
g3744.t1_1	rna-NM_001298421.1_1
g3746.t1_1	rna-NM_143742.3_1
g3748.t1_1	rna-NM_141080.3_1
g3749.t1_1	rna-NM_001258466.1_1
g3750.t1_1	rna-NM_001014610.2_1
g3755.t1_1	rna-NM_079802.3_1
g3758.t1_1	rna-NM_001300623.1_1
g3759.t2_1	rna-NM_170305.2_1
g3762.t1_1	rna-NM_057387.5_1
g3763.t1_1	rna-NM_142257.4_1
g3764.t1_1	rna-NM_140965.3_1
g3765.t1_1	rna-NM_001300011.1_1
g3766.t1_1	rna-NM_137806.4_1
g3770.t1_1	rna-NM_141669.3_1
g3773.t2_1	rna-NM_136312.2_1
g3776.t2_1	rna-NM_001259296.2_1
g3777.t1_1	rna-NM_137698.1_1
g3778.t1_1	rna-NM_001273621.2_1
g3779.t1_1	rna-NM_001273294.1_1
g3780.t1_1	rna-NM_001298684.1_1
g3781.t2_1	rna-NM_139602.3_1
g3783.t1_1	rna-NM_058025.5_1
g3785.t1_1	rna-NM_001169307.1_1
g3786.t2_1	rna-NM_001144152.2_1
g3790.t1_1	rna-NM_079384.5_1
g3791.t1_1	rna-NM_057439.2_1
g3793.t1_1	rna-NM_169774.3_1
g3796.t1_1	rna-NM_057339.5_1
g3798.t1_1	rna-NM_167552.2_1
g3799.t1_1	rna-NM_079016.3_1
g3801.t1_1	rna-NM_079480.3_1
g3802.t1_1	rna-NM_136344.3_1
g3804.t1_1	rna-NM_140076.2_1
g3807.t1_1	rna-NM_001297892.1_1
g3809.t3_1	rna-NM_001259985.2_1
g3813.t1_1	rna-NM_143523.3_1
g3815.t1_1	rna-NM_001300585.1_1
g3816.t1_1	rna-NM_142667.3_1
g3819.t1_1	rna-NM_001273672.2_1
g3820.t1_1	rna-NM_137622.3_1
g3823.t1_1	rna-NM_143500.4_1
g3824.t1_1	rna-NM_001299360.1_1
g3825.t1_1	rna-NM_141552.4_1
g3826.t1_1	rna-NM_138084.4_1
g3827.t2_1	rna-NM_138085.4_1
g3828.t1_1	rna-NM_166708.3_1
g3829.t3_1	rna-NM_001274134.1_1
g3830.t1_1	rna-NM_138198.4_1
g3831.t1_1	rna-NM_135267.3_1
g3832.t1_1	rna-NM_001273169.1_1
g3834.t2_1	rna-NM_134937.3_1
g3836.t2_1	rna-NM_136180.4_1
g3837.t1_1	rna-NM_143021.3_1
g3838.t1_1	rna-NM_001272415.1_1
g3840.t2_1	rna-NM_078742.3_1
g3841.t1_1	rna-NM_136616.5_1
g3847.t1_1	rna-NM_170537.2_1
g3848.t1_1	rna-NM_138196.3_1
g3850.t1_1	rna-NM_001144471.3_1
g3851.t1_1	rna-NM_079321.3_1
g3859.t1_1	rna-NM_168307.3_1
g3860.t1_1	rna-NM_001274526.1_1
g3877.t1_1	rna-NM_137542.4_1
g3879.t1_1	rna-NM_143410.4_1
g3886.t1_1	rna-NM_164692.3_1
g3891.t1_1	rna-NM_001274849.2_1
g3897.t1_1	rna-NM_165900.2_1
g3898.t1_1	rna-NM_001316530.1_1
g3899.t2_1	rna-NM_169810.2_1
g3900.t1_1	rna-NM_001276143.1_1
g3902.t1_1	rna-NM_141118.5_1
g3903.t1_1	rna-NM_140029.4_1
g3904.t1_1	rna-NM_206253.3_1
g3912.t1_1	rna-NM_001273892.1_1
g3913.t1_1	rna-NM_136405.4_1
g3932.t1_1	rna-NM_141580.3_1
g3935.t1_1	rna-NM_001201913.2_1
g3936.t1_1	rna-NM_001298723.1_1
g3937.t1_1	rna-NM_001298040.1_1
g3941.t1_1	rna-NM_140403.2_1
g3942.t1_1	rna-NM_141649.2_1
g3943.t1_1	rna-NM_001043109.2_1
g3944.t1_1	rna-NM_176494.4_1
g3945.t1_1	rna-NM_001043107.2_1
g3946.t1_1	rna-NM_079229.4_1
g3964.t1_1	rna-NM_079475.3_1
g3968.t1_1	rna-NM_165400.3_1
g3973.t2_1	rna-NM_141048.2_1
g3985.t1_1	rna-NM_079682.3_1
g3986.t1_1	rna-NM_140020.3_1
g3987.t1_1	rna-NM_058019.4_1
g3989.t2_1	rna-NM_001316628.1_1
g3990.t1_1	rna-NM_130617.4_1
g3992.t1_1	rna-NM_168838.3_1
g3997.t1_1	rna-NM_135465.4_1
g4002.t1_1	rna-NM_140661.3_1
g4006.t1_1	rna-NM_001297950.1_1
g4010.t1_1	rna-NM_139675.3_1
g4011.t1_1	rna-NM_143161.2_1
g4012.t1_1	rna-NM_136489.3_1
g4015.t1_1	rna-NM_001370050.1_1
g4017.t1_1	rna-NM_132128.3_1
g4019.t1_1	rna-NM_139722.4_1
g4021.t1_1	rna-NM_132633.4_1
g4023.t2_1	rna-NM_001274050.2_1
g4027.t2_1	rna-NM_140279.3_1
g4029.t2_1	rna-NM_135788.3_1
g4030.t1_1	rna-NM_001272692.1_1
g4031.t1_1	rna-NM_001258532.1_1
g4032.t1_1	rna-NM_176685.2_1
g4035.t1_1	rna-NM_001272650.1_1
g4036.t1_1	rna-NM_142784.3_1
g4037.t1_1	rna-NM_079915.3_1
g4038.t1_1	rna-NM_169434.3_1
g4039.t1_1	rna-NM_141739.2_1
g4040.t1_1	rna-NM_140983.3_1
g4041.t2_1	rna-NM_135522.4_1
g4042.t1_1	rna-NM_079550.4_1
g4048.t1_1	rna-NM_001298747.1_1
g4051.t1_1	rna-NM_001274979.1_1
g4053.t1_1	rna-NM_001201944.2_1
g4054.t1_1	rna-NM_001032249.4_1
g4060.t1_1	rna-NM_057424.4_1
g4061.t1_1	rna-NM_001274977.1_1
g4063.t1_1	rna-NM_001272546.1_1
g4070.t1_1	rna-NM_079814.3_1
g4071.t1_1	rna-NM_139854.2_1
g4073.t2_1	rna-NM_001014453.2_1
g4074.t2_1	rna-NM_134960.4_1
g4078.t2_1	rna-NM_164966.3_1
g4079.t1_1	rna-NM_134764.3_1
g4080.t1_1	rna-NM_001369976.1_1
g4084.t2_1	rna-NM_001258952.2_1
g4085.t3_1	rna-NM_136186.2_1
g4087.t1_1	rna-NM_136078.4_1
g4088.t1_1	rna-NM_001299141.1_1
g4089.t1_1	rna-NM_135259.3_1
g4092.t1_1	rna-NM_001273247.2_1
g4093.t1_1	rna-NM_135085.3_1
g4094.t1_1	rna-NM_001273168.2_1
g4097.t1_1	rna-NM_135330.2_1
g4100.t1_1	rna-NM_134986.3_1
g4103.t1_1	rna-NM_078823.4_1
g4107.t1_1	rna-NM_001272917.1_1
g4108.t1_1	rna-NM_165328.3_1
g4109.t1_1	rna-NM_079653.3_1
g4110.t1_1	rna-NM_141562.3_1
g4111.t1_1	rna-NM_165323.3_1
g4112.t1_1	rna-NM_141791.3_1
g4113.t1_1	rna-NM_144084.3_1
g4115.t1_1	rna-NM_140151.3_1
g4116.t1_1	rna-NM_079347.3_1
g4118.t1_1	rna-NM_143200.4_1
g4124.t1_1	rna-NM_165171.3_1
g4130.t1_1	rna-NM_001298009.1_1
g4131.t1_1	rna-NM_001297878.1_1
g4133.t1_1	rna-NM_001272250.2_1
g4134.t1_1	rna-NM_135318.2_1
g4135.t1_1	rna-NM_080372.4_1
g4138.t1_1	rna-NM_001274214.1_1
g4141.t1_1	rna-NM_001272885.1_1
g4142.t1_1	rna-NM_137615.3_1
g4144.t1_1	rna-NM_142121.2_1
g4146.t1_1	rna-NM_168638.3_1
g4147.t1_1	rna-NM_164930.2_1
g4152.t1_1	rna-NM_134582.4_1
g4155.t1_1	rna-NM_001275206.1_1
g4158.t1_1	rna-NM_001298643.1_1
g4161.t1_1	rna-NM_164984.3_1
g4162.t3_1	rna-NM_001103862.2_1
g4163.t1_1	rna-NM_206491.3_1
g4164.t1_1	rna-NM_057810.4_1
g4166.t1_1	rna-NM_140559.1_1
g4167.t1_1	rna-NM_168132.3_1
g4168.t1_1	rna-NM_001038781.2_1
g4169.t1_1	rna-NM_133000.3_1
g4170.t1_1	rna-NM_079049.4_1
g4171.t1_1	rna-NM_001273936.2_1
g4173.t1_1	rna-NM_166583.2_1
g4175.t1_1	rna-NM_001201801.2_1
g4177.t1_1	rna-NM_141946.3_1
g4178.t1_1	rna-NM_001103412.2_1
g4179.t1_1	rna-NM_165385.4_1
g4180.t2_1	rna-NM_168806.3_1
g4181.t1_1	rna-NM_139984.3_1
g4185.t1_1	rna-NM_140010.2_1
g4186.t2_1	rna-NM_079392.4_1
g4187.t1_1	rna-NM_140011.3_1
g4189.t1_1	rna-NM_167208.3_1
g4198.t1_1	rna-NM_001275003.1_1
g4199.t1_1	rna-NM_001298381.1_1
g4200.t1_1	rna-NM_170198.3_1
g4204.t2_1	rna-NM_001104031.2_1
g4205.t1_1	rna-NM_001275398.1_1
g4206.t2_1	rna-NM_134992.3_1
g4207.t1_1	rna-NM_166383.4_1
g4208.t1_1	rna-NM_143424.3_1
g4209.t1_1	rna-NM_001104493.2_1
g4211.t1_1	rna-NM_176037.3_1
g4214.t1_1	rna-NM_001273942.1_1
g4216.t1_1	rna-NM_001274347.1_1
g4218.t1_1	rna-NM_135531.3_1
g4232.t1_1	rna-NM_001274322.1_1
g4234.t1_1	rna-NM_132600.2_1
g4235.t1_1	rna-NM_001260383.2_1
g4240.t1_1	rna-NM_143069.2_1
g4243.t2_1	rna-NM_001274121.1_1
g4244.t1_1	rna-NM_141204.4_1
g4250.t1_1	rna-NM_001103827.2_1
g4251.t1_1	rna-NM_001369977.1_1
g4255.t1_1	rna-NM_176202.3_1
g4258.t1_1	rna-NM_143474.3_1
g4259.t2_1	rna-NM_001276102.1_1
g4261.t1_1	rna-NM_137977.4_1
g4262.t1_1	rna-NM_079244.3_1
g4264.t1_1	rna-NM_141503.4_1
g4265.t1_1	rna-NM_001170001.2_1
g4267.t2_1	rna-NM_139852.4_1
g4270.t1_1	rna-NM_001104199.5_1
g4271.t2_1	rna-NM_001038976.1_1
g4272.t1_1	rna-NM_001259557.2_1
g4274.t1_1	rna-NM_142669.4_1
g4278.t1_1	rna-NM_142200.4_1
g4279.t7_1	rna-NM_001316564.1_1
g4283.t1_1	rna-NM_141949.4_1
g4284.t1_1	rna-NM_001144647.3_1
g4286.t1_1	rna-NM_001014681.4_1
g4288.t1_1	rna-NM_168387.3_1
g4291.t1_1	rna-NM_135189.4_1
g4294.t1_1	rna-NM_142057.3_1
g4300.t1_1	rna-NM_001274243.2_1
g4301.t1_1	rna-NM_143093.3_1
g4302.t2_1	rna-NM_001299468.1_1
g4303.t1_1	rna-NM_001273632.1_1
g4304.t1_1	rna-NM_142971.3_1
g4305.t1_1	rna-NM_001300478.1_1
g4306.t1_1	rna-NM_141128.3_1
g4307.t1_1	rna-NM_001169749.2_1
g4308.t1_1	rna-NM_001043099.4_1
g4309.t1_1	rna-NM_001300049.1_1
g4310.t1_1	rna-NM_142639.4_1
g4311.t1_1	rna-NM_001273770.2_1
g4312.t1_1	rna-NM_001274154.1_1
g4313.t1_1	rna-NM_001275388.1_1
g4314.t2_1	rna-NM_001103571.2_1
g4315.t1_1	rna-NM_137416.3_1
g4316.t1_1	rna-NM_132440.2_1
g4317.t1_1	rna-NM_143592.2_1
g4318.t1_1	rna-NM_079351.4_1
g4325.t1_1	rna-NM_001299648.1_1
g4326.t1_1	rna-NM_080039.4_1
g4327.t2_1	rna-NM_079957.4_1
g4328.t1_1	rna-NM_078864.3_1
g4329.t2_1	rna-NM_137687.3_1
g4330.t1_1	rna-NM_001299728.1_1
g4331.t1_1	rna-NM_001276108.1_1
g4334.t1_1	rna-NM_079381.3_1
g4338.t1_1	rna-NM_001038859.4_1
g4340.t1_1	rna-NM_136045.3_1
g4342.t1_1	rna-NM_132271.5_1
g4348.t1_1	rna-NM_137831.3_1
g4350.t2_1	rna-NM_165636.2_1
g4351.t1_1	rna-NM_141631.3_1
g4353.t1_1	rna-NM_001201838.2_1
g4354.t1_1	rna-NM_144024.1_1
g4357.t1_1	rna-NM_001299868.1_1
g4358.t1_1	rna-NM_079287.2_1
g4364.t2_1	rna-NM_001274595.1_1
g4365.t1_1	rna-NM_136658.4_1
g4366.t2_1	rna-NM_001370036.1_1
g4372.t2_1	rna-NM_168011.1_1
g4374.t1_1	rna-NM_001274634.1_1
g4377.t1_1	rna-NM_079665.4_1
g4378.t1_1	rna-NM_079738.3_1
g4379.t1_1	rna-NM_001275944.1_1
g4383.t1_1	rna-NM_001300551.1_1
g4385.t1_1	rna-NM_165571.2_1
g4388.t2_1	rna-NM_143444.4_1
g4389.t1_1	rna-NM_143642.4_1
g4393.t1_1	rna-NM_001275425.1_1
g4395.t1_1	rna-NM_164499.2_1
g4396.t1_1	rna-NM_001032050.2_1
g4397.t1_1	rna-NM_137339.2_1
g4398.t1_1	rna-NM_166533.4_1
g4399.t1_1	rna-NM_142315.4_1
g4401.t1_1	rna-NM_136137.3_1
g4402.t1_1	rna-NM_143750.3_1
g4403.t1_1	rna-NM_140257.2_1
g4405.t1_1	rna-NM_001414080.1_1
g4406.t1_1	rna-NM_001043163.3_1
g4408.t1_1	rna-NM_001272790.1_1
g4409.t1_1	rna-NM_057438.4_1
g4415.t1_1	rna-NM_142166.2_1
g4417.t1_1	rna-NM_134318.3_1
g4418.t1_1	rna-NM_137757.3_1
g4420.t1_1	rna-NM_001297791.1_1
g4421.t2_1	rna-NM_170044.2_1
g4423.t1_1	rna-NM_001103723.2_1
g4424.t1_1	rna-NM_143009.2_1
g4425.t1_1	rna-NM_080037.3_1
g4426.t2_1	rna-NM_143182.4_1
g4427.t2_1	rna-NM_057863.4_1
g4428.t2_1	rna-NM_141609.3_1
g4431.t1_1	rna-NM_137882.2_1
g4432.t2_1	rna-NM_176254.2_1
g4433.t2_1	rna-NM_001169804.2_1
g4434.t1_1	rna-NM_079103.3_1
g4435.t2_1	rna-NM_136072.5_1
g4440.t1_1	rna-NM_079745.4_1
g4441.t1_1	rna-NM_206116.3_1
g4442.t1_1	rna-NM_135976.3_1
g4443.t1_1	rna-NM_001273657.1_1
g4444.t2_1	rna-NM_057677.4_1
g4445.t1_1	rna-NM_001316533.1_1
g4447.t1_1	rna-NM_140299.3_1
g4449.t1_1	rna-NM_132610.4_1
g4454.t1_1	rna-NM_057456.4_1
g4456.t1_1	rna-NM_001014495.2_1
g4458.t2_1	rna-NM_143661.3_1
g4459.t1_1	rna-NM_136233.3_1
g4460.t2_1	rna-NM_143568.3_1
g4461.t1_1	rna-NM_001300527.1_1
g4463.t1_1	rna-NM_136602.5_1
g4465.t1_1	rna-NM_001274839.1_1
g4466.t1_1	rna-NM_138122.5_1
g4467.t1_1	rna-NM_136487.4_1
g4468.t2_1	rna-NM_140511.4_1
g4469.t1_1	rna-NM_058094.5_1
g4471.t1_1	rna-NM_135939.3_1
g4472.t1_1	rna-NM_137612.2_1
g4473.t1_1	rna-NM_001275613.1_1
g4474.t1_1	rna-NM_001042946.3_1
g4475.t1_1	rna-NM_135190.5_1
g4476.t1_1	rna-NM_001275527.1_1
g4478.t1_1	rna-NM_169334.3_1
g4480.t1_1	rna-NM_169336.4_1
g4481.t1_1	rna-NM_001275525.1_1
g4482.t1_1	rna-NM_001201616.2_1
g4484.t1_1	rna-NM_079704.1_1
g4485.t1_1	rna-NM_132967.3_1
g4486.t1_1	rna-NM_164317.3_1
g4488.t1_1	rna-NM_140791.3_1
g4489.t1_1	rna-NM_057712.5_1
g4491.t1_1	rna-NM_137839.3_1
g4493.t1_1	rna-NM_001032232.3_1
g4495.t1_1	rna-NM_135894.3_1
g4496.t1_1	rna-NM_143801.3_1
g4497.t1_1	rna-NM_139506.3_1
g4498.t1_1	rna-NM_164408.2_1
g4499.t1_1	rna-NM_079131.3_1
g4501.t3_1	rna-NM_001103800.3_1
g4504.t1_1	rna-NM_140735.3_1
g4507.t2_1	rna-NM_001103962.4_1
g4510.t1_1	rna-NM_206385.1_1
g4511.t1_1	rna-NM_136485.4_1
g4513.t1_1	rna-NM_079068.5_1
g4514.t1_1	rna-NM_136590.2_1
g4515.t1_1	rna-NM_001103765.2_1
g4516.t1_1	rna-NM_136595.2_1
g4518.t1_1	rna-NM_001298318.1_1
g4520.t1_1	rna-NM_057970.4_1
g4521.t1_1	rna-NM_135222.3_1
g4522.t1_1	rna-NM_078752.3_1
g4523.t2_1	rna-NM_001043292.2_1
g4524.t1_1	rna-NM_001276019.2_1
g4527.t1_1	rna-NM_143085.3_1
g4531.t1_1	rna-NM_143303.3_1
g4532.t1_1	rna-NM_001260036.2_1
g4535.t1_1	rna-NM_001275416.2_1
g4537.t2_1	rna-NM_001275793.1_1
g4538.t2_1	rna-NM_001169535.3_1
g4539.t1_1	rna-NM_141573.4_1
g4540.t1_1	rna-NM_166431.4_1
g4541.t1_1	rna-NM_137172.4_1
g4542.t1_1	rna-NM_137399.4_1
g4543.t1_1	rna-NM_165645.2_1
g4544.t1_1	rna-NM_135568.4_1
g4545.t2_1	rna-NM_001300642.1_1
g4557.t1_1	rna-NM_134661.2_1
g4561.t1_1	rna-NM_142921.4_1
g4562.t1_1	rna-NM_137576.4_1
g4565.t1_1	rna-NM_078952.3_1
g4566.t1_1	rna-NM_131934.2_1
g4567.t1_1	rna-NM_001169901.1_1
g4570.t1_1	rna-NM_168025.2_1
g4572.t1_1	rna-NM_001274765.1_1
g4573.t2_1	rna-NM_140168.1_1
g4575.t2_1	rna-NM_139838.4_1
g4576.t1_1	rna-NM_079169.3_1
g4577.t1_1	rna-NM_080041.3_1
g4578.t1_1	rna-NM_001274639.1_1
g4579.t1_1	rna-NM_142960.4_1
g4580.t1_1	rna-NM_001144149.2_1
g4581.t1_1	rna-NM_078673.4_1
g4583.t2_1	rna-NM_135635.4_1
g4588.t2_1	rna-NM_001258604.2_1
g4589.t1_1	rna-NM_142947.4_1
g4590.t1_1	rna-NM_165535.2_1
g4592.t1_1	rna-NM_001347757.1_1
g4593.t1_1	rna-NM_001299271.1_1
g4594.t1_1	rna-NM_136712.4_1
g4595.t1_1	rna-NM_137501.3_1
g4597.t1_1	rna-NM_001274991.1_1
g4598.t1_1	rna-NM_001272801.1_1
g4599.t1_1	rna-NM_167678.3_1
g4600.t1_1	rna-NM_001031914.2_1
g4601.t1_1	rna-NM_142263.4_1
g4602.t2_1	rna-NM_169389.3_1
g4603.t1_1	rna-NM_058078.4_1
g4604.t1_1	rna-NM_166554.3_1
g4606.t1_1	rna-NM_136612.4_1
g4608.t1_1	rna-NM_142837.4_1
g4610.t1_1	rna-NM_136832.4_1
g4613.t1_1	rna-NM_206733.2_1
g4614.t1_1	rna-NM_079193.4_1
g4615.t1_1	rna-NM_136761.3_1
g4616.t1_1	rna-NM_138985.3_1
g4617.t2_1	rna-NM_079174.2_1
g4619.t1_1	rna-NM_001273871.2_1
g4620.t1_1	rna-NM_137695.4_1
g4621.t1_1	rna-NM_057427.3_1
g4622.t1_1	rna-NM_136073.3_1
g4623.t1_1	rna-NM_001299916.1_1
g4625.t1_1	rna-NM_001299939.1_1
g4626.t1_1	rna-NM_168627.3_1
g4629.t1_1	rna-NM_136404.4_1
g4630.t1_1	rna-NM_137093.5_1
g4631.t1_1	rna-NM_001414152.1_1
g4632.t1_1	rna-NM_141634.2_1
g4636.t1_1	rna-NM_079750.4_1
g4637.t1_1	rna-NM_140894.3_1
g4639.t2_1	rna-NM_079419.3_1
g4640.t1_1	rna-NM_139892.3_1
g4642.t1_1	rna-NM_079916.3_1
g4643.t1_1	rna-NM_139682.1_1
g4645.t1_1	rna-NM_144350.2_1
g4647.t1_1	rna-NM_139427.4_1
g4648.t1_1	rna-NM_078597.3_1
g4649.t1_1	rna-NM_139980.3_1
g4651.t1_1	rna-NM_164841.2_1
g4653.t1_1	rna-NM_139767.2_1
g4655.t1_1	rna-NM_140590.4_1
g4656.t2_1	rna-NM_137276.2_1
g4657.t1_1	rna-NM_001258886.1_1
g4658.t1_1	rna-NM_001275320.1_1
g4660.t1_1	rna-NM_142481.3_1
g4663.t2_1	rna-NM_001297918.1_1
g4664.t1_1	rna-NM_001273651.1_1
g4665.t1_1	rna-NM_001297922.1_1
g4667.t1_1	rna-NM_135375.4_1
g4670.t1_1	rna-NM_001111012.3_1
g4671.t1_1	rna-NM_001201752.2_1
g4672.t1_1	rna-NM_130491.5_1
g4673.t1_1	rna-NM_058056.4_1
g4675.t1_1	rna-NM_001169943.1_1
g4676.t1_1	rna-NM_168439.2_1
g4679.t1_1	rna-NM_139676.2_1
g4680.t1_1	rna-NM_137697.4_1
g4681.t1_1	rna-NM_057711.3_1
g4682.t1_1	rna-NM_078711.5_1
g4684.t2_1	rna-NM_140736.3_1
g4685.t1_1	rna-NM_136556.3_1
g4686.t1_1	rna-NM_164662.1_1
g4687.t1_1	rna-NM_057393.4_1
g4688.t1_1	rna-NM_169311.2_1
g4689.t1_1	rna-NM_140496.3_1
g4694.t1_1	rna-NM_001259540.1_1
g4695.t3_1	rna-NM_136690.5_1
g4702.t1_1	rna-NM_142074.4_1
g4703.t1_1	rna-NM_001300492.2_1
g4706.t1_1	rna-NM_080087.3_1
g4707.t2_1	rna-NM_139491.2_1
g4716.t1_1	rna-NM_138093.4_1
g4717.t1_1	rna-NM_057386.5_1
g4719.t1_1	rna-NM_142141.3_1
g4720.t1_1	rna-NM_079199.3_1
g4721.t1_1	rna-NM_134747.3_1
g4722.t2_1	rna-NM_132217.4_1
g4725.t2_1	rna-NM_165868.2_1
g4726.t1_1	rna-NM_001299666.1_1
g4731.t1_1	rna-NM_001103382.2_1
g4735.t2_1	rna-NM_057599.4_1
g4737.t2_1	rna-NM_143471.3_1
g4738.t1_1	rna-NM_001170312.1_1
g4739.t1_1	rna-NM_001260286.2_1
g4742.t2_1	rna-NM_137179.3_1
g4743.t1_1	rna-NM_079972.4_1
g4745.t1_1	rna-NM_136255.3_1
g4746.t1_1	rna-NM_137273.3_1
g4747.t1_1	rna-NM_001299104.1_1
g4748.t1_1	rna-NM_140032.3_1
g4749.t1_1	rna-NM_137948.2_1
g4750.t1_1	rna-NM_166204.2_1
g4752.t1_1	rna-NM_001103561.2_1
g4761.t1_1	rna-NM_166134.3_1
g4764.t1_1	rna-NM_001299847.1_1
g4767.t1_1	rna-NM_001169637.3_1
g4769.t1_1	rna-NM_001414151.1_1
g4770.t1_1	rna-NM_001104259.2_1
g4771.t1_1	rna-NM_141688.1_1
g4772.t1_1	rna-NM_141679.2_1
g4774.t1_1	rna-NM_078804.4_1
g4775.t1_1	rna-NM_132860.4_1
g4776.t1_1	rna-NM_001299118.1_1
g4778.t1_1	rna-NM_137234.4_1
g4779.t1_1	rna-NM_132804.2_1
