chromosome,A_obtectus,B_siliquastri,C_chinensis,C_maculatus,four_way_OG_ID,pairs_OG_IDs_lists
A,rna-AOBTE_LOCUS260-4,BRAKERILHT00000011450,CALCHIM00000025213,g7862.t1,62,"['B_siliquastri_C_maculatus_A-linked_ortholog_6613', 'A_obtectus_C_chinensis_A-linked_ortholog_97', 'A_obtectus_B_siliquastri_A-linked_ortholog_87', 'B_siliquastri_C_chinensis_A-linked_ortholog_7076', 'C_chinensis_C_maculatus_A-linked_ortholog_4789', 'A_obtectus_C_maculatus_A-linked_ortholog_81']"
A,rna-AOBTE_LOCUS263,BRAKERILHT00000010615,CALCHIM00000058236,g12204.t1,63,"['B_siliquastri_C_maculatus_A-linked_ortholog_6615', 'A_obtectus_C_chinensis_A-linked_ortholog_98', 'A_obtectus_B_siliquastri_A-linked_ortholog_88', 'B_siliquastri_C_chinensis_A-linked_ortholog_7077', 'C_chinensis_C_maculatus_A-linked_ortholog_8425', 'A_obtectus_C_maculatus_A-linked_ortholog_82']"
A,rna-AOBTE_LOCUS266,BRAKERILHT00000012146,CALCHIM00000031527,g12206.t1,64,"['B_siliquastri_C_maculatus_A-linked_ortholog_6616', 'A_obtectus_C_chinensis_A-linked_ortholog_100', 'A_obtectus_B_siliquastri_A-linked_ortholog_89', 'B_siliquastri_C_chinensis_A-linked_ortholog_7079', 'C_chinensis_C_maculatus_A-linked_ortholog_7772', 'A_obtectus_C_maculatus_A-linked_ortholog_84']"
A,rna-AOBTE_LOCUS273-5,BRAKERILHT00000011684,CALCHIM00000000640,g10344.t2,65,"['B_siliquastri_C_maculatus_A-linked_ortholog_6618', 'A_obtectus_C_chinensis_A-linked_ortholog_102', 'A_obtectus_B_siliquastri_A-linked_ortholog_91', 'B_siliquastri_C_chinensis_A-linked_ortholog_7082', 'C_chinensis_C_maculatus_A-linked_ortholog_1056', 'A_obtectus_C_maculatus_A-linked_ortholog_85']"
A,rna-AOBTE_LOCUS274,BRAKERILHT00000011625,CALCHIM00000000639,g10345.t1,66,"['B_siliquastri_C_maculatus_A-linked_ortholog_6619', 'A_obtectus_C_chinensis_A-linked_ortholog_103', 'A_obtectus_B_siliquastri_A-linked_ortholog_92', 'B_siliquastri_C_chinensis_A-linked_ortholog_7083', 'C_chinensis_C_maculatus_A-linked_ortholog_1055', 'A_obtectus_C_maculatus_A-linked_ortholog_86']"
A,rna-AOBTE_LOCUS289-3,BRAKERILHT00000011086,CALCHIM00000026372,g9781.t1,67,"['B_siliquastri_C_maculatus_A-linked_ortholog_6514', 'A_obtectus_C_chinensis_A-linked_ortholog_104', 'A_obtectus_B_siliquastri_A-linked_ortholog_93', 'B_siliquastri_C_chinensis_A-linked_ortholog_6978', 'C_chinensis_C_maculatus_A-linked_ortholog_376', 'A_obtectus_C_maculatus_A-linked_ortholog_87']"
A,rna-AOBTE_LOCUS290-2,BRAKERILHT00000011861,CALCHIM00000026369,g9782.t1,68,"['B_siliquastri_C_maculatus_A-linked_ortholog_6515', 'A_obtectus_C_chinensis_A-linked_ortholog_105', 'A_obtectus_B_siliquastri_A-linked_ortholog_94', 'B_siliquastri_C_chinensis_A-linked_ortholog_6979', 'C_chinensis_C_maculatus_A-linked_ortholog_375', 'A_obtectus_C_maculatus_A-linked_ortholog_88']"
A,rna-AOBTE_LOCUS333,BRAKERILHT00000011018,CALCHIM00000026374,g9760.t1,69,"['B_siliquastri_C_maculatus_A-linked_ortholog_6513', 'A_obtectus_C_chinensis_A-linked_ortholog_109', 'A_obtectus_B_siliquastri_A-linked_ortholog_98', 'B_siliquastri_C_chinensis_A-linked_ortholog_6976', 'C_chinensis_C_maculatus_A-linked_ortholog_377', 'A_obtectus_C_maculatus_A-linked_ortholog_89']"
A,rna-AOBTE_LOCUS339,BRAKERILHT00000011951,CALCHIM00000038860,g10126.t3,70,"['B_siliquastri_C_maculatus_A-linked_ortholog_5926', 'A_obtectus_C_chinensis_A-linked_ortholog_110', 'A_obtectus_B_siliquastri_A-linked_ortholog_99', 'B_siliquastri_C_chinensis_A-linked_ortholog_6353', 'C_chinensis_C_maculatus_A-linked_ortholog_2213', 'A_obtectus_C_maculatus_A-linked_ortholog_90']"
A,rna-AOBTE_LOCUS349,BRAKERILHT00000011566,CALCHIM00000026379,g9763.t1,71,"['B_siliquastri_C_maculatus_A-linked_ortholog_6511', 'A_obtectus_C_chinensis_A-linked_ortholog_113', 'A_obtectus_B_siliquastri_A-linked_ortholog_100', 'B_siliquastri_C_chinensis_A-linked_ortholog_6973', 'C_chinensis_C_maculatus_A-linked_ortholog_379', 'A_obtectus_C_maculatus_A-linked_ortholog_93']"
A,rna-AOBTE_LOCUS352,BRAKERILHT00000010454,CALCHIM00000026375,g9761.t1,72,"['B_siliquastri_C_maculatus_A-linked_ortholog_6512', 'A_obtectus_C_chinensis_A-linked_ortholog_115', 'A_obtectus_B_siliquastri_A-linked_ortholog_101', 'B_siliquastri_C_chinensis_A-linked_ortholog_6975', 'C_chinensis_C_maculatus_A-linked_ortholog_378', 'A_obtectus_C_maculatus_A-linked_ortholog_94']"
A,rna-AOBTE_LOCUS358,BRAKERILHT00000011221,CALCHIM00000026380,g9764.t1,73,"['B_siliquastri_C_maculatus_A-linked_ortholog_6510', 'A_obtectus_C_chinensis_A-linked_ortholog_116', 'A_obtectus_B_siliquastri_A-linked_ortholog_103', 'B_siliquastri_C_chinensis_A-linked_ortholog_6972', 'C_chinensis_C_maculatus_A-linked_ortholog_380', 'A_obtectus_C_maculatus_A-linked_ortholog_95']"
A,rna-AOBTE_LOCUS360-2,BRAKERILHT00000010666,CALCHIM00000026386,g9765.t1,74,"['B_siliquastri_C_maculatus_A-linked_ortholog_6509', 'A_obtectus_C_chinensis_A-linked_ortholog_117', 'A_obtectus_B_siliquastri_A-linked_ortholog_104', 'B_siliquastri_C_chinensis_A-linked_ortholog_6971', 'C_chinensis_C_maculatus_A-linked_ortholog_381', 'A_obtectus_C_maculatus_A-linked_ortholog_96']"
A,rna-AOBTE_LOCUS365-3,BRAKERILHT00000011472,CALCHIM00000038856,g10125.t1,75,"['B_siliquastri_C_maculatus_A-linked_ortholog_5925', 'A_obtectus_C_chinensis_A-linked_ortholog_118', 'A_obtectus_B_siliquastri_A-linked_ortholog_107', 'B_siliquastri_C_chinensis_A-linked_ortholog_6352', 'C_chinensis_C_maculatus_A-linked_ortholog_2212', 'A_obtectus_C_maculatus_A-linked_ortholog_97']"
A,rna-AOBTE_LOCUS388,BRAKERILHT00000011389,CALCHIM00000052789,g10128.t1,76,"['B_siliquastri_C_maculatus_A-linked_ortholog_5929', 'A_obtectus_C_chinensis_A-linked_ortholog_120', 'A_obtectus_B_siliquastri_A-linked_ortholog_110', 'B_siliquastri_C_chinensis_A-linked_ortholog_6356', 'C_chinensis_C_maculatus_A-linked_ortholog_3814', 'A_obtectus_C_maculatus_A-linked_ortholog_98']"
A,rna-AOBTE_LOCUS412,BRAKERILHT00000010457,CALCHIM00000052873,g10221.t1,77,"['B_siliquastri_C_maculatus_A-linked_ortholog_5930', 'A_obtectus_C_chinensis_A-linked_ortholog_124', 'A_obtectus_B_siliquastri_A-linked_ortholog_112', 'B_siliquastri_C_chinensis_A-linked_ortholog_6358', 'C_chinensis_C_maculatus_A-linked_ortholog_3171', 'A_obtectus_C_maculatus_A-linked_ortholog_99']"
A,rna-AOBTE_LOCUS414,BRAKERILHT00000011548,CALCHIM00000052871,g10224.t1,78,"['B_siliquastri_C_maculatus_A-linked_ortholog_5932', 'A_obtectus_C_chinensis_A-linked_ortholog_125', 'A_obtectus_B_siliquastri_A-linked_ortholog_114', 'B_siliquastri_C_chinensis_A-linked_ortholog_6359', 'C_chinensis_C_maculatus_A-linked_ortholog_3170', 'A_obtectus_C_maculatus_A-linked_ortholog_101']"
A,rna-AOBTE_LOCUS419,BRAKERILHT00000010681,CALCHIM00000052870,g10226.t1,79,"['B_siliquastri_C_maculatus_A-linked_ortholog_5934', 'A_obtectus_C_chinensis_A-linked_ortholog_126', 'A_obtectus_B_siliquastri_A-linked_ortholog_115', 'B_siliquastri_C_chinensis_A-linked_ortholog_6360', 'C_chinensis_C_maculatus_A-linked_ortholog_3169', 'A_obtectus_C_maculatus_A-linked_ortholog_102']"
A,rna-AOBTE_LOCUS430-2,BRAKERILHT00000010427,CALCHIM00000052867,g10227.t1,80,"['B_siliquastri_C_maculatus_A-linked_ortholog_5935', 'A_obtectus_C_chinensis_A-linked_ortholog_127', 'A_obtectus_B_siliquastri_A-linked_ortholog_116', 'B_siliquastri_C_chinensis_A-linked_ortholog_6362', 'C_chinensis_C_maculatus_A-linked_ortholog_3167', 'A_obtectus_C_maculatus_A-linked_ortholog_103']"
A,rna-AOBTE_LOCUS432,BRAKERILHT00000012191,CALCHIM00000052862,g10229.t1,81,"['B_siliquastri_C_maculatus_A-linked_ortholog_5937', 'A_obtectus_C_chinensis_A-linked_ortholog_129', 'A_obtectus_B_siliquastri_A-linked_ortholog_118', 'B_siliquastri_C_chinensis_A-linked_ortholog_6365', 'C_chinensis_C_maculatus_A-linked_ortholog_3165', 'A_obtectus_C_maculatus_A-linked_ortholog_104']"
A,rna-AOBTE_LOCUS436,BRAKERILHT00000012050,CALCHIM00000052861,g10231.t1,82,"['B_siliquastri_C_maculatus_A-linked_ortholog_5939', 'A_obtectus_C_chinensis_A-linked_ortholog_130', 'A_obtectus_B_siliquastri_A-linked_ortholog_120', 'B_siliquastri_C_chinensis_A-linked_ortholog_6366', 'C_chinensis_C_maculatus_A-linked_ortholog_3164', 'A_obtectus_C_maculatus_A-linked_ortholog_106']"
A,rna-AOBTE_LOCUS442,BRAKERILHT00000011152,CALCHIM00000052858,g10232.t1,83,"['B_siliquastri_C_maculatus_A-linked_ortholog_5940', 'A_obtectus_C_chinensis_A-linked_ortholog_131', 'A_obtectus_B_siliquastri_A-linked_ortholog_121', 'B_siliquastri_C_chinensis_A-linked_ortholog_6368', 'C_chinensis_C_maculatus_A-linked_ortholog_3163', 'A_obtectus_C_maculatus_A-linked_ortholog_107']"
A,rna-AOBTE_LOCUS445,BRAKERILHT00000011672,CALCHIM00000052856,g10233.t1,84,"['B_siliquastri_C_maculatus_A-linked_ortholog_5941', 'A_obtectus_C_chinensis_A-linked_ortholog_132', 'A_obtectus_B_siliquastri_A-linked_ortholog_122', 'B_siliquastri_C_chinensis_A-linked_ortholog_6369', 'C_chinensis_C_maculatus_A-linked_ortholog_3162', 'A_obtectus_C_maculatus_A-linked_ortholog_108']"
A,rna-AOBTE_LOCUS446,BRAKERILHT00000012229,CALCHIM00000052855,g10234.t5,85,"['B_siliquastri_C_maculatus_A-linked_ortholog_5942', 'A_obtectus_C_chinensis_A-linked_ortholog_133', 'A_obtectus_B_siliquastri_A-linked_ortholog_123', 'B_siliquastri_C_chinensis_A-linked_ortholog_6370', 'C_chinensis_C_maculatus_A-linked_ortholog_3161', 'A_obtectus_C_maculatus_A-linked_ortholog_109']"
A,rna-AOBTE_LOCUS447,BRAKERILHT00000010594,CALCHIM00000052851,g10235.t1,86,"['B_siliquastri_C_maculatus_A-linked_ortholog_5943', 'A_obtectus_C_chinensis_A-linked_ortholog_134', 'A_obtectus_B_siliquastri_A-linked_ortholog_124', 'B_siliquastri_C_chinensis_A-linked_ortholog_6371', 'C_chinensis_C_maculatus_A-linked_ortholog_3160', 'A_obtectus_C_maculatus_A-linked_ortholog_110']"
A,rna-AOBTE_LOCUS448,BRAKERILHT00000011123,CALCHIM00000052848,g10236.t1,87,"['B_siliquastri_C_maculatus_A-linked_ortholog_5944', 'A_obtectus_C_chinensis_A-linked_ortholog_135', 'A_obtectus_B_siliquastri_A-linked_ortholog_125', 'B_siliquastri_C_chinensis_A-linked_ortholog_6372', 'C_chinensis_C_maculatus_A-linked_ortholog_3159', 'A_obtectus_C_maculatus_A-linked_ortholog_111']"
A,rna-AOBTE_LOCUS449-2,BRAKERILHT00000011408,CALCHIM00000052847,g10237.t1,88,"['B_siliquastri_C_maculatus_A-linked_ortholog_5945', 'A_obtectus_C_chinensis_A-linked_ortholog_136', 'A_obtectus_B_siliquastri_A-linked_ortholog_126', 'B_siliquastri_C_chinensis_A-linked_ortholog_6373', 'C_chinensis_C_maculatus_A-linked_ortholog_3158', 'A_obtectus_C_maculatus_A-linked_ortholog_112']"
A,rna-AOBTE_LOCUS450-3,BRAKERILHT00000011258,CALCHIM00000052844,g10238.t1,89,"['B_siliquastri_C_maculatus_A-linked_ortholog_5946', 'A_obtectus_C_chinensis_A-linked_ortholog_137', 'A_obtectus_B_siliquastri_A-linked_ortholog_127', 'B_siliquastri_C_chinensis_A-linked_ortholog_6374', 'C_chinensis_C_maculatus_A-linked_ortholog_3157', 'A_obtectus_C_maculatus_A-linked_ortholog_113']"
A,rna-AOBTE_LOCUS456,BRAKERILHT00000010905,CALCHIM00000052840,g10239.t1,90,"['B_siliquastri_C_maculatus_A-linked_ortholog_5947', 'A_obtectus_C_chinensis_A-linked_ortholog_138', 'A_obtectus_B_siliquastri_A-linked_ortholog_129', 'B_siliquastri_C_chinensis_A-linked_ortholog_6375', 'C_chinensis_C_maculatus_A-linked_ortholog_3156', 'A_obtectus_C_maculatus_A-linked_ortholog_114']"
A,rna-AOBTE_LOCUS459,BRAKERILHT00000010501,CALCHIM00000052835,g10242.t1,91,"['B_siliquastri_C_maculatus_A-linked_ortholog_5948', 'A_obtectus_C_chinensis_A-linked_ortholog_141', 'A_obtectus_B_siliquastri_A-linked_ortholog_130', 'B_siliquastri_C_chinensis_A-linked_ortholog_6376', 'C_chinensis_C_maculatus_A-linked_ortholog_3153', 'A_obtectus_C_maculatus_A-linked_ortholog_117']"
A,rna-AOBTE_LOCUS460,BRAKERILHT00000011848,CALCHIM00000052831,g10243.t1,92,"['B_siliquastri_C_maculatus_A-linked_ortholog_5949', 'A_obtectus_C_chinensis_A-linked_ortholog_142', 'A_obtectus_B_siliquastri_A-linked_ortholog_131', 'B_siliquastri_C_chinensis_A-linked_ortholog_6377', 'C_chinensis_C_maculatus_A-linked_ortholog_3152', 'A_obtectus_C_maculatus_A-linked_ortholog_118']"
A,rna-AOBTE_LOCUS461-2,BRAKERILHT00000010682,CALCHIM00000052828,g10244.t1,93,"['B_siliquastri_C_maculatus_A-linked_ortholog_5950', 'A_obtectus_C_chinensis_A-linked_ortholog_143', 'A_obtectus_B_siliquastri_A-linked_ortholog_132', 'B_siliquastri_C_chinensis_A-linked_ortholog_6378', 'C_chinensis_C_maculatus_A-linked_ortholog_3151', 'A_obtectus_C_maculatus_A-linked_ortholog_119']"
A,rna-AOBTE_LOCUS462,BRAKERILHT00000012296,CALCHIM00000052827,g10245.t1,94,"['B_siliquastri_C_maculatus_A-linked_ortholog_5951', 'A_obtectus_C_chinensis_A-linked_ortholog_144', 'A_obtectus_B_siliquastri_A-linked_ortholog_133', 'B_siliquastri_C_chinensis_A-linked_ortholog_6379', 'C_chinensis_C_maculatus_A-linked_ortholog_3150', 'A_obtectus_C_maculatus_A-linked_ortholog_120']"
A,rna-AOBTE_LOCUS464-3,BRAKERILHT00000011691,CALCHIM00000052819,g10247.t1,95,"['B_siliquastri_C_maculatus_A-linked_ortholog_5952', 'A_obtectus_C_chinensis_A-linked_ortholog_146', 'A_obtectus_B_siliquastri_A-linked_ortholog_134', 'B_siliquastri_C_chinensis_A-linked_ortholog_6380', 'C_chinensis_C_maculatus_A-linked_ortholog_3148', 'A_obtectus_C_maculatus_A-linked_ortholog_122']"
A,rna-AOBTE_LOCUS466,BRAKERILHT00000011154,CALCHIM00000052817,g10248.t1,96,"['B_siliquastri_C_maculatus_A-linked_ortholog_5953', 'A_obtectus_C_chinensis_A-linked_ortholog_147', 'A_obtectus_B_siliquastri_A-linked_ortholog_135', 'B_siliquastri_C_chinensis_A-linked_ortholog_6381', 'C_chinensis_C_maculatus_A-linked_ortholog_3147', 'A_obtectus_C_maculatus_A-linked_ortholog_123']"
A,rna-AOBTE_LOCUS467,BRAKERILHT00000011414,CALCHIM00000052815,g10249.t1,97,"['B_siliquastri_C_maculatus_A-linked_ortholog_5954', 'A_obtectus_C_chinensis_A-linked_ortholog_148', 'A_obtectus_B_siliquastri_A-linked_ortholog_136', 'B_siliquastri_C_chinensis_A-linked_ortholog_6383', 'C_chinensis_C_maculatus_A-linked_ortholog_3146', 'A_obtectus_C_maculatus_A-linked_ortholog_124']"
A,rna-AOBTE_LOCUS468,BRAKERILHT00000011726,CALCHIM00000052814,g10250.t1,98,"['B_siliquastri_C_maculatus_A-linked_ortholog_5955', 'A_obtectus_C_chinensis_A-linked_ortholog_149', 'A_obtectus_B_siliquastri_A-linked_ortholog_137', 'B_siliquastri_C_chinensis_A-linked_ortholog_6384', 'C_chinensis_C_maculatus_A-linked_ortholog_3145', 'A_obtectus_C_maculatus_A-linked_ortholog_125']"
A,rna-AOBTE_LOCUS470,BRAKERILHT00000011876,CALCHIM00000052813,g10251.t1,99,"['B_siliquastri_C_maculatus_A-linked_ortholog_5956', 'A_obtectus_C_chinensis_A-linked_ortholog_150', 'A_obtectus_B_siliquastri_A-linked_ortholog_138', 'B_siliquastri_C_chinensis_A-linked_ortholog_6385', 'C_chinensis_C_maculatus_A-linked_ortholog_3144', 'A_obtectus_C_maculatus_A-linked_ortholog_126']"
A,rna-AOBTE_LOCUS471-4,BRAKERILHT00000010519,CALCHIM00000052808,g10252.t1,100,"['B_siliquastri_C_maculatus_A-linked_ortholog_5957', 'A_obtectus_C_chinensis_A-linked_ortholog_151', 'A_obtectus_B_siliquastri_A-linked_ortholog_139', 'B_siliquastri_C_chinensis_A-linked_ortholog_6386', 'C_chinensis_C_maculatus_A-linked_ortholog_3143', 'A_obtectus_C_maculatus_A-linked_ortholog_127']"
A,rna-AOBTE_LOCUS472-2,BRAKERILHT00000011019,CALCHIM00000052805,g10253.t1,101,"['B_siliquastri_C_maculatus_A-linked_ortholog_5958', 'A_obtectus_C_chinensis_A-linked_ortholog_152', 'A_obtectus_B_siliquastri_A-linked_ortholog_140', 'B_siliquastri_C_chinensis_A-linked_ortholog_6387', 'C_chinensis_C_maculatus_A-linked_ortholog_3142', 'A_obtectus_C_maculatus_A-linked_ortholog_128']"
A,rna-AOBTE_LOCUS473-2,BRAKERILHT00000012065,CALCHIM00000052797,g10255.t1,102,"['B_siliquastri_C_maculatus_A-linked_ortholog_5960', 'A_obtectus_C_chinensis_A-linked_ortholog_153', 'A_obtectus_B_siliquastri_A-linked_ortholog_141', 'B_siliquastri_C_chinensis_A-linked_ortholog_6389', 'C_chinensis_C_maculatus_A-linked_ortholog_3140', 'A_obtectus_C_maculatus_A-linked_ortholog_129']"
A,rna-AOBTE_LOCUS475-3,BRAKERILHT00000011166,CALCHIM00000002680,g10256.t1,103,"['B_siliquastri_C_maculatus_A-linked_ortholog_5961', 'A_obtectus_C_chinensis_A-linked_ortholog_154', 'A_obtectus_B_siliquastri_A-linked_ortholog_142', 'B_siliquastri_C_chinensis_A-linked_ortholog_6390', 'C_chinensis_C_maculatus_A-linked_ortholog_5574', 'A_obtectus_C_maculatus_A-linked_ortholog_130']"
A,rna-AOBTE_LOCUS477,BRAKERILHT00000011860,CALCHIM00000002685,g10257.t3,104,"['B_siliquastri_C_maculatus_A-linked_ortholog_5962', 'A_obtectus_C_chinensis_A-linked_ortholog_155', 'A_obtectus_B_siliquastri_A-linked_ortholog_143', 'B_siliquastri_C_chinensis_A-linked_ortholog_6391', 'C_chinensis_C_maculatus_A-linked_ortholog_5575', 'A_obtectus_C_maculatus_A-linked_ortholog_131']"
A,rna-AOBTE_LOCUS482-2,BRAKERILHT00000012202,CALCHIM00000002687,g10258.t1,105,"['B_siliquastri_C_maculatus_A-linked_ortholog_5963', 'A_obtectus_C_chinensis_A-linked_ortholog_156', 'A_obtectus_B_siliquastri_A-linked_ortholog_144', 'B_siliquastri_C_chinensis_A-linked_ortholog_6392', 'C_chinensis_C_maculatus_A-linked_ortholog_5576', 'A_obtectus_C_maculatus_A-linked_ortholog_132']"
A,rna-AOBTE_LOCUS484-3,BRAKERILHT00000012300,CALCHIM00000002688,g10259.t2,106,"['B_siliquastri_C_maculatus_A-linked_ortholog_5964', 'A_obtectus_C_chinensis_A-linked_ortholog_157', 'A_obtectus_B_siliquastri_A-linked_ortholog_145', 'B_siliquastri_C_chinensis_A-linked_ortholog_6393', 'C_chinensis_C_maculatus_A-linked_ortholog_5577', 'A_obtectus_C_maculatus_A-linked_ortholog_133']"
A,rna-AOBTE_LOCUS485,BRAKERILHT00000010572,CALCHIM00000002689,g10049.t1,107,"['B_siliquastri_C_maculatus_A-linked_ortholog_5901', 'A_obtectus_C_chinensis_A-linked_ortholog_158', 'A_obtectus_B_siliquastri_A-linked_ortholog_146', 'B_siliquastri_C_chinensis_A-linked_ortholog_6325', 'C_chinensis_C_maculatus_A-linked_ortholog_5578', 'A_obtectus_C_maculatus_A-linked_ortholog_134']"
A,rna-AOBTE_LOCUS487,BRAKERILHT00000011411,CALCHIM00000002690,g10048.t1,108,"['B_siliquastri_C_maculatus_A-linked_ortholog_5899', 'A_obtectus_C_chinensis_A-linked_ortholog_159', 'A_obtectus_B_siliquastri_A-linked_ortholog_148', 'B_siliquastri_C_chinensis_A-linked_ortholog_6324', 'C_chinensis_C_maculatus_A-linked_ortholog_5579', 'A_obtectus_C_maculatus_A-linked_ortholog_135']"
A,rna-AOBTE_LOCUS492,BRAKERILHT00000011006,CALCHIM00000002692,g10045.t1,109,"['B_siliquastri_C_maculatus_A-linked_ortholog_5898', 'A_obtectus_C_chinensis_A-linked_ortholog_160', 'A_obtectus_B_siliquastri_A-linked_ortholog_149', 'B_siliquastri_C_chinensis_A-linked_ortholog_6323', 'C_chinensis_C_maculatus_A-linked_ortholog_5580', 'A_obtectus_C_maculatus_A-linked_ortholog_136']"
A,rna-AOBTE_LOCUS493,BRAKERILHT00000012076,CALCHIM00000002693,g10044.t1,110,"['B_siliquastri_C_maculatus_A-linked_ortholog_5897', 'A_obtectus_C_chinensis_A-linked_ortholog_161', 'A_obtectus_B_siliquastri_A-linked_ortholog_150', 'B_siliquastri_C_chinensis_A-linked_ortholog_6322', 'C_chinensis_C_maculatus_A-linked_ortholog_5581', 'A_obtectus_C_maculatus_A-linked_ortholog_137']"
A,rna-AOBTE_LOCUS494,BRAKERILHT00000011300,CALCHIM00000002694,g10043.t1,111,"['B_siliquastri_C_maculatus_A-linked_ortholog_5896', 'A_obtectus_C_chinensis_A-linked_ortholog_162', 'A_obtectus_B_siliquastri_A-linked_ortholog_151', 'B_siliquastri_C_chinensis_A-linked_ortholog_6321', 'C_chinensis_C_maculatus_A-linked_ortholog_5582', 'A_obtectus_C_maculatus_A-linked_ortholog_138']"
A,rna-AOBTE_LOCUS497,BRAKERILHT00000010921,CALCHIM00000002697,g10040.t1,112,"['B_siliquastri_C_maculatus_A-linked_ortholog_6105', 'A_obtectus_C_chinensis_A-linked_ortholog_163', 'A_obtectus_B_siliquastri_A-linked_ortholog_154', 'B_siliquastri_C_chinensis_A-linked_ortholog_6536', 'C_chinensis_C_maculatus_A-linked_ortholog_5583', 'A_obtectus_C_maculatus_A-linked_ortholog_141']"
A,rna-AOBTE_LOCUS500,BRAKERILHT00000011989,CALCHIM00000002700,g10038.t1,113,"['B_siliquastri_C_maculatus_A-linked_ortholog_6107', 'A_obtectus_C_chinensis_A-linked_ortholog_165', 'A_obtectus_B_siliquastri_A-linked_ortholog_156', 'B_siliquastri_C_chinensis_A-linked_ortholog_6538', 'C_chinensis_C_maculatus_A-linked_ortholog_5585', 'A_obtectus_C_maculatus_A-linked_ortholog_143']"
A,rna-AOBTE_LOCUS503,BRAKERILHT00000010716,CALCHIM00000002703,g10037.t1,114,"['B_siliquastri_C_maculatus_A-linked_ortholog_6108', 'A_obtectus_C_chinensis_A-linked_ortholog_166', 'A_obtectus_B_siliquastri_A-linked_ortholog_157', 'B_siliquastri_C_chinensis_A-linked_ortholog_6539', 'C_chinensis_C_maculatus_A-linked_ortholog_5586', 'A_obtectus_C_maculatus_A-linked_ortholog_144']"
A,rna-AOBTE_LOCUS504,BRAKERILHT00000011120,CALCHIM00000002704,g10036.t1,115,"['B_siliquastri_C_maculatus_A-linked_ortholog_6109', 'A_obtectus_C_chinensis_A-linked_ortholog_167', 'A_obtectus_B_siliquastri_A-linked_ortholog_158', 'B_siliquastri_C_chinensis_A-linked_ortholog_6540', 'C_chinensis_C_maculatus_A-linked_ortholog_5587', 'A_obtectus_C_maculatus_A-linked_ortholog_145']"
A,rna-AOBTE_LOCUS507,BRAKERILHT00000010579,CALCHIM00000002711,g10034.t1,116,"['B_siliquastri_C_maculatus_A-linked_ortholog_6110', 'A_obtectus_C_chinensis_A-linked_ortholog_169', 'A_obtectus_B_siliquastri_A-linked_ortholog_159', 'B_siliquastri_C_chinensis_A-linked_ortholog_6541', 'C_chinensis_C_maculatus_A-linked_ortholog_5589', 'A_obtectus_C_maculatus_A-linked_ortholog_147']"
A,rna-AOBTE_LOCUS514,BRAKERILHT00000011723,CALCHIM00000002719,g10032.t1,117,"['B_siliquastri_C_maculatus_A-linked_ortholog_6111', 'A_obtectus_C_chinensis_A-linked_ortholog_172', 'A_obtectus_B_siliquastri_A-linked_ortholog_161', 'B_siliquastri_C_chinensis_A-linked_ortholog_6544', 'C_chinensis_C_maculatus_A-linked_ortholog_5591', 'A_obtectus_C_maculatus_A-linked_ortholog_149']"
A,rna-AOBTE_LOCUS515,BRAKERILHT00000010513,CALCHIM00000002727,g10030.t1,118,"['B_siliquastri_C_maculatus_A-linked_ortholog_6112', 'A_obtectus_C_chinensis_A-linked_ortholog_173', 'A_obtectus_B_siliquastri_A-linked_ortholog_162', 'B_siliquastri_C_chinensis_A-linked_ortholog_6545', 'C_chinensis_C_maculatus_A-linked_ortholog_5593', 'A_obtectus_C_maculatus_A-linked_ortholog_150']"
A,rna-AOBTE_LOCUS516,BRAKERILHT00000012267,CALCHIM00000002726,g10031.t1,119,"['B_siliquastri_C_maculatus_A-linked_ortholog_6113', 'A_obtectus_C_chinensis_A-linked_ortholog_174', 'A_obtectus_B_siliquastri_A-linked_ortholog_163', 'B_siliquastri_C_chinensis_A-linked_ortholog_6546', 'C_chinensis_C_maculatus_A-linked_ortholog_5592', 'A_obtectus_C_maculatus_A-linked_ortholog_151']"
A,rna-AOBTE_LOCUS517,BRAKERILHT00000011400,CALCHIM00000002730,g10029.t1,120,"['B_siliquastri_C_maculatus_A-linked_ortholog_6114', 'A_obtectus_C_chinensis_A-linked_ortholog_175', 'A_obtectus_B_siliquastri_A-linked_ortholog_164', 'B_siliquastri_C_chinensis_A-linked_ortholog_6547', 'C_chinensis_C_maculatus_A-linked_ortholog_5594', 'A_obtectus_C_maculatus_A-linked_ortholog_152']"
